,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
28,Kansas St.,B12,33,20–13,111.5,93.3,.8863,52.4,48.9,19.2,22.4,29.5,32.5,40.6,32.2,51.5,44.6,36.1,38.3,67.3,1.6
29,Marquette,BE,31,19–12,121.4,101.6,.8853,57.6,51.9,17.1,18.5,27.3,28.9,31.1,35.9,52.7,50.2,43,36.9,71.5,0.6
30,Wake Forest,ACC,32,19–13,121.4,101.8,.8836,54,52.2,16.5,16.1,30.9,27.6,40.2,37,51.9,51.3,38.7,35.7,72,1.3
31,South Carolina,SEC,31,21–10,105.2,88.3,.8821,46.7,45,19,24.5,33.8,31.6,39.9,46.7,45,45.3,33.4,29.6,69.6,1.7
32,Vanderbilt,SEC,34,19–15,112.8,95.2,.8750,52.3,47.9,18.3,16,25,27.1,34.9,30.6,48.3,46.7,37.7,33.6,67,0.1
33,Minnesota,B10,33,24–9,108.3,91.8,.8692,48.6,44.9,16.2,17.7,30.1,30,39.5,28.7,47.3,44.5,34.5,30.5,70.9,3.7
34,Xavier,BE,34,21–13,114.5,97.3,.8657,51.6,51.8,18.6,17.8,35.2,25,41.2,33.7,52,52.5,34,33.8,68.7,1.6
35,Northwestern,B10,34,23–11,111.1,94.7,.8626,49.7,46,15.9,18,30.9,30.7,30.8,35.5,48.9,43.9,34.1,33.5,66.7,2
36,Clemson,ACC,32,17–15,115.6,98.6,.8624,51.3,51.9,15.8,20.1,31.6,31.9,35,24.1,50.1,51,35.7,35.7,67.8,-0.3
37,Indiana,B10,33,18–15,116.2,99.6,.8549,55.6,48.5,21.4,15.8,36.5,28.1,34.2,36.7,54.4,47.5,38.3,33.6,69.7,-1.1
38,Illinois St.,MVC,32,26–6,106.4,91.2,.8549,51.3,43.7,19,19,30.3,28.2,30.7,33.2,48.9,41.2,36.4,31.7,66.2,1.9
39,Rhode Island,A10,33,24–9,110.2,94.9,.8476,50.7,44.7,16.6,19.5,33.1,29.3,39.6,45.4,50.5,45.3,34,29,67.8,0.5
40,Maryland,B10,31,23–8,113.0,97.4,.8474,52.6,47.1,19.1,17.9,30.6,32.3,38.6,32.2,50.9,45.3,36.7,34,68.6,3.7
41,Houston,Amer,31,21–10,113.6,97.9,.8469,51.7,47,14.9,20.9,32.1,31,28.6,36.2,47.7,45.8,39.2,32.7,66.5,-0.8
42,Michigan St.,B10,33,19–14,109.7,94.6,.8460,53.9,46.3,20.7,16.1,29.3,27.3,33.8,35.1,52.4,43.5,37.6,34.7,68.2,0.4
43,Syracuse,ACC,32,18–14,115.3,99.7,.8412,53.3,50,17.8,19.8,31.3,34.4,34.8,30,50.6,49.2,38.2,34.1,68,-1.1
44,Virginia Tech,ACC,32,22–10,116.4,101.4,.8310,57,50.9,17.2,16.6,23.4,29.9,40.5,26.9,54.8,49.1,40.3,36,70.1,3.3
45,Texas Tech,B12,32,18–14,111.6,97.2,.8305,52.9,50.8,16.5,20.3,30,25.7,35.6,35.6,51.9,48.9,36.7,35.5,65.2,-1.2
46,Middle Tennessee,CUSA,33,29–4,110.4,96.3,.8280,54.3,47.4,15.6,20.2,30.2,24.3,29.7,37.9,53.8,46.8,37,32.5,65.7,2.2
47,TCU,B12,33,18–15,111.9,97.7,.8269,52.4,50.4,19,18.5,33.5,29.9,32.7,31.3,52,48.7,35.5,35.9,68.2,0.1
48,Dayton,A10,30,23–7,110.5,96.5,.8252,54.2,47.7,17.1,20.8,25.8,27,43.7,34.6,51.8,47.2,38.7,32.4,69.8,1.6
49,Utah,P12,29,18–11,112.9,98.8,.8239,56.5,49.1,19.1,17.2,30.9,24.5,33.4,31.3,57.4,46.5,36.3,36.1,69.7,-2.2
50,Arkansas,SEC,34,25–9,115.4,101.1,.8194,51.5,48.2,16.4,18.3,32.4,33.5,38.8,39.3,50.2,47.2,36.4,33.2,70.9,3.9
51,Tennessee,SEC,31,15–16,110.2,96.7,.8178,46.8,48.6,17.4,19.3,31.8,30.1,42.9,43.3,46,46.2,32.4,35.5,70.8,-2.3
52,Georgia,SEC,32,18–14,107.7,94.7,.8143,48.2,46.8,18.9,16.7,29,28.3,41.5,34.5,48.2,45.2,32.1,33.1,68.6,0.2
53,Providence,BE,32,20–12,107.4,94.5,.8124,51.3,49.7,18.5,20.5,26.4,28.1,38.2,30,49.1,50,36.8,32.7,67.9,0.6
54,Alabama,SEC,33,19–14,104.2,91.9,.8094,48.3,45.7,20.3,19.8,34.1,26.8,39.9,40.5,48.6,43.7,31.8,33.1,66.6,-1.9
55,Seton Hall,BE,32,21–11,108.6,95.8,.8082,50.2,49,19.4,17.6,35.3,25.4,37.9,36.1,50,48,33.7,34,68.8,2.6
56,California,P12,33,21–12,103.9,91.7,.8077,48.4,45.2,18.7,16.6,33,23.7,36.8,33.4,47,43.5,34,32.4,66.9,-0.9
57,VCU,A10,34,26–8,107.9,95.8,.7973,51.1,47.1,17.9,21,31.4,27.5,36.3,39.8,51.5,45.5,33.4,33.8,69.8,1.4
58,Texas A&M,SEC,31,16–15,108.4,96.2,.7970,51.2,47.2,21.2,17.4,37.4,31.2,33.3,28.1,52.1,43.7,32.9,35.2,65.8,-2.9
59,Nevada,MWC,34,28–6,113.5,101.1,.7906,52.7,47.9,15.7,15.9,30.6,26.2,41.8,28.1,49.3,48.9,38.5,30.7,71.1,1.8
60,Oklahoma,B12,31,11–20,106.7,95.2,.7883,47.4,50,19,18.5,30.8,29.8,36.7,33.5,45.7,47.1,34.3,36.5,71.5,-4.6
61,UNC Wilmington,CAA,32,27–5,117.1,104.6,.7854,55.2,53.1,13.9,20.3,32.5,28.8,30.9,39.4,56.1,54.2,36,33.7,71.4,1.7
62,Princeton,Ivy,28,22–6,108.1,96.6,.7844,53.5,48.9,15.2,20.6,24.2,24.7,24.9,31.7,50.4,47.2,38.1,34.4,64.3,-0.3
63,Ohio St.,B10,32,17–15,110.8,99.1,.7831,52.2,48.9,19.2,17.5,29.7,28.8,38.1,29.4,51.6,45.7,35.6,35.6,69.4,-3.1
64,UCF,Amer,32,21–11,102.5,91.7,.7820,50.4,42.3,22.1,14.8,33,25,39.8,23,49.4,39.6,34.7,31,67,-1.7
65,USC,P12,33,24–9,111.2,99.6,.7801,51.9,49.7,15.7,18,30.8,31.2,37.2,23.9,50.5,46.8,36.3,36.5,70.5,1.4
66,Georgetown,BE,32,14–18,107.6,96.5,.7778,52,47.4,20.1,17.3,29,30.5,42.6,38.8,51.8,46.8,34.9,32.4,70.3,-4.6
67,Pittsburgh,ACC,33,16–17,113.0,101.6,.7713,51.4,51.3,17.6,14.3,28.2,29.5,39.4,26.6,49.6,50.2,36.1,35.6,67,-2.1
68,Vermont,AE,33,28–5,109.5,98.6,.7697,55.4,48.2,17.1,19.7,30.1,26.9,34.9,26.6,55.6,46.7,36.7,34.5,65.9,0.9
69,Iowa,B10,32,18–14,111.4,100.6,.7634,51.7,50.9,18.4,19.5,31.5,32.5,35.4,27.1,49.3,49.5,37.1,35.5,72.9,-1.8
70,East Tennessee St.,SC,32,25–7,106.9,96.8,.7593,56.1,48.5,20.6,22,30,27.1,43.8,37.8,55.4,45.3,38.2,35.6,71.6,-0.6
71,San Diego St.,MWC,32,18–14,103.8,93.9,.7587,47.5,44.8,17.5,19,30.5,29.1,35.3,32.4,47.5,42.9,31.6,32.1,66.1,-5.9
72,Texas,B12,33,11–22,103.2,93.6,.7544,48.8,48.1,19.6,18.3,28.4,31.2,34.5,30,51.3,47.7,29.2,32.5,69,-5.8
73,BYU,WCC,33,22–11,108.3,98.3,.7534,51.2,47.4,18.1,16.4,28.8,24.9,42.2,31.5,50.9,46.8,34.4,32.3,77.3,-2.3
74,Davidson,A10,32,17–15,108.8,98.9,.7497,51.6,49.7,17.4,17.1,25.1,26.9,31.5,33.4,51.9,45.8,34.1,38.1,69.7,-5.2
75,Auburn,SEC,32,18–14,111.3,101.8,.7354,51.1,50.6,17.9,19.9,30.3,33.3,42.5,38.8,48.5,48.7,36.6,35.7,75.2,-2.4
76,Mississippi,SEC,33,20–13,109.0,99.9,.7327,48.4,49.6,19.3,18.9,33.6,30.1,44.7,36.6,46.4,46,34.4,36.7,72.8,-1.3
77,Illinois,B10,31,17–14,105.9,97.1,.7304,50.8,50.4,18.4,18,28.8,26.6,33,29.9,49,49.6,36,34.5,67.8,-1.4
78,Colorado,P12,32,18–14,110.1,101.2,.7260,51,49.9,17.6,17.2,32.9,28.3,38.6,33,49.8,47.2,35.4,36.3,69.4,-3.7
79,San Francisco,WCC,31,19–12,104.1,95.7,.7239,52.9,47.5,18.5,19.3,26.4,27.5,27.7,33.7,52.6,46.1,35.4,33.5,70.3,-4.3
80,Boise St.,MWC,29,18–11,109.5,101.3,.7084,52.2,48.2,17.9,16.5,27.8,26.3,41.3,42.7,51.4,47,35.6,34.2,70.6,-3.1
81,Colorado St.,MWC,32,21–11,107.4,99.4,.7079,48.4,46.4,16,16.9,31,28.8,38.1,32.3,46.4,46.4,34.5,30.8,67.5,-2.7
82,UT Arlington,SB,31,23–8,108.3,100.3,.7074,52.1,48.8,19,19.8,33,29.3,35.3,35.5,54.1,49.7,32.9,31.8,71.5,-0.9
83,Bucknell,Pat,34,26–8,107.5,99.6,.7060,55.4,48,18.8,19.7,26.8,27.4,37.2,32.7,54.6,46.5,37.7,34,71.4,-2
84,Louisiana Tech,CUSA,31,21–10,106.4,99.2,.6905,53.4,48,17.7,19.4,29.2,26.2,34.6,26.9,52,45.8,37.1,34.7,70,-4.6
85,New Mexico St.,WAC,30,25–5,109.0,101.8,.6881,52.8,47.4,19.7,19.2,36,28.3,44.1,35.3,54.5,48.7,33.4,30,68.9,-0.1
86,Monmouth,MAAC,33,27–6,106.4,99.4,.6872,50.8,46.7,16.7,19.5,29.9,29.8,38.2,35.7,47.8,44.8,37,33.1,73.8,0.7
87,Nebraska,B10,30,11–19,104.9,98.1,.6839,46,52,18.6,19.3,33.7,29.9,30,33.3,45.3,47.5,31.8,40.7,69.5,-5.4
88,Georgia Tech,ACC,31,16–15,97.9,91.6,.6812,47,46.1,19.8,18.5,28.3,30.2,35.6,28.8,46.6,43.6,32.1,33.7,69.2,-2.2
89,Connecticut,Amer,32,15–17,104.4,97.7,.6807,48.5,45.6,18.7,16.1,29.9,30.5,34.5,32,46.1,43,35.4,33,66.1,-5.5
90,Penn St.,B10,33,15–18,102.9,96.4,.6797,47.2,49.2,17.9,20.3,26.6,30.6,32.8,31.2,45.4,46.5,33.9,36.3,72.1,-4.9
91,Richmond,A10,32,20–12,108.0,101.1,.6797,53.5,49.6,16.5,20.2,20.9,30.3,32.1,36,54.9,50.8,34.2,31.6,70.4,-3.7
92,Memphis,Amer,32,19–13,106.3,99.7,.6781,48.9,48.8,16.3,19.3,31.6,30.6,36.7,33.2,51.1,47.7,29.5,33.7,70,-3.3
93,Ohio,MAC,30,19–11,105.2,98.6,.6773,53.2,47.3,17.4,18.1,25.6,27.7,33.7,32.7,50,46.8,38.5,32.1,71.6,-5.8
94,Loyola Chicago,MVC,30,16–14,108.1,101.3,.6764,55.3,51.8,17.3,20.9,20.6,25.8,30.8,33.5,53.5,49.6,38.9,37.3,67.1,-7.1
95,St. Bonaventure,A10,32,20–12,108.1,101.4,.6754,49.7,49.9,17.6,20.9,33,31,42.4,41.5,48.5,48.1,34.8,35.3,70,-4.5
96,North Carolina St.,ACC,32,15–17,111.8,104.9,.6749,52.7,51.6,18.5,15.6,29.8,31.4,36.2,30.4,52.4,49.5,35.6,36.9,71.9,-4.1
97,Fresno St.,MWC,30,18–12,104.3,98.0,.6713,50.9,48.4,18.6,20.4,27.5,27.1,40.6,45.9,49.8,47.4,35.3,33.4,69.7,-3.7
98,Valparaiso,Horz,31,23–8,105.4,99.1,.6687,50.5,47.2,18.3,17.8,30.8,26.4,37.3,32.4,50.6,46.2,33.4,32.5,68.6,-1.8
99,Cal St. Bakersfield,WAC,28,19–9,98.2,92.5,.6663,47.9,43.7,21,23.6,32.7,30,37.1,46.5,47.7,40.9,32.2,32,67.7,-3.3
100,Akron,MAC,33,25–8,112.0,105.7,.6607,55.7,50.6,17.2,16.7,29.6,28.2,36.8,33.5,55.8,48.7,37,36.3,67,-1.7
101,St. John's,BE,33,14–19,108.1,102.2,.6565,50.3,52.4,17.7,20.5,27.4,32.8,36.2,39.3,47.5,50.5,36.4,37.4,74.6,-5.1
102,Stanford,P12,30,13–17,102.9,97.3,.6561,48.3,52.7,18.6,20.6,29.6,27.2,37.3,38.2,48.2,49.1,32.3,38.8,69.9,-5.2
103,Mississippi St.,SEC,32,16–16,104.7,99.1,.6555,51.1,48.1,19,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3
104,Chattanooga,SC,29,17–12,106.5,100.8,.6528,51.9,50.7,19.8,21.4,31.2,32.7,40.3,37.2,53.3,49.7,33.1,35.3,67.1,-5.4
105,Furman,SC,30,19–11,106.4,100.8,.6508,55.2,49.1,19.2,19.4,27.6,27.6,33.1,35.2,53.5,50.2,38.3,31.7,67.1,-4.7
106,College of Charleston,CAA,33,24–9,103.3,98.0,.6487,49.3,47.9,15.9,19,25.2,28.8,43.7,31.9,48.9,48.8,33.4,31,65.6,-1.8
107,Temple,Amer,32,16–16,107.7,102.1,.6479,49.7,49.1,16.6,18.3,27.5,32.2,26.4,32.1,47,47.7,35.6,34.3,68.7,-5.7
108,Belmont,OVC,27,21–6,108.3,103.1,.6395,56.1,48.3,18.3,16.5,25.5,25.3,30.5,32.2,62.4,48.6,33.7,31.8,69.6,-0.6
109,New Mexico,MWC,31,17–14,106.0,101.1,.6313,50.2,50.6,18.4,19,27,27.8,46,37.7,50.7,47.5,32.7,36.9,70.4,-5.3
110,Missouri St.,MVC,32,16–16,108.8,104.0,.6280,51,50.4,18.4,16.2,32.9,24.6,33.8,33,48.8,49.2,36.2,35,67.4,-8.4
111,Saint Peter's,MAAC,32,19–13,101.5,97.2,.6218,51,48.6,17.2,20.7,25.9,26.4,32.9,29.6,46.8,48.8,38.3,32.2,62.4,-7.5
112,Florida Gulf Coast,ASun,30,23–7,108.5,103.9,.6218,54.1,49.1,18.1,17.3,34.6,29.6,34,34.8,55.6,50.3,34,31.4,66.8,-1.6
113,Oakland,Horz,30,22–8,102.5,98.2,.6211,51.1,45.9,18.3,19.3,28.9,29.4,38.3,28.6,52.1,45,32.8,31.8,73.6,-3.5
114,Harvard,Ivy,26,16–10,105.4,101.3,.6122,52.3,47.4,19.8,18.4,29.6,29.6,32.3,39.5,51.2,47.8,35.9,31.2,68.2,-4.9
115,UNC Asheville,BSth,30,21–9,105.4,101.3,.6120,54.1,51.8,15.8,22.7,24.4,27.4,35.2,30.4,51.5,51.3,39.2,35,69.5,-3.4
116,UC Irvine,BW,33,19–14,101.3,97.5,.6073,49.9,43.5,20,15.3,31.9,26.2,30.2,40.8,48.4,41.3,35.2,31.9,67.9,-7.3
117,Old Dominion,CUSA,31,19–12,99.2,95.6,.6033,45.6,46.4,17.5,20.1,35.5,25.6,34.1,38.6,44.5,44,32.4,33.6,62.5,-5.6
118,Toledo,MAC,32,16–16,108.5,104.7,.6019,54.4,51,18.6,14.2,29.3,25.6,39.1,27.4,54.4,52.2,36.3,32.1,68.2,-9.4
119,Winthrop,BSth,30,24–6,105.4,101.7,.6015,53.7,46.4,17.9,18.7,27,28.7,38.9,33.8,51.2,45.7,38,31.8,72.3,-1.7
120,Georgia St.,SB,30,18–12,103.9,100.2,.6011,53.2,48.9,20,19.8,30.3,29.1,33.7,40,53.4,49.2,35.3,32.3,69.4,-5.8
121,Towson,CAA,32,19–13,104.0,100.6,.5943,48.3,49,18.7,18.7,37,26.1,45.6,47.1,49.2,47.4,30.6,34.3,69.4,-6.4
122,Evansville,MVC,31,14–17,104.5,101.1,.5931,48.8,49.6,17.9,18.5,27.1,27.1,45.8,40.9,47.2,47.9,36.9,34.9,68,-8.7
123,Lehigh,Pat,31,19–12,106.4,103.0,.5928,55.4,50.2,19.8,18.6,23.2,24.1,32,28.1,53.4,49,39.2,34.8,71.1,-6.1
124,George Mason,A10,32,19–13,107.0,103.5,.5922,49.6,48.6,18.8,14.1,32.1,24.5,40.2,27.8,48.9,48.3,34.3,32.7,69.8,-5.2
125,Iona,MAAC,34,22–12,108.7,105.3,.5894,53.4,49.6,16.5,18,26.9,31.7,31.2,33.4,49.3,47.2,39.7,36,71.8,-5.6
126,Arizona St.,P12,33,15–18,111.0,107.6,.5887,51.4,55.4,14.3,18.3,24.4,32.2,31.9,29.9,48.7,55.9,36.6,36.4,71.7,-6.3
127,Arkansas St.,SB,31,19–12,105.2,102.0,.5886,51.9,49.2,18.6,18.8,31,27.5,41.5,41.8,49.7,49.8,37.7,32,68.7,-5.6
128,George Washington,A10,33,19–14,107.0,103.9,.5845,49.3,50,19.6,16.1,33.3,26.2,37.4,27.2,45.3,48.4,37.1,35.6,67,-5.1
129,Albany,AE,33,20–13,107.2,104.1,.5830,51.7,51.3,18.3,17.8,33.5,23.7,34,31.4,50.3,50.9,36.9,34.6,65.6,-6.8
130,La Salle,A10,30,15–15,110.6,107.6,.5803,53.3,54.3,18.6,17.7,25.7,27.6,38.3,33.1,52.4,51.3,36.4,39.4,69.9,-6.9
131,Santa Clara,WCC,32,16–16,104.8,102.0,.5756,52.4,51.8,15.9,19,18.3,24.5,24,35.2,47.9,49.3,38.3,38,64.2,-6.7
132,Rutgers,B10,32,14–18,100.3,97.8,.5707,44.7,47.5,19.7,18.9,37.5,30.1,31.2,31.2,44.5,46.6,30.2,32.7,67.9,-5.7
133,UNC Greensboro,SC,31,22–9,106.1,103.9,.5592,52.4,49.7,20,19.3,34.3,30.3,30.9,34.2,50,47.1,37.6,36.2,68.1,-2.5
134,William & Mary,CAA,29,15–14,110.7,108.5,.5568,56.2,52.3,17.4,14.5,25.6,27.4,38.7,35.1,55.8,51,37.8,36.1,72,-6.7
135,Boston College,ACC,32,9–23,103.5,101.6,.5540,51.6,53.2,20.1,17.2,25.6,24.2,29.6,39.6,49.1,53.2,37.4,35.4,72.5,-9.8
136,Wyoming,MWC,30,16–14,102.9,101.0,.5522,50.6,46.6,18,16.6,22.5,27.3,38.7,41.6,49.9,45.8,34.3,32.1,75.1,-7.4
137,Utah St.,MWC,30,13–17,105.5,103.6,.5515,52.5,49.2,18.2,15.8,24.9,26.8,35.1,33.7,50,47.7,38,34.5,68.1,-9.1
138,Samford,SC,32,17–15,107.3,105.4,.5505,52.9,49.6,18.8,17.4,29.5,31.7,41.7,32.6,49.5,49.1,39.7,33.6,70,-8.1
139,Tulsa,Amer,32,15–17,103.4,101.6,.5495,48.9,50.4,21.8,18.4,29.5,28.3,42.8,33.1,47.2,48.2,34.3,35.9,69.6,-6.1
140,Fort Wayne,Sum,28,16–12,108.1,106.3,.5494,56.5,53.7,17.7,18,29.6,24.6,25.8,33,54.6,49.9,39.5,39.4,72.8,-6.8
141,Troy,SB,34,20–14,108.8,107.0,.5470,51.8,49.9,17.6,17.7,30.6,29.6,40.6,32.6,50.8,49.5,35.5,33.7,69.4,-7.9
142,Grand Canyon,WAC,29,20–9,100.5,98.9,.5461,48.4,47.8,18.2,20.9,29.1,27.9,42.1,31.6,47.8,47.3,33,32.5,70.4,-3.1
143,Tennessee St.,OVC,28,15–13,99.5,98.1,.5423,48.7,48.5,21.7,21.4,34.2,28,39.5,48.7,48.3,45.4,33.1,35,68.5,-7.1
144,Elon,CAA,30,16–14,103.3,101.8,.5416,52.1,48.6,16.6,14.9,24.2,26.7,30.7,26.4,50.9,48.8,35.7,32.2,69.1,-7.6
145,Kent St.,MAC,34,21–13,103.8,102.5,.5383,48.1,49.6,18.1,19.3,38.1,30,33,34.2,48.6,47.9,31.4,35,69.7,-7
146,Mercer,SC,30,13–17,108.1,106.7,.5372,50.4,50,18,15.7,33.9,28.4,32.8,35.3,49.6,47.7,34.4,35.3,63,-9.7
147,Northern Kentucky,Horz,32,22–10,105.6,104.3,.5362,52.9,49.8,19,17,31.3,26.3,37.3,30,51.9,50.1,36.1,32.8,69.3,-4.8
148,Eastern Michigan,MAC,29,12–17,105.3,103.9,.5361,48.8,50.4,17.1,21.5,33.6,35,35.3,50.8,48,50.2,33.6,33.9,69.6,-10
149,Louisiana Lafayette,SB,31,19–12,109.9,108.6,.5358,51.5,54.4,17.9,20.1,36.3,27.8,42.2,37.3,51.5,53.8,34.2,37.1,73.7,-6.2
150,Yale,Ivy,28,17–11,105.5,104.3,.5348,52.3,49.7,19.3,17,31.2,28.5,33.9,26.3,51.8,49.6,35.5,33.2,69.2,-4.6
151,Wofford,SC,30,13–17,108.7,107.4,.5340,52.7,53.4,17.5,18,28.1,28.2,31.9,38.3,49.4,54.6,38.4,34.2,68,-9.6
152,Marshall,CUSA,34,19–15,110.1,108.8,.5321,53.6,51.5,15.9,16.8,24.4,32.8,37.1,31,51.8,51.3,37.4,34.6,79,-7.3
153,North Carolina Central,MEAC,30,22–8,101.8,100.8,.5300,51.8,45.1,17.9,19.6,32,31.4,34.8,27.6,53,45.9,33.3,29.1,67.9,-5
154,Washington,P12,31,9–22,106.9,105.9,.5265,50.6,52.8,18.8,16.4,34.9,31.4,30.8,34.7,49.4,49.6,35.4,39.9,72.7,-10.8
155,Missouri,SEC,32,8–24,100.2,99.4,.5240,45.2,49.6,16.9,19.2,28.2,30.2,38.7,42.6,45,48.3,30.4,34.4,69.7,-12.5
156,Buffalo,MAC,30,15–15,102.9,102.1,.5232,50.7,48.2,19.8,17.5,33.2,29.2,37.3,42.9,51.4,45.8,33,35.1,72.4,-8.1
157,Massachusetts,A10,33,15–18,99.4,98.7,.5190,49.7,46.9,20.3,19.6,28.1,30.2,34.6,44.5,53.3,44.5,29.7,34.5,73.6,-10
158,Northeastern,CAA,31,15–16,105.8,105.5,.5090,53.5,52.1,18.5,17,25.7,27,37.8,31,52.4,50.7,36.7,36.4,67.7,-8.7
159,Saint Joseph's,A10,31,11–20,102.3,102.0,.5069,46.6,51.2,17,18,29.8,26.6,40.1,32.5,45.7,50.3,32.4,34.9,70,-10.8
160,Texas St.,SB,31,18–13,101.7,101.6,.5044,50.9,48,17.9,20,28.3,30.7,36.4,35.3,49.8,47.7,35.3,32.4,63.3,-8.1
161,Penn,Ivy,28,13–15,101.6,101.6,.4997,51.6,48.8,18.9,20.1,27.6,29.4,26,33.6,52.2,45.3,33.9,36,68.1,-8.8
162,Rice,CUSA,31,20–11,106.5,106.6,.4974,53.9,50.1,19.3,17.4,29.1,25.9,42.2,36.7,50.7,49.5,39,34.4,73.7,-6.1
163,Lipscomb,ASun,30,17–13,106.1,106.5,.4909,55,52,20.1,20.3,28.3,30.9,41.2,44.2,55.7,50.9,36,36,75.7,-8
164,Georgia Southern,SB,30,16–14,105.7,106.2,.4871,52.2,51.3,17.1,18.8,25.7,33.1,40.3,35.6,49.4,51.2,37.1,34.3,69.9,-7.8
