,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
165,North Dakota,BSky,28,19–9,102.1,102.6,.4862,53.4,50.3,18.7,20,26.2,27.9,36.6,39.4,51.6,49.4,38.4,34.8,72.4,-5.2
166,Loyola Marymount,WCC,29,14–15,102.0,102.6,.4842,50.3,52.2,19,21.5,30,30,30.9,43.3,48.9,51.1,35.2,36.1,68.6,-7.1
167,Washington St.,P12,30,12–18,103.7,104.4,.4830,52,52.8,18.1,14.7,20,28.5,27.2,27.9,50.6,52.6,36.6,35.4,69,-7.8
168,Ball St.,MAC,32,20–12,103.7,104.4,.4815,53.7,48.4,20.1,17.4,28.2,28.7,35.9,36.8,51.8,45.5,37.6,35.7,72.1,-6.7
169,Western Michigan,MAC,31,15–16,105.5,106.2,.4810,50.9,54,17.6,18.3,31.1,26.5,35,34.2,48.2,53.9,38.3,36.1,69.3,-9.1
170,Wright St.,Horz,30,18–12,104.5,105.2,.4798,52,52,20.4,19.5,29.4,26.5,38,37.1,49.4,52,37.2,34.8,70.5,-6.7
171,South Dakota,Sum,31,20–11,101.7,102.4,.4791,49.7,50.3,16.2,18.4,27.4,27,42.7,32.2,49,47.2,34,37.3,72.2,-5.6
172,Northern Iowa,MVC,29,13–16,96.2,96.9,.4791,46.7,50.5,17.3,20.9,17.7,28.3,34.2,26,45.3,47.6,32.3,36.8,64.8,-6.7
173,Jacksonville St.,OVC,32,18–14,104.0,104.9,.4772,52.4,49.3,20.7,16.8,31.5,28,33.8,34.8,50.9,44.7,36.7,37.9,65.2,-7.9
174,DePaul,BE,32,9–23,102.6,103.4,.4766,48.1,53.8,20.4,20,29.9,30,35.6,40.2,47.7,53.6,32.6,36.1,69.1,-10.8
175,Siena,MAAC,34,17–17,104.7,105.6,.4761,49.9,50.3,19.7,17.2,35.5,29.3,40,35.5,50.2,50,32.7,33.9,70,-10
176,UAB,CUSA,32,16–16,103.2,104.1,.4756,51.3,49.8,20,17.3,30,28.1,37.7,29.4,51.3,48.8,34.1,34.2,67.8,-9.3
177,Weber St.,BSky,30,17–13,107.1,108.1,.4734,56.1,50.7,16.6,16.9,21.2,30.3,43.6,30.1,53.2,49.6,40.2,35.9,67.7,-8.6
178,LSU,SEC,31,10–21,107.9,109.0,.4725,50.2,54.6,19.8,16.9,31.2,31.3,31.5,36.9,50.2,52.9,33.6,38.2,73.4,-8.8
179,Eastern Washington,BSky,31,20–11,108.1,109.1,.4718,54.1,50.6,17.3,14.5,27.7,27.8,35.2,37.4,53.6,47.8,36.6,37.1,68,-5.7
180,East Carolina,Amer,33,15–18,95.5,96.6,.4662,45.8,44.7,20.8,17,30.7,31.1,37.4,27.2,44.5,42.6,32,32.5,68.3,-8.3
181,Utah Valley,WAC,28,12–16,99.5,100.7,.4641,50.8,48,20.5,17.6,23,25.5,38.7,35.4,53,46.7,32.1,33.9,74.7,-9.8
182,Southern Illinois,MVC,32,16–16,102.6,104.0,.4623,47.7,52.2,17.6,20.3,29.5,31.4,35.4,33.6,47.9,48.2,31.6,39.4,66.8,-7.1
183,North Dakota St.,Sum,28,17–11,102.5,103.9,.4600,52.2,50.4,16.9,17.2,25,28,39.7,31.3,50.8,46.7,36.3,37.8,68.2,-5.9
184,Nebraska Omaha,Sum,31,17–14,106.6,108.2,.4577,52.3,54,18.3,19.3,28.9,31.3,40.6,33.7,49,53,38.4,37,75.1,-7.1
185,New Hampshire,AE,29,17–12,100.7,102.4,.4520,50.2,49.9,18.3,14.6,27.2,21.7,34.1,29.3,49.5,50.1,34.2,32.9,66.9,-6.2
186,Montana,BSky,32,16–16,104.9,106.7,.4518,51.2,52,15.6,18.2,28,26.8,33,44.4,49.9,52.1,35.7,34.5,68.2,-10.6
187,Boston University,Pat,31,17–14,101.4,103.1,.4514,51.2,50.5,20.2,20.7,28.1,28.5,33.4,37.2,50,47.5,35.3,36.5,71.1,-8.8
188,Gardner Webb,BSth,30,16–14,101.1,102.9,.4497,52.1,49,20.4,20.4,30.8,28.6,44.7,40.8,50.3,46.8,37.6,35.5,72.3,-8.2
189,Fordham,A10,31,12–19,96.8,98.6,.4468,48.4,53,19.7,25.6,23.4,31,26.7,43.5,47.4,52.3,33.2,36.1,65.8,-11.7
190,New Orleans,Slnd,28,17–11,99.1,101.0,.4454,50.1,49.9,23.8,22.3,36.2,32.7,43.5,34.9,51.2,51.7,31.1,31.2,67.8,-6.2
191,Green Bay,Horz,29,16–13,100.5,102.5,.4445,48.3,50.5,17.9,18.4,30.5,28.7,37.6,32.3,48.3,48.8,32.1,35.6,75.4,-7.5
192,Canisius,MAAC,33,18–15,107.7,109.8,.4436,53,54.3,18.3,20.9,30.4,32.4,31.8,33.9,50.9,55.6,37.4,34.6,70.9,-8.9
193,Indiana St.,MVC,30,10–20,98.7,100.9,.4370,47.8,47.9,17.8,17.8,22.4,29.3,30.8,42.8,45.8,44.2,33.9,37.3,71.1,-11.6
194,Hofstra,CAA,31,14–17,109.7,112.3,.4340,51.7,53.1,15.2,15.4,31.1,29.6,37.7,29.3,49.6,52,36.4,36.9,69.1,-10.9
195,UMBC,AE,28,16–12,107.4,110.0,.4313,53.5,51.8,15.7,18.1,24.9,28.9,35.1,37.5,50.7,51.8,38.7,34.6,71.8,-7.3
196,Morehead St.,OVC,28,12–16,105.9,108.7,.4273,51,55.1,18.5,19.4,35.2,28.1,28.8,42.1,48,51.8,38.7,40.2,69.8,-10.2
197,Northern Illinois,MAC,29,12–17,98.3,100.9,.4244,46.4,50.8,19.5,20.5,33.5,28.1,40.3,39.8,46.6,49.8,30.6,34.9,68.1,-11.9
198,South Dakota St.,Sum,32,16–16,108.6,111.7,.4208,53.8,54,18.3,16.3,27.4,28.8,40.6,27.1,53.4,52.4,36.1,37.3,68.6,-9.7
199,Denver,Sum,30,16–14,105.7,108.8,.4177,54.8,51.4,19.4,15.5,28.8,24.7,34.6,39.1,52.1,50,40.2,35.8,68.1,-9.3
200,UC Davis,BW,32,20–12,97.9,101.0,.4118,48.7,48.4,20.2,20,29.6,28.3,41.1,33.6,46.9,48.1,35.1,32.7,70.2,-7.4
201,Mount St. Mary's,NEC,34,19–15,98.2,101.6,.4056,50.9,49.6,19.2,21.7,23,34.5,32.8,33.3,49.5,48.8,35.7,34.4,68.4,-7.8
202,Air Force,MWC,31,10–21,104.1,107.7,.4038,49.8,54.6,17.9,17.5,26.5,24.6,37.4,32.6,47,54.4,36.2,36.6,68.4,-13.9
203,Eastern Illinois,OVC,27,12–15,99.7,103.2,.4005,47.8,49.7,17.5,21,29.5,32.4,26.9,39.3,43.5,47.6,36.6,35.9,70.1,-11.3
204,Murray St.,OVC,31,14–17,105.7,109.5,.4004,50.8,52.1,16.9,17.9,31.8,29.6,34.9,38.5,48.5,51,36.1,35.9,70.1,-11.9
205,Texas A&M Corpus Chris,Slnd,28,17–11,101.7,105.4,.3985,51.2,51.2,19.1,22.6,29.7,33.3,38.1,41.7,52.1,51,32.7,34.3,69.2,-6.4
206,IUPUI,Sum,30,12–18,105.6,109.4,.3983,51.6,54.4,16.8,19,29.6,29.4,33.2,43.3,48.5,54.1,37.8,36.6,70.9,-11.1
207,Fairfield,MAAC,30,16–14,98.4,102.0,.3970,51.1,49.1,18.6,17.5,24.2,28.3,28,32.1,51.7,49.1,33.5,32.7,70.6,-8.9
208,Long Beach St.,BW,32,13–19,104.3,108.1,.3970,48.7,53.1,19.9,18.6,31.6,33,36.2,37.7,47,51.3,35.1,37.9,71.1,-10.4
209,Navy,Pat,31,15–16,98.7,102.4,.3952,47.8,53,21.9,23.8,36.9,26.2,35.9,38.9,49,52.5,30.6,35.8,65.5,-11.1
210,UTEP,CUSA,31,14–17,98.5,102.4,.3913,51.8,49.5,19,17.5,22.2,25,36.3,39.1,51.9,48.5,34.3,34,67.6,-11.4
211,Coastal Carolina,SB,31,14–17,100.9,104.9,.3900,48.8,50.1,18.3,16,30.1,27.4,28.7,34,47.8,50,33.4,33.5,69.4,-10.2
212,San Jose St.,MWC,28,12–16,99.4,103.5,.3867,48.6,51.8,18.2,18.9,24.9,26.1,36.1,40.3,47.7,52,33.7,34.3,72.2,-8.8
213,Tulane,Amer,31,6–25,102.8,107.1,.3845,46.4,53.7,18.8,19.7,29.3,32.5,34.3,40.8,45.2,51.9,32.4,38.1,72.1,-15.4
214,Duquesne,A10,32,10–22,101.1,105.6,.3777,48.9,49.9,20,17.6,29,30.2,37.1,33.3,48.3,47.9,33.4,35.9,71.7,-14.7
215,Rider,MAAC,33,18–15,99.4,103.9,.3770,49,49,19.6,18.1,33,27.1,37,35.9,48.7,48,33.2,33.7,73.5,-9.9
216,Tennessee Martin,OVC,31,19–12,105.6,110.3,.3768,52.6,52.4,21.7,19.2,38.2,32.8,33.8,31.7,53.5,52.7,34.1,34.8,69.2,-6.5
217,Holy Cross,Pat,32,15–17,97.9,102.5,.3704,50.4,53.3,17.8,25.7,19.4,32.4,34.4,30.4,49.3,54.9,34.5,34.3,61.7,-10.7
218,UMKC,WAC,30,14–16,102.1,107.0,.3675,50.6,52.5,19.7,20.1,26.9,32.6,38.4,42.3,47.6,53.1,36.7,34.3,72.2,-9.1
219,Texas Southern,SWAC,34,23–11,101.7,106.6,.3668,48.2,48.9,16.6,19.3,32.3,34.4,44.9,32.2,50.1,49,29.7,32.4,69.9,-4.3
220,Stony Brook,AE,31,18–13,100.9,105.8,.3661,47.5,50.7,15.4,19.5,28.9,28.7,33.7,40.1,45.8,47.3,33.3,37.8,67.2,-8.2
221,Lamar,Slnd,29,15–14,102.6,107.8,.3625,51.1,51.7,19.6,21,31.8,29.6,39.8,41.8,49.7,53,35.6,32.7,69.1,-10.6
222,Liberty,BSth,29,16–13,97.9,102.9,.3596,51.8,51.9,16.1,21.8,15.3,24.8,34.6,41.9,49.8,51.8,35.9,34.7,64.4,-8.1
223,Western Kentucky,CUSA,32,15–17,101.9,107.2,.3584,50.1,52.3,18,15.8,27.3,26.7,37.2,24.7,48.5,50.4,35.4,36.8,67.5,-10.9
224,James Madison,CAA,32,9–23,97.9,103.0,.3579,50.2,51.1,21.4,17.6,29.1,25.5,36.1,38.5,50.3,50.6,33.3,34.6,65.4,-16.9
225,Columbia,Ivy,26,10–16,100.7,106.1,.3558,49.7,52,18.4,20.2,27.9,31.8,29.1,34.8,47.1,50.4,36.1,36.1,70.4,-11
226,Houston Christian,Slnd,26,13–13,103.2,108.8,.3532,49.4,52.7,19.6,18.6,35.4,28.6,38.1,38.4,48.7,52.4,34.1,35.5,71.5,-7.6
227,Idaho,BSky,29,16–13,100.1,105.6,.3512,49.8,49.2,18.7,17.3,30,25.6,40.7,44,47.1,46.2,36.3,35.3,67.8,-9.1
228,Charlotte,CUSA,29,12–17,102.1,107.7,.3494,50.5,52.3,16.1,18.3,20.3,31,34,35.6,47.5,51.7,37.5,35.8,74.1,-10.5
229,UNLV,MWC,32,11–21,97.9,103.8,.3384,45.1,51.6,18,16.5,28.9,27.5,37.5,28.6,43.5,48.9,32,37.8,70.1,-12.5
230,Montana St.,BSky,30,14–16,102.2,108.4,.3364,51.2,52.3,16.6,18.4,27.2,27.7,36.3,50.6,47.7,50.1,37.2,37.2,70.9,-12.1
231,Bowling Green,MAC,31,12–19,99.6,105.7,.3362,48,53.1,17.3,20,28.5,28.2,35.8,34.2,46.5,53.3,34.1,35.2,71.5,-12.7
232,Oral Roberts,Sum,28,6–22,103.1,109.4,.3350,49.6,54.7,16.7,16.1,25,29.4,30.6,32,47.9,51.8,35.4,39.6,70.7,-14.9
233,Sam Houston St.,Slnd,30,17–13,96.6,102.5,.3347,47.1,50,19.3,22.2,31.6,27.4,36.3,48.2,47.7,48.8,30.6,34.7,71.6,-8.4
234,Illinois Chicago,Horz,31,13–18,100.4,106.7,.3329,50,48.5,21.9,16.7,32.4,30.7,38.9,32.6,47.1,45.8,37.1,36.9,73,-13.1
235,Drake,MVC,29,6–23,103.1,109.6,.3307,48.1,53.1,17.6,17.6,26.8,31.5,29.1,30.7,45.3,52,34.6,36.8,71.1,-15.7
236,Central Michigan,MAC,30,14–16,110.3,117.3,.3298,51.7,53.5,14.7,15.2,26.7,34,34.6,32.6,48.5,53.9,36.4,35.1,76.3,-10.6
237,Portland St.,BSky,28,12–16,103.6,110.5,.3226,52.5,56,16.1,22.2,25.7,31.3,38.1,36.8,53.9,56.2,33.4,37.2,73.6,-11.9
238,Southeastern Louisiana,Slnd,30,14–16,96.7,103.2,.3211,50.2,49,22.8,21.6,35,30.8,37,39.6,48.3,47.6,36.1,34.5,68.8,-11.7
239,Bradley,MVC,32,12–20,96.2,102.7,.3197,48.5,48.9,21.9,18.4,26.3,29.4,42.1,40.9,46.1,46.8,35.3,34.7,69,-11
240,South Alabama,SB,30,12–18,97.8,104.5,.3175,48.4,52.2,18.4,22.4,27.2,31.7,38.3,40.4,49,51,31.7,36.2,71,-12.7
241,Pacific,WCC,32,10–22,98.6,105.4,.3158,44.6,52.5,17,16.5,29.3,24.1,34.6,40.9,42.9,51.8,32.5,35.7,67.7,-12.5
242,Drexel,CAA,31,8–23,102.0,109.1,.3155,49.9,53.1,18.5,17.4,30.4,30.5,31.6,39.9,48.5,52.6,34.9,36,71.9,-17.1
243,Little Rock,SB,30,13–17,97.5,104.3,.3148,49.1,51.8,19.5,19.9,28.4,27.6,32.3,40.3,48.2,50.2,33.8,36.2,64.7,-11.9
244,Army,Pat,31,12–19,97.8,104.6,.3142,51.5,50.3,20.6,17.3,26.4,24,28,33.7,50.7,50.1,35.1,33.8,72.7,-13.5
245,St. Francis PA,NEC,31,15–16,101.7,108.8,.3141,52.3,50.3,21.1,18.8,30.7,32.7,30.7,24.1,50.1,47,37.7,37,71.4,-11.7
246,Stephen F. Austin,Slnd,29,15–14,95.4,102.1,.3129,49.5,52.2,24.6,23,34.6,27.8,41.4,45.1,50.6,52.4,31.5,34.6,67.8,-9.3
247,Southeast Missouri St.,OVC,31,13–18,101.8,109.1,.3116,51.4,55.3,17.6,21.9,24.7,30.1,35.1,39,49,55.3,36.8,36.9,69.8,-12.8
248,Cal St. Fullerton,BW,29,15–14,97.2,104.2,.3093,49.3,49.9,21,19.8,30.2,27.5,40.7,42,50.5,48.8,31.2,34.7,69.9,-10.9
249,Wagner,NEC,29,15–14,99.9,107.2,.3070,47.6,47.6,21.4,18.5,40.1,30.9,34.7,38.9,47.1,46,32.5,33.5,64.4,-10.6
250,Hawaii,BW,29,13–16,96.5,103.7,.3035,48.5,50.8,20.3,20.3,28,28.9,36.9,38.3,48.6,50.9,32.1,33.8,68.6,-11.5
251,LIU Brooklyn,NEC,31,19–12,99.3,106.8,.3031,48.5,49.5,20.9,19.5,36.4,28.9,38.8,37.1,47,47.6,34.8,35.4,68.3,-8.6
252,Cleveland St.,Horz,30,8–22,95.2,102.4,.3023,46.3,52.1,18.8,22.3,28.9,32.7,29.6,41.8,46.5,51.7,30.7,35.3,67.2,-15.5
253,Northern Colorado,BSky,27,9–18,97.2,104.6,.3010,51,52.2,20.3,18.2,27.4,25.4,34.4,34.5,50.6,52,34.3,35,70.1,-12.6
254,Louisiana Monroe,SB,31,7–24,97.6,105.4,.2939,47.7,50.5,19.4,16.5,29.5,29.4,26,34,47,49,32.5,35.5,66.4,-17.8
255,USC Upstate,ASun,28,13–15,103.1,111.3,.2930,52.8,50.6,17.7,14.3,30.6,30.1,32.3,30.4,52.8,51.1,35.2,33.1,69.4,-10.3
256,Seattle,WAC,27,10–17,95.7,103.3,.2918,50.5,47.6,20.6,19,20.6,31.1,36.2,35.1,50.3,47.6,33.9,31.7,69.1,-11.6
257,Appalachian St.,SB,28,7–21,99.8,107.8,.2918,47.4,52.8,19.4,16.9,28.9,27.2,37.1,44.8,46.3,50.5,32.7,39,71.7,-14.6
258,San Diego,WCC,30,12–18,99.1,107.2,.2895,48.2,52.2,18.7,15.1,23.6,25.5,35.5,36.5,45,50.9,34.7,36.3,64.7,-9.9
259,Robert Morris,NEC,33,14–19,91.1,98.6,.2881,45.1,48.4,21.5,23.7,29.3,31.3,41.3,42.5,43.8,50,31.9,29.8,70.2,-13.3
260,UTSA,CUSA,31,12–19,94.1,101.8,.2867,42.6,49.7,18.1,17.6,32.4,24.2,36.2,37.9,43.7,48.4,26.7,34.8,69.6,-13.2
261,Loyola MD,Pat,30,14–16,97.4,105.5,.2849,46.7,53,22,21.4,33.5,28.3,40.6,36.5,45.3,54,33.3,33.9,66.8,-10.6
262,Kennesaw St.,ASun,30,12–18,101.3,109.8,.2842,51.3,53.8,18.9,17.5,31.1,28.5,30.6,36.2,47.7,52.8,41.2,37.3,70.6,-12.9
263,Fairleigh Dickinson,NEC,29,10–19,102.5,111.1,.2840,49.5,51.8,18.9,19.4,27.4,34.2,36.1,44,49.8,51.9,32.7,34.4,70.7,-13.7
264,Cornell,Ivy,28,7–21,98.7,107.1,.2804,52.1,51.9,20.1,15.5,22,27.2,29.5,31.8,53.6,51.1,33.3,35.6,71.4,-14.4
265,Eastern Kentucky,OVC,29,10–19,98.2,106.7,.2787,49.4,51.4,19.8,19.2,25.2,32.9,37.4,40.5,50.1,49.8,32.3,36.2,69.1,-13.2
266,Portland,WCC,31,9–22,98.1,106.6,.2770,47.1,51.3,19.2,16.8,24.4,32.7,37.6,30.5,43.2,49.2,37,36.3,67.1,-13.2
267,North Florida,ASun,30,11–19,100.3,109.0,.2765,51.3,52.7,22.2,16.7,33.3,31.8,34.9,35,50.7,51.6,34.7,36.6,71.1,-12
268,Saint Louis,A10,33,12–21,95.0,103.5,.2701,47,50.6,20.3,16.9,24.2,27.3,34.4,38.5,44.3,48.9,34.2,35.6,65.2,-12.7
269,Oregon St.,P12,31,4–27,95.6,104.4,.2677,48.2,51.3,23,17.5,26.9,32.3,34.3,39.6,46.3,50,34.6,35.7,66.3,-16.6
270,Niagara,MAAC,33,10–23,100.2,109.5,.2663,47.6,50.5,17.9,16,30.5,30.7,33.6,30.8,44,48.1,36.6,36.6,70.3,-17.7
271,Milwaukee,Horz,34,10–24,98.9,108.1,.2627,50.8,53.9,18.1,17.5,24.5,26.8,27.4,32.3,49.8,54.2,34.9,35.7,63.8,-17.6
272,South Florida,Amer,30,7–23,96.4,105.5,.2614,47.7,51,23.5,19.1,30.6,34,30.7,40.1,45.9,45.1,34.6,39.6,70.2,-14.6
273,FIU,CUSA,29,5–24,101.8,111.5,.2596,49.7,53.2,19.2,16.8,29.8,28,28.5,36.7,50.2,52.6,32.4,36.3,66.2,-18.7
274,Florida Atlantic,CUSA,28,8–20,97.6,107.0,.2577,46,51,16.6,17.7,26.9,31.2,30.4,35.9,45.5,49.2,31.4,37,70.4,-14.4
275,Cal Poly,BW,29,9–20,101.2,111.0,.2575,47.3,52.6,16.1,17.7,25.6,30.3,29.4,41.1,45.1,50,33.5,39.8,66.4,-14.7
276,Brown,Ivy,28,11–17,103.0,113.1,.2548,50.7,57.7,19.6,21.2,27.1,29.7,44.5,39.1,49,58.6,35.6,37.4,72.8,-11.5
277,Abilene Christian,Slnd,25,9–16,97.1,106.7,.2521,52.5,52.8,21,21.4,23,31.7,34.7,44.3,50.7,52.1,37.1,36.1,67.1,-12.3
278,High Point,BSth,28,12–16,97.7,107.5,.2506,48.3,52.6,19.2,19.6,28.1,28,36.4,33.5,44.8,51,37.5,36.7,67.2,-11.3
279,Cal St. Northridge,BW,28,10–18,103.5,113.9,.2495,49.7,51.9,17.9,17.8,27.7,31.8,45,41.7,49.4,49.6,33.7,38.4,74.2,-13
280,Tennessee Tech,OVC,30,10–20,97.5,107.3,.2481,48.1,51.5,19.2,20.4,29,30.1,38.5,39.7,47.7,51.1,32.5,34.7,69.7,-14.5
281,NJIT,ASun,29,9–20,98.0,108.1,.2436,48.7,55.2,19.7,18.4,30.5,25.2,33.3,36.3,47.7,53.7,33.4,38.4,69.5,-14.4
282,Delaware,CAA,31,11–20,96.7,106.7,.2433,46.8,53.2,17.9,15.2,27.1,27.5,32.2,40,47.8,51.6,30,37,66.4,-13.5
283,Jacksonville,ASun,28,13–15,100.8,111.4,.2410,54,56.5,18.6,20.9,26.4,29,35.3,37.7,50.3,56.7,39.2,37.5,69.2,-11.7
284,Bryant,NEC,31,11–20,100.8,111.6,.2366,49.7,51.5,18.8,17.6,29.2,30.6,32.8,37.4,49.2,52.1,33.7,33.6,70.6,-14.6
285,Quinnipiac,MAAC,31,10–21,101.0,111.9,.2354,47.9,52.6,19.2,16.8,34.1,30.2,33,38.2,47.4,50.5,32.6,38,74.3,-15.4
286,The Citadel,SC,30,9–21,104.4,115.7,.2335,49.3,57.9,17.2,19.7,28,35.4,32.8,40.9,47.8,57.7,33.9,38.9,81.8,-14.4
287,Miami OH,MAC,30,9–21,95.2,105.7,.2319,48.6,51.4,20.1,20.7,24.9,31.8,37,40,49.8,50.8,30.9,34.8,70,-15.4
288,Detroit,Horz,30,7–23,102.2,113.4,.2313,50.9,56.9,19.5,19.4,26.9,31.4,38.1,48.4,48.4,57.3,37,37.6,73.8,-17
289,Colgate,Pat,31,9–22,97.0,107.8,.2305,51.4,52.5,22,17.3,24.8,25.3,33.4,38.6,49.4,50,36.1,37.6,66.6,-16.2
290,Manhattan,MAAC,32,10–22,96.0,106.8,.2277,47.4,51.6,22.6,20,30.8,30.1,41,53.4,46.3,48.1,32.9,39.2,70.7,-15.6
291,UT Rio Grande Valley,WAC,29,7–22,100.2,111.5,.2264,48.3,54.3,20.2,20.2,29.5,31.8,32.5,52.3,48,53.6,32.5,37,75.5,-16.3
292,Campbell,BSth,31,14–17,98.7,109.8,.2260,50.8,51.1,19,17.6,23.9,28.5,37.9,39.3,49.6,50.1,35.1,35.3,67,-12.8
293,UMass Lowell,AE,30,10–20,102.8,114.6,.2226,54.7,53.4,20.8,17.8,27.1,30.7,31.5,38.1,53.1,52.3,38.4,37,73.6,-15.5
294,Western Illinois,Sum,26,6–20,96.8,107.9,.2224,50.4,51.2,18.4,13.8,18.9,25.4,29,40.7,45.1,46.2,38.7,41.5,70,-15.2
295,Pepperdine,WCC,30,8–22,101.1,112.7,.2223,49.4,56.8,18,15.7,26.1,29.2,29.5,28.9,46.9,53.1,37.5,42,70.2,-13.9
296,Nicholls St.,Slnd,27,10–17,100.5,112.0,.2223,49.5,55.6,20.4,20.4,26.8,37.6,35.8,33.5,49,51.7,33.5,41.7,71,-11.8
297,Sacred Heart,NEC,32,13–19,97.1,108.5,.2186,49.5,52.8,22,19.5,30.9,27.1,35,33.3,49.2,50.5,33.5,37.9,72.7,-15
298,Marist,MAAC,32,8–24,100.8,112.6,.2179,49.9,52.6,18.4,15.7,21.6,32.9,37.9,37,49.9,50.5,33.3,37.7,68.6,-17.6
299,Austin Peay,OVC,28,9–19,104.4,116.9,.2151,52.4,56.4,17.3,17.6,24.2,35.8,41,29.5,52.2,56.9,35.2,37,71.3,-13.7
300,Sacramento St.,BSky,29,11–18,99.7,111.6,.2150,49.8,52.3,16.8,15.8,27.4,29.3,37.3,33.1,51.1,49.5,31,38.5,67,-13.6
301,UC Riverside,BW,27,6–21,93.0,104.1,.2148,45.7,49.8,19.9,19.1,26,29.9,30,34.1,44.9,47.9,31.6,35.1,69,-16.2
302,Youngstown St.,Horz,32,11–21,100.5,112.6,.2141,49.1,53,16,16.4,26.3,31.4,25.9,29.1,49,53.5,32.8,34.6,73.1,-15.2
303,Norfolk St.,MEAC,31,15–16,93.7,105.1,.2112,47.2,47.5,20.3,16.7,29.7,29.4,37.7,38.6,46.2,45,32.8,34.4,69.8,-10.8
304,Northwestern St.,Slnd,25,9–16,99.8,111.9,.2110,50.1,53.9,20.8,19.2,29.6,32.4,41,39.4,47.9,52.5,36.3,37.8,72.4,-11.9
305,Dartmouth,Ivy,27,7–20,98.4,111.0,.2000,49.9,53.3,21.7,15.8,27.7,27,33.8,30.7,48.1,53.7,35.2,35.1,68.7,-14.5
306,Radford,BSth,30,12–18,95.3,107.6,.1996,47.5,51.2,22.4,15.1,33.8,26.9,29.5,30,44.6,49.9,34.6,35.9,65.6,-11.7
307,Incarnate Word,Slnd,25,8–17,100.6,113.8,.1958,51.4,51.5,18.6,16.6,22.2,32.4,43.6,38.9,48.2,51.8,37.8,33.7,73.1,-13.1
308,Charleston Southern,BSth,28,9–19,102.3,115.8,.1945,48.7,54.3,16.2,16.8,27.4,27.4,35,41.6,48,53.2,33.3,37.3,69.9,-13.7
309,Central Arkansas,Slnd,32,8–24,102.5,116.2,.1912,49.8,55.1,19.1,15.7,28.8,31.7,35.9,32,46.7,52.2,37.5,39.2,72.5,-17.3
310,Alcorn St.,SWAC,29,15–14,93.9,106.6,.1884,47.9,47.3,20.4,18.6,31.9,31.2,32.8,39.8,47.9,48.3,32,30.2,69,-9.5
311,American,Pat,30,8–22,94.4,107.2,.1873,50.3,52.5,20.2,20.2,21.7,28,30.7,41.4,51.7,51.4,31.8,36.6,66,-16.4
312,Prairie View A&M,SWAC,31,11–20,96.7,110.3,.1804,48.6,52.9,18.8,21.7,24.7,35,35.4,49.5,46.4,52.2,34.9,36.2,69.7,-13.8
313,North Texas,CUSA,28,6–22,95.8,109.4,.1795,47.4,50.4,18.4,17.8,26.5,31.2,34.9,35,47.3,49.6,31.7,34.6,71.2,-17.4
314,Binghamton,AE,29,9–20,95.4,109.3,.1734,48.8,52.2,18.6,17.1,23.5,28.2,30.8,32.2,47.1,51.3,34.4,35.7,67.2,-15.2
315,UC Santa Barbara,BW,27,5–22,93.0,106.8,.1694,42.1,52.5,18.3,17.6,30.8,29.6,28.8,32.3,41.7,53.2,28.5,34.4,66.1,-16
316,Morgan St.,MEAC,29,13–16,91.4,105.0,.1684,42.5,48.9,19.8,20.1,34.8,31.2,37.8,41.5,42,51.7,29.2,28.9,69.2,-13.1
317,SIU Edwardsville,OVC,28,5–23,94.5,108.6,.1681,45,52.7,20.3,18.3,31.6,28.5,45.7,44.9,45.5,54,29.2,33.2,70.9,-17.9
318,McNeese St.,Slnd,26,5–21,94.9,109.1,.1670,47.5,50.6,19.8,17.9,25.4,36.2,34.4,39.1,46.2,49.7,33.4,35.1,71.6,-15.9
319,Savannah St.,MEAC,27,11–16,99.7,114.7,.1660,49.5,52.9,17.8,19.3,27.6,35.8,32.3,31.7,52,55.9,31.8,32.6,83.4,-10.9
320,Stetson,ASun,29,8–21,99.1,114.3,.1612,49.9,52.9,14.9,15.1,21.1,33,32.6,32.2,49.9,52.6,33.4,35.6,73.9,-16.2
321,Maryland Eastern Shore,MEAC,32,12–20,96.8,112.0,.1568,48.4,52.8,18,19.3,27.1,33.7,32.5,40.9,46.5,52.2,34.4,35.9,69.9,-13.6
322,Hampton,MEAC,28,12–16,92.2,106.8,.1565,46.3,49.1,19.8,19.9,31.3,29.4,34.4,43.7,45,46.8,32.5,35.6,69.2,-12.4
323,VMI,SC,28,4–24,97.2,112.9,.1510,48.1,56.7,18.9,17.9,26.6,32.3,29.5,39.7,48.2,54.2,32,40.7,70.2,-17.2
324,Western Carolina,SC,30,7–23,89.1,103.7,.1488,43.1,52.9,23.2,19.1,31.5,29,27.7,46.6,41.9,52.1,30.4,36,68.5,-15.1
325,Idaho St.,BSky,30,4–26,97.6,113.6,.1485,50.2,56.5,19.3,18.2,22,32.4,38.1,34.2,48.2,54.3,35.6,39.9,70.3,-19.9
326,Northern Arizona,BSky,31,8–23,94.2,109.7,.1483,46.7,52.9,20.4,16.7,31.3,26.9,33.2,32.8,46.1,54.2,31.7,33.9,70.9,-19
327,Southern,SWAC,30,13–17,97.2,114.3,.1348,47.8,48.4,19.8,17.2,34.2,33.7,42.8,37.8,47.6,48.3,32.1,32.4,69.8,-13.4
