,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
13,Baylor,B12,32,22-10,123.0,100.8,.9078,53.1,51.4,18.1,19.9,34.7,31.1,37.2,31.4,50.8,53.3,37.2,32.2,67,5.5
14,Creighton,BE,33,21-12,114.6,94.0,.9067,54.3,47.3,16.6,14.3,25.5,23.3,28.1,19.8,54.5,45.6,36,34.1,67.9,1.9
15,Memphis,Amer,34,26-8,115.8,95.1,.9052,53.2,46.8,18.4,20.9,31,32.3,35.9,34.9,53.1,47.2,35.6,30.8,71.5,5.2
16,Texas A&M,SEC,34,25-9,115.0,95.1,.8991,49,47.9,18.3,21,36.6,30.4,45.9,35.1,49,47.4,32.8,32.3,66.2,4
17,Arkansas,SEC,33,20-13,112.4,93.3,.8942,52,46.5,18.3,20.4,30.5,28.2,38.8,38.9,53.8,46.9,31.7,30.6,69.6,0.7
18,West Virginia,B12,33,19-14,117.4,97.6,.8933,51.7,50.7,18.5,20.9,33.7,29.3,39.7,38.5,51.3,50.5,34.8,34.1,68.7,1.7
19,Duke,ACC,34,26-8,112.8,94.3,.8876,51.1,46.3,18.2,16.6,36.2,25.9,30.8,24.1,51.4,46.7,33.6,30.4,65.2,4.2
20,Iowa St.,B12,32,19-13,109.6,91.6,.8873,50.7,50.1,19.8,25.1,33.9,26.6,27.8,40,50.7,49.6,33.9,33.8,64.2,2.5
21,Xavier,BE,34,25-9,119.1,99.7,.8858,55.6,50.4,17.5,16.5,31.8,25.4,30.8,27.1,54,48.7,39.5,35.9,70.4,5
22,Auburn,SEC,32,20-12,113.0,94.8,.8832,49.6,45.6,18.1,19.3,33.3,32,35.5,39.1,51,46.9,31.4,28.8,67.6,1.4
23,Kansas St.,B12,32,23-9,111.4,93.7,.8790,51.5,47.5,20,20.7,31.1,29.2,37,36.7,51.8,48.8,34,30.1,70,4.5
24,Utah St.,MWC,33,26-8,116.7,98.6,.8743,55.6,47.8,17.4,15.8,27.4,24.8,35.5,30.2,54.1,45.9,38.5,34.3,68.8,3.4
25,TCU,B12,33,21-12,112.1,94.7,.8743,50.2,47.8,17.1,21.9,32.4,30.7,33.9,29.7,51.9,49.1,30.6,30.4,69.8,2.5
26,Kentucky,SEC,32,21-11,116.9,99.3,.8671,51.2,48.8,17.3,16.8,38.7,25.5,32.5,29.9,50.4,48.3,35.4,33.1,66,1.9
27,Maryland,B10,33,21-12,113.3,96.4,.8659,51.1,47.9,16.2,18.4,30.2,27.2,33.8,27.8,52,47.7,33,32.1,64.7,0.8
28,Michigan St.,B10,31,19-12,113.0,96.4,.8619,51.6,48.1,16.4,14.7,27.4,25.2,25.8,28.6,47.7,48.6,39.5,31.5,64.9,2.4
29,Florida Atlantic,CUSA,32,31-3,112.9,96.4,.8601,55,45.9,16.7,18.3,30.4,24.5,29.5,26.7,54.3,44.8,37.2,32,68.2,4.3
30,Indiana,B10,33,22-11,113.6,97.3,.8560,53.8,47.3,16.9,16.3,28,27.9,30.1,30.6,53.2,45.7,37,33.2,68.1,3.4
31,Virginia,ACC,32,25-7,110.4,94.6,.8551,51.3,48.3,13.7,19.7,25.5,25,34.5,26.1,50.4,46.5,35.3,34,61.4,3.9
32,Northwestern,B10,32,21-11,108.5,93.3,.8508,47.2,48.4,14.8,21.7,28.3,27.3,29.7,31.6,46.5,46.6,32.1,33.9,65,1.5
33,Boise St.,MWC,32,24-9,110.0,94.6,.8506,51.9,47.3,16.7,17.7,26.4,23.8,30.7,27.4,50.7,47.8,36,31,66.5,2.5
34,Oregon,P12,34,20-14,114.6,98.8,.8455,51.1,47.8,18.2,16.4,33.3,26.4,31.7,24.1,52.8,45.5,32.3,34.4,66.2,-0.2
35,Oklahoma St.,B12,34,19-15,107.3,92.7,.8446,48.9,45.7,20.5,18.9,32.4,28.2,32.5,31.2,50.6,44.6,30.9,31.7,67.6,0.4
36,Rutgers,B10,34,19-15,105.7,91.6,.8386,47.9,46.6,17.1,21.7,32.1,27.9,28.2,27.4,47.9,47,32.1,30.7,65.9,-1.2
37,Iowa,B10,32,19-13,120.6,104.5,.8383,51.9,53.3,14.1,18.5,32.2,27.6,32.6,23.4,52.1,52.6,34.3,36.6,69.6,0.2
38,USC,P12,32,22-10,112.6,97.7,.8368,51.3,45.2,18.1,18.1,29,33,33.8,29.8,51.1,42.4,34.5,33.4,68.1,2.2
39,Miami FL,ACC,32,25-7,118.3,102.7,.8366,55,51.3,16.4,18.1,32,29,30,24.1,54.9,51.8,36.8,33.6,68.8,3.4
40,Cincinnati,Amer,33,22-12,112.6,97.8,.8350,51.7,47.7,15.1,16.9,30.4,27.3,25.9,28.7,50.7,48.2,35.4,31.1,68.6,-1.3
41,Penn St.,B10,35,22-13,116.9,101.7,.8320,55.5,49.2,13.7,13.1,18.8,25.1,21.4,25.9,53.5,48.8,38.5,33.3,64.6,1.4
42,North Carolina,ACC,33,20-13,111.2,96.8,.8314,49.2,48.7,15.2,14.9,30.4,23.3,37,26.3,50.8,48.4,31.1,33,68.9,-0.9
43,Liberty,ASun,32,27-8,111.1,97.0,.8269,55.5,49.1,16.1,19.2,25.6,20.2,26.1,27.2,56.1,47.8,36.6,34.3,64.4,-1.8
44,Michigan,B10,33,18-15,112.3,98.0,.8264,51.7,47.9,15,14.5,25.5,26.1,30.7,25.9,51,47.9,35.2,31.9,67.6,-1.9
45,Illinois,B10,32,20-12,110.1,96.2,.8258,51.6,46.9,18.2,18.6,32.3,26.8,33.8,29.6,55.3,45.3,30.9,33.6,69.7,0.7
46,North Texas,CUSA,32,27-7,108.9,95.4,.8212,51.1,45,19.9,20.2,33.8,27.9,32.6,41.1,49.5,44.5,35.5,30.6,58.6,0.8
47,Drake,MVC,33,27-7,110.5,96.8,.8211,53.1,47.3,15.5,17.7,24.3,22.4,28.8,26.7,51.9,47.5,36.7,31.2,66.4,-0.4
48,Ohio St.,B10,35,16-19,115.5,101.3,.8192,52,48.9,16.1,15.9,31.5,28.6,26.6,28.1,50.6,49.3,36.8,32.1,66.1,-3.1
49,UAB,CUSA,34,26-9,112.1,98.4,.8186,50.9,47.7,17.6,19.8,36.1,28.8,36.3,30.2,49.2,47,36.3,32.6,71.1,-0.9
50,North Carolina St.,ACC,33,23-10,114.0,100.1,.8170,51.8,49.8,13.6,19.1,30.7,26.6,25.3,34,51.5,50.6,34.9,32.2,69.4,0.8
51,Oklahoma,B12,32,15-17,110.0,96.7,.8152,52.4,48,20,15.5,23.7,27.2,30.1,30.1,52.2,48.5,35.1,31.2,65.1,-1.4
52,Arizona St.,P12,35,23-12,108.4,95.3,.8150,48.2,46.7,16.7,20.5,29.4,31.4,31.1,33.2,48.5,43.8,31.9,34.1,68.3,1.5
53,Washington St.,P12,34,17-17,111.4,98.1,.8121,50.4,49.8,18.5,16.6,31.5,26.1,28.2,28.4,46.3,50.5,37.3,32.2,64.4,-2.7
54,UCF,Amer,33,19-14,109.5,96.5,.8110,50.8,47.8,19.7,21.8,34,31,29.1,32.9,48.4,48.8,36,30.8,64.4,-3.4
55,Texas Tech,B12,32,16-16,111.1,98.0,.8097,52.3,48.9,19.9,19.9,32.1,30.1,34.8,28.4,52.6,49.1,34.5,32.4,67.4,-2.3
56,Missouri,SEC,33,24-9,118.4,104.7,.8053,55.1,52.3,16,24.3,26.8,37.3,29.5,35.2,55.9,51.7,36.1,35.4,69.3,3.9
57,VCU,A10,34,27-7,106.1,93.9,.8039,52.2,47,19.5,24.1,29,29.8,41.8,30.5,52.3,46.2,34.7,32.3,68.1,1.1
58,Providence,BE,32,21-11,115.7,102.4,.8027,51.5,50,16.9,16.9,35.2,26.7,36.8,25.5,50.9,49.6,35.1,33.9,67,0.9
59,Mississippi St.,SEC,34,21-13,103.8,91.9,.8014,46.7,46.2,19.4,21.7,35.5,28.6,33.8,27.6,50.4,45.8,26.6,31.1,63.7,0.7
60,Clemson,ACC,34,23-11,110.5,98.2,.7957,54.1,47.3,16.1,16.4,23.4,24.3,30.5,30.7,53.7,45.6,36.4,33.2,68.1,-0.5
61,Seton Hall,BE,32,17-16,106.1,94.3,.7953,49,47.6,20.1,21.1,30.5,30,40.1,30.9,49,47.7,32.8,31.6,66.5,-2.3
62,Colorado,P12,34,18-16,106.3,94.5,.7952,48.9,47.5,19.1,19.3,31,25.2,30.3,32.1,49.1,47.5,32.5,31.6,69.1,-3.1
63,Sam Houston St.,WAC,29,26-7,104.8,93.2,.7929,50.9,48.3,20.1,23.3,30.7,25.3,32.8,38.2,47.3,46.5,38.2,33.6,64.4,0.3
64,Utah Valley,WAC,31,26-8,106.7,94.9,.7926,51.6,44.1,19.4,16.6,29,29.1,35.9,29.7,52.5,42.6,33.2,31.4,69.9,0
65,Utah,P12,32,17-15,107.4,95.6,.7926,48.9,45,18,15.2,31.3,27.4,29.2,24.4,48.4,44.9,33.3,30.2,66.2,-3.1
66,Dayton,A10,34,22-12,110.3,98.4,.7870,53,45,18.8,16.1,30.7,27,35.5,23.9,54.3,45.7,33.8,29.3,62.6,-4.1
67,Villanova,BE,34,17-17,111.9,99.9,.7864,51.5,50.7,15.5,17.3,22.6,25.2,30,27.7,52.8,50.7,33.4,33.8,63.8,-2.5
68,Wisconsin,B10,32,18-14,106.4,95.0,.7860,48.6,50.1,13.2,18.6,22.3,25.5,24.8,27.8,46,51.4,34.9,31.9,63.1,-0.5
69,New Mexico,MWC,33,22-12,114.8,102.6,.7846,52.6,50.5,15.6,17.5,27.9,27.3,39.1,28.5,52.4,50.8,35.6,33.4,71.7,-0.6
70,Iona,MAAC,34,27-7,110.0,98.4,.7835,51.8,45.9,15.3,20.9,32,30.5,29,31.2,50.8,47,36,29.2,68.7,-1.5
71,Oral Roberts,Sum,30,30-4,113.5,101.6,.7827,56.1,48.5,13.2,17.6,24.5,27.4,24.6,22,56.6,46.6,37,34.2,70.5,1.9
72,College of Charleston,CAA,33,31-3,110.3,98.7,.7810,51.5,47.9,16.7,19.3,35.1,25.5,32.7,24.7,52.9,49.1,33.3,30.3,71.1,1.7
73,Vanderbilt,SEC,35,21-14,115.4,103.7,.7739,50,49,16.2,15.1,30.9,31.6,32.8,31.3,49.2,50,34.1,31.5,66.7,-0
74,Stanford,P12,33,14-19,114.8,103.5,.7669,52.4,51.5,18.9,18.3,31.2,26.4,29.4,28.6,51.1,50.4,36.3,35.4,65.8,-6
75,Kent St.,MAC,32,28-6,107.7,97.2,.7656,51.3,47.2,16.3,22.6,30.9,30.2,32,38.8,52.2,47.8,33.2,30.9,68.1,1.1
76,BYU,WCC,32,19-15,108.9,98.3,.7645,51.5,49.5,20.2,18.5,31.8,24.1,32.5,37.8,53.1,48.8,32.7,33.7,69.7,-4.2
77,Nevada,MWC,32,22-11,110.3,99.6,.7640,50.7,49.8,15.3,18.5,22.8,24.9,39.1,31.8,50.2,50,34.4,33,66,1.1
78,Santa Clara,WCC,32,23-10,110.4,99.9,.7588,52.4,50.8,17.4,16.7,30.2,24.4,30.6,25.4,50.2,48.7,37.5,36,69.9,0.5
79,Virginia Tech,ACC,34,19-15,113.9,103.3,.7534,54,50.7,14.7,16.3,25.9,27.7,25.9,25.2,54.3,50.5,35.8,34,66.7,-3.5
80,Hofstra,CAA,33,25-9,110.6,100.5,.7489,55.5,46.5,15.9,18.4,23.5,31.5,20.9,25,55.7,46.4,36.8,31.1,67.3,-2.3
81,Florida,SEC,33,16-17,105.8,96.2,.7484,49.4,46.3,16.1,17.8,23.8,30.7,34.5,29.2,50.7,45.8,31.4,31.6,69.5,-2.8
82,Wichita St.,Amer,32,17-15,108.9,99.1,.7467,50.7,47.5,18.2,16.9,29.1,28.2,30.8,25.9,53.3,45.4,30.9,33.6,66.1,-5
83,Pittsburgh,ACC,34,23-11,113.8,103.7,.7437,53.1,49,16.3,16.9,29.9,28.8,32.2,30,52.1,48.5,36.2,33.2,67.3,-0.6
84,Toledo,MAC,34,27-8,120.2,109.8,.7392,56.3,52.9,13.6,18.3,29.8,30.9,34.4,27.5,54.6,52.1,39.7,36.1,69.6,-1
85,Yale,Ivy,28,21-9,107.8,98.5,.7381,52.8,47,16.5,18.4,28,23.2,30.6,33.9,52.4,45.7,35.8,32.6,66.1,-2.1
86,St. John's,BE,33,18-15,107.6,98.5,.7344,49.4,50.2,18.7,19.7,34,27.6,27.7,29.6,49.3,49.2,33.1,34.5,73.5,-3
87,Louisiana Lafayette,SB,30,26-7,112.3,102.8,.7333,53,50.6,17.5,18.1,33.8,26.4,37.7,33.8,52.2,49.2,36.6,35.9,68.5,-0.4
88,Wake Forest,ACC,33,19-14,111.8,102.4,.7329,54.2,51.6,17.1,17.3,24.8,26.6,32.1,26.7,54,51,36.4,35,69.6,-3.4
89,Marshall,SB,31,24-8,110.0,101.1,.7267,52.6,47.7,15.5,20.1,31.7,32.6,26.2,28,53.9,47.7,33.6,31.9,72.1,-2.6
90,South Alabama,SB,33,19-16,108.6,99.8,.7251,52.8,46.6,14.6,16.1,20.9,28.4,22.3,28.3,53.4,47.9,34.5,29,65.6,-7.8
91,Bradley,MVC,34,25-10,106.8,98.2,.7240,52.7,46.7,17.9,18.9,29.2,23.8,26.8,32.1,52.7,45.8,35.1,32.2,65.4,-1
92,Indiana St.,MVC,33,22-12,110.3,101.6,.7219,56.4,48.2,16.7,17.5,21.7,22.7,31.9,31.4,58.8,48.5,35.7,31.8,70.8,-6.6
93,Furman,SC,31,27-7,113.8,104.9,.7173,55.6,50.6,15.8,18.4,29.6,27.1,34.7,31.8,59.1,51.2,34.4,33.1,68.5,-1.9
94,UNLV,MWC,31,19-13,107.2,99.5,.7018,49.2,52.4,17.5,24.7,27.9,31,35.5,31,47.9,50.9,34.1,36.1,69.5,-3.1
95,Montana St.,BSky,32,25-9,105.7,98.3,.6973,50.9,49.4,17.6,20.1,25.7,25.5,44.4,35.5,52.4,48,32,34.8,66.4,-2.5
96,Vermont,AE,32,23-10,110.4,102.8,.6947,54.9,50.7,14.2,16.8,19.3,22.5,28.4,26.9,55.5,50,36.2,34.6,64.7,-3.7
97,Saint Louis,A10,32,21-12,111.1,103.5,.6925,52.1,48.3,17.3,15.3,29.7,26.5,29.1,32.7,51.8,46.6,35.2,34,69.2,-3
98,San Francisco,WCC,33,20-14,109.8,102.4,.6903,53.6,49.9,19.6,17.6,28.5,26.5,32.2,38.1,52.6,49.4,36.4,33.8,68.8,-3.3
99,Tulane,Amer,31,20-11,109.6,102.4,.6857,52.4,50.4,15.1,19.3,19.3,30.5,35.4,29.6,53.4,48.2,33.8,35.7,73,-1.7
100,Nebraska,B10,32,16-16,106.1,99.2,.6844,51.7,49.9,18.6,17.7,24.7,28.3,28.2,21.9,53.4,49,32.6,34.1,66.9,-2.1
101,UC Irvine,BW,33,23-12,106.3,99.4,.6842,51.5,45.8,17.5,17.5,27.4,27,29.3,36.9,49.4,44.2,37.2,32.5,69.5,-4.3
102,Temple,Amer,32,16-16,108.0,101.0,.6824,49.7,48.7,19.8,16.5,28.7,29,34.6,31.5,49.9,47.9,33,33.6,66.1,-5.2
103,San Jose St.,MWC,32,20-13,109.3,102.3,.6812,50.4,48.7,18.8,13.2,34.4,24.3,27.4,28.9,51.2,46.8,32.8,34.7,62.6,-1.8
104,Southern Miss,SB,30,25-8,106.4,100.2,.6652,50.9,47.8,18,19.9,30.8,29.4,32.2,30.2,52.3,47.6,32.4,32.2,68.6,-0.6
105,Colorado St.,MWC,32,15-18,111.4,105.0,.6648,54.8,52.2,16.7,17.9,19.6,27.1,29.8,29.6,55.8,51,35.5,35.8,66.3,-6.4
106,UNC Greensboro,SC,30,20-12,103.6,97.7,.6628,50.6,47.8,17.8,19.3,29.2,26.5,32.4,31.4,49.3,46.8,35.1,32.8,65.9,-6
107,Colgate,Pat,33,26-8,112.5,106.2,.6613,58.6,51.9,14.9,17.6,24.9,24.1,27.6,20.3,57.1,51.5,40.9,34.9,67.8,-3.6
108,Washington,P12,32,16-16,104.5,98.7,.6596,48.8,47.1,19.9,18.4,26.4,34.6,31.7,25.4,50,48.6,31.3,29.7,69.2,-3.5
109,Akron,MAC,31,22-11,109.2,103.1,.6587,51.9,49.7,16.6,17.8,29.8,26.5,33.7,28,51.5,48.1,35,35,65.3,-4.7
110,Duquesne,A10,32,20-12,108.1,102.4,.6502,51,50.2,17.2,20.9,33.4,33.2,26.6,35.1,48.6,48.8,36.5,35.3,68.1,-5.8
111,Princeton,Ivy,27,21-8,108.8,103.1,.6497,52.5,48,16.9,14.5,28.4,22.8,32.2,29.3,53.5,47.2,34,33.1,67.5,-3.2
112,Mississippi,SEC,33,12-21,106.6,101.2,.6449,47.5,49.5,18.3,18,33.3,29.9,29.2,30.3,48.6,48.9,30.3,33.8,66.1,-8.2
113,Cal St. Fullerton,BW,31,20-13,104.3,99.2,.6409,49.4,48.6,17.4,20.5,25.9,29.4,38.7,33.4,46.5,49.2,36.2,31.7,64.8,-5.8
114,James Madison,SB,30,22-11,105.6,100.5,.6406,51.5,49.4,18.6,21.4,31.3,27.6,38.9,31.8,51.4,50.7,34.5,31.5,70.5,-4.5
115,Southern Utah,WAC,30,22-12,109.9,104.6,.6389,51.7,52.5,18.6,18,28,25.4,41.3,32.9,51.5,51.2,34.7,36.6,71.7,-3.5
116,Grand Canyon,WAC,32,24-11,112.0,106.7,.6354,52.9,47.2,18.4,15,30.5,30.3,37.8,33.2,50.5,46.8,37.6,32,65,-3.5
117,Kennesaw St.,ASun,31,26-8,106.4,101.4,.6338,52.9,51.2,17.9,19.6,27.5,25.8,36.5,36.2,51.3,50.5,37.1,34.8,68.6,-1.3
118,UMass Lowell,AE,32,26-8,108.0,103.5,.6199,53.5,47,20,19.7,35.7,27,33.8,33.9,52.2,44.9,37.7,34.2,68.7,-4.1
119,Charlotte,CUSA,32,18-14,107.1,102.7,.6194,54.8,50.2,17.3,17.6,22.9,23.8,24.3,25.4,53.6,49,37.6,34.7,60.5,-6.8
120,UC Santa Barbara,BW,32,27-7,110.9,106.3,.6186,54.2,49.8,16.8,18.7,26.6,26.1,34.9,29.2,54.8,48.9,35.1,34.5,64.7,-1.3
121,Penn,Ivy,29,17-13,109.9,105.4,.6162,53.3,49.3,18.9,14.9,30.1,27.9,29.5,31.2,52.7,49.1,36.2,33,66.9,-6.2
122,Belmont,MVC,31,21-11,110.7,106.5,.6103,55.3,51.1,16.8,17.7,25.4,30,24.3,29.3,53.2,49.8,38.9,35.6,68.4,-4.8
123,Loyola Marymount,WCC,30,19-12,108.3,104.2,.6078,53.1,51.8,18.3,16.2,30.2,24.6,31.6,34.9,51.9,52,36.5,34.3,67.2,-2.6
124,Eastern Washington,BSky,32,23-10,111.2,107.1,.6055,56.5,49.9,19.9,15.9,28.3,25.8,31.9,29.6,58.7,50.2,35.8,33.1,68.7,-4
125,Tarleton St.,WAC,29,17-16,104.3,100.5,.6050,47.5,53.1,18.2,24,25.7,30,48,47.1,46.6,52,33.5,36.3,66.6,-7.4
126,Towson,CAA,33,21-12,108.1,104.3,.6014,51.1,48.6,18.4,17.7,35.7,26.7,29.8,29.5,49,47.7,36.7,33.2,64.7,-5.9
127,Middle Tennessee,CUSA,31,19-14,105.8,102.3,.5948,51.2,51.6,19.3,21.8,31.9,29.2,29.4,34.6,51,50.2,34.3,36.2,66.9,-5.6
128,Davidson,A10,31,16-16,107.4,104.2,.5885,50.1,50.8,16.2,17.3,24.9,27.8,32.8,26.7,51.3,51.5,31.9,33,65.3,-8.2
129,Fresno St.,MWC,30,11-20,103.6,100.6,.5828,49.3,51.2,18.1,19.7,24.9,28.2,24.3,32.1,51.1,48.3,31.1,37.3,64.1,-10
130,Butler,BE,32,14-18,100.4,97.6,.5823,49.5,50.1,17.6,18.6,20,30.3,25.9,22.6,49.7,51,32.7,32.1,65.7,-4.8
131,South Florida,Amer,32,14-18,106.1,103.3,.5766,50.8,49.8,19.6,18.7,33,27.8,30.7,37.1,51,48.2,33.6,34.9,68.3,-8.9
132,Syracuse,ACC,32,17-15,109.1,106.2,.5747,51.6,51.2,17,18.7,30,33.6,30.7,21.7,50.5,50.9,36.1,34.4,67.3,-5.9
133,Stephen F. Austin,WAC,29,19-13,104.5,101.8,.5743,51.5,51.4,21.3,23.8,31.6,32.2,38.9,41.8,49.2,51.7,38,34,69.2,-6.8
134,Utah Tech,WAC,30,14-19,107.9,105.2,.5717,53.2,53.8,21.4,20,28.7,26.8,44.8,35,50.9,53.3,37.6,36.5,68.7,-10.8
135,Hawaii,BW,32,22-11,101.1,98.6,.5710,48.6,44.5,18.6,16.4,29.6,26.5,33.6,27.2,48.2,44.5,32.8,29.5,64.6,-5.6
136,Air Force,MWC,32,14-18,105.9,103.4,.5675,54.2,49.3,19,17.1,22.3,28.6,31.2,35.2,54.8,51.9,35.6,29.3,63.1,-9.1
137,Ohio,MAC,32,19-14,109.9,107.4,.5664,52.4,51.6,16.2,17.6,32.8,28.9,27.5,33.9,50.1,51.9,37.3,34.1,68.2,-7.4
138,Samford,SC,28,21-11,108.1,105.9,.5613,53.6,51.9,17.9,19.8,28.2,27,41,37.6,52.6,49,36.5,37,68,-5.9
139,Southern Illinois,MVC,32,23-10,100.4,98.5,.5554,51.7,47.6,19.3,19.6,22.8,27.3,30.6,29.8,54.6,46.7,32.2,33,63.8,-3.2
140,Notre Dame,ACC,32,11-21,108.7,106.7,.5514,52,52.1,13.4,13.6,19.6,26.5,23.3,26.5,50.6,52.4,35.8,34.3,64.8,-11.9
141,Eastern Kentucky,ASun,30,20-13,103.4,101.7,.5491,47.6,49.5,17.2,18.4,33.3,30.1,24.8,25.7,47.8,48.5,31.5,34.1,70.2,-6.2
142,Missouri St.,MVC,31,17-15,104.2,102.5,.5471,50.1,49.3,19.1,18.6,33.2,26.9,27.2,30.4,50.9,49.5,32.8,32.6,62.1,-7.8
143,DePaul,BE,33,10-23,106.7,105.0,.5466,49.7,51.6,18.2,17.7,25.8,34.1,27.6,35.7,46.3,51.1,36.8,35,68.8,-9.1
144,Wyoming,MWC,30,9-22,107.3,105.6,.5441,51.6,53.4,18.2,16.4,24.2,25.3,33.4,28.9,51.3,52.6,34.7,36.4,65.7,-11.3
145,Portland,WCC,31,14-19,110.2,108.5,.5425,53.8,54.5,18,16.9,24.1,30.2,43.3,27.7,51.8,53.2,37.4,37.4,69.3,-9
146,Fordham,A10,33,25-8,102.1,100.6,.5416,48.6,47,19.1,19.3,29.9,25.2,37.6,37.4,49.1,46.5,31.8,32,69.6,-1.8
147,LSU,SEC,33,14-19,106.1,104.6,.5411,47.3,51.8,18.4,17.5,31.7,28.8,33.7,30.3,46.2,52.1,32.7,34.3,65.9,-7
148,Long Beach St.,BW,31,17-16,105.3,103.9,.5392,48.4,49.8,18.7,18.2,34.6,28,34.4,30,49.4,48.8,30.2,34.2,73,-8.6
149,Troy,SB,30,20-13,102.9,101.5,.5377,49.4,48.6,18.7,21.1,30.3,30.1,32.5,34.6,51.2,48.4,31.2,32.7,67.8,-6
150,Georgia Tech,ACC,31,15-18,104.1,102.8,.5359,48.5,50.1,15.6,15.9,27.5,29.9,23.5,30.8,47.4,52,33.4,31,66.6,-8.4
151,Cal Baptist,WAC,31,17-16,103.2,102.0,.5342,49,47.6,18.1,16,28.9,26.1,31.6,29.3,49.2,49,32.5,29.7,64.1,-9.5
152,Youngstown St.,Horz,32,24-10,110.6,109.3,.5340,54.7,51.3,15.6,17.9,30.6,29.2,29.4,26.2,54.9,51.3,36.2,34.1,68.1,-5.2
153,Appalachian St.,SB,29,16-16,101.6,100.4,.5337,48.7,47.9,16.3,17.1,24.5,28.8,29.3,24.8,48.3,46.5,32.9,33.4,65.1,-10
154,SMU,Amer,32,10-22,103.6,102.6,.5265,47.4,51.8,18,18.7,28.1,30.5,33,32.8,47.8,51.4,31.1,34.9,69.5,-10.1
155,Northern Kentucky,Horz,32,22-12,103.2,102.3,.5249,49.8,51.3,17.5,23.2,31.3,32.8,27.4,30.8,47.7,48.9,35.2,36.7,61.9,-6.5
156,Georgia,SEC,32,16-16,103.9,103.0,.5242,47.1,49.8,19.3,16.8,30.5,30.5,40.5,28.9,46.8,51,31.7,31.9,67.7,-5.4
157,Seattle,WAC,30,20-12,100.4,99.6,.5231,46.3,48.8,16.9,17.8,29.9,26.6,32.4,33.3,46.4,49,30.9,32.3,69,-4.6
158,UC Riverside,BW,33,22-12,106.2,105.5,.5196,50.5,51.3,18,17.2,31.8,22.9,26.2,38,48.8,51.5,35.6,34,66.9,-4.4
159,Montana,BSky,30,17-14,108.2,107.5,.5178,53.8,51.2,17.3,15.9,24.4,25.1,29.1,37.9,52.4,52.5,37.3,32.5,63.7,-7.6
160,George Mason,A10,33,20-13,101.0,100.5,.5143,51.9,47.9,20.2,16.9,27.9,24.8,37.1,33,51.5,49.4,35,30.1,66.4,-5.8
161,Longwood,BSth,30,20-12,103.7,103.2,.5141,50.2,51.2,17.8,21.5,32.1,26.9,33.6,33.5,49.5,50.5,34.3,34.7,66,-7.6
162,Pacific,WCC,31,15-18,107.7,107.2,.5135,52.6,54,16.2,17.9,22.9,31.2,33.1,36.4,49.6,55.1,38.3,34.9,69.8,-9.9
163,UNC Wilmington,CAA,32,24-10,101.5,101.0,.5132,48.9,49.2,18.6,20.7,27.8,28,39.7,37.6,48.3,51.2,33.3,30.5,65.3,-2.9
