,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
164,UC Davis,BW,30,18-14,103.6,103.3,.5075,49.8,50.7,20.6,20.8,32.2,28.6,42.8,31.5,49.6,48.9,33.5,36.7,70.6,-8.2
165,Cleveland St.,Horz,32,21-13,104.4,104.2,.5064,49.5,48.2,17.4,20.5,35.2,35,30,30.7,50.7,48.8,30.8,31.5,65.7,-8.1
166,Brown,Ivy,27,14-13,100.6,100.4,.5051,50.7,51.2,19,19.7,23.4,23.7,29.8,26.9,49.8,50.4,34.7,35,69.4,-7.3
167,Richmond,A10,33,15-18,102.6,102.4,.5047,51.2,49.6,17.1,17.1,21,25.4,33,26.2,52.4,49.7,33,32.9,65.4,-10.5
168,Boston College,ACC,33,16-17,102.7,102.6,.5028,48.7,51.5,18.3,18.3,27.6,28.3,27.3,27.6,49.2,49.1,31.9,36.8,66.6,-6.9
169,Ball St.,MAC,30,20-12,107.6,107.6,.5006,53,51,17.8,16.7,30.5,28.4,42.3,31.3,51.7,47.7,36.9,38.4,67.3,-6.4
170,Chattanooga,SC,32,18-17,107.7,107.7,.4986,54,50.9,17.5,15.3,27.3,26.7,32,30.2,51.8,50.6,37.3,34.2,68.2,-11.1
171,Lipscomb,ASun,30,20-13,103.7,103.8,.4979,53.7,50.2,17.3,15.6,25,24.6,23.6,23.3,53.5,49.4,36,34.3,69.3,-7.2
172,Cornell,Ivy,26,17-11,110.2,110.3,.4969,54.8,55.7,16.7,21.9,28.8,29,28.5,30.9,57.5,56.6,34.5,36.2,71.1,-5.6
173,Stetson,ASun,28,17-13,112.3,112.5,.4954,54.1,53.3,15.8,14.5,28.7,28.3,25.5,29.5,51.1,52.7,38.6,36.2,64.5,-6.9
174,North Carolina Central,MEAC,26,18-12,100.3,100.5,.4945,50.9,48.9,22.6,21.6,32.3,29.6,34.2,35.5,50.1,49.9,35,31.3,67.8,-7.4
175,Saint Joseph's,A10,33,16-17,104.3,104.7,.4894,50.2,50.5,18.2,18.9,28.9,30.7,34.2,32.8,50.9,50.1,32.9,34.1,69.2,-9.8
176,UNC Asheville,BSth,32,27-7,102.7,103.1,.4890,53.9,48,20,17.9,25.8,28.7,41.3,26.8,51.4,49.1,38.8,30.5,68.4,-1.7
177,Radford,BSth,31,19-14,104.0,104.6,.4835,51.5,52.6,18.4,20.3,30.7,27.9,28.8,32.3,50.5,53.5,35.7,34,64.6,-8.4
178,UTEP,CUSA,30,14-18,99.6,100.2,.4816,48.6,51.1,22.9,22.9,33.3,29.7,38.8,37.3,50.7,51.8,29.1,33.2,66.8,-10.4
179,Grambling St.,SWAC,31,24-9,99.3,100.1,.4778,50,44.6,21.2,21,31.5,31.6,41.5,41.1,48.8,43.2,35.5,31.2,66.1,-4.5
180,Louisiana Tech,CUSA,30,15-18,104.6,105.5,.4751,50.9,54,19.9,21.3,30.1,28.1,28.4,38.5,50.3,51.1,34.5,38.5,66.6,-9.8
181,St. Bonaventure,A10,32,14-18,100.7,101.8,.4672,49.2,48.6,18.8,19.4,27.5,29.2,29.5,40.9,47.5,52.1,34.8,28.7,65.6,-11.6
182,Quinnipiac,MAAC,31,20-12,103.9,105.1,.4662,49.9,48.1,18.1,16.5,32.2,27.6,33,27.1,47.4,48.5,36.1,31.6,69.8,-7.3
183,East Carolina,Amer,33,16-17,102.1,103.4,.4635,47.1,49.2,19.2,17.4,33,28.9,37.1,33.1,46.9,49.2,31.6,32.9,67.5,-7.6
184,Texas A&M Corpus Chris,Slnd,30,24-10,105.8,107.2,.4629,50.9,52.4,18,20.7,32.7,27.5,35.3,38.5,48.9,54.3,36.5,33.2,69.1,-5.9
185,South Dakota St.,Sum,31,19-13,104.0,105.3,.4625,51.7,50.9,17.1,17.3,21.5,26,28.1,23.1,51.2,51.7,35.1,33.2,66.8,-6.1
186,Drexel,CAA,31,17-15,100.3,101.7,.4614,49.4,47.4,17.9,18,29.4,27.4,30.1,24.2,50.6,46.2,31.8,33.5,63.5,-10.2
187,St. Thomas,Sum,31,19-14,106.6,108.1,.4614,51.8,51.9,15.1,17.3,24,28.8,30.7,31,51.2,52.6,35.1,33.7,66.1,-8.4
188,Georgia Southern,SB,30,17-16,100.2,101.7,.4601,48.2,49.5,16.3,18.3,25.8,27.3,27.9,34.6,48.4,49.4,31.8,33.2,66.6,-9.9
189,Buffalo,MAC,30,15-17,103.7,105.2,.4589,49.5,52.5,19.2,18.3,32.2,29.1,32.1,36.4,50.9,52.3,31.2,35.3,72.3,-9.2
190,Harvard,Ivy,26,14-14,99.5,101.0,.4581,49.5,48.8,19.8,18.4,30.3,24.3,31.2,25,52.1,50,30,31.2,66,-8.5
191,Western Kentucky,CUSA,31,17-16,103.5,105.1,.4566,49.6,50.7,17.1,18,25.9,31,32.3,25.6,48.5,48,34.4,36.2,67.4,-8.2
192,Abilene Christian,WAC,26,13-17,105.3,106.9,.4565,49.2,56.5,17.3,23.3,25.5,28.6,32.3,45.6,48.1,56.2,34.3,38.1,69.2,-10
193,Wright St.,Horz,31,18-15,104.0,105.7,.4535,53.5,50.3,17.3,17.2,26.2,26.6,24,27.6,53.9,51.2,35.1,32.6,71.3,-10.8
194,Texas St.,SB,32,16-19,104.7,106.4,.4525,48.2,50.9,17.9,18.6,31.6,28.5,32.5,41.7,48.6,49,31.4,36.4,63.6,-11.9
195,Pepperdine,WCC,29,9-22,104.5,106.3,.4506,52,52.5,18.3,16.6,25.9,30.5,26.8,32.6,51.6,51.6,35.1,36.2,72.2,-12.7
196,George Washington,A10,31,16-16,109.3,111.2,.4493,53,52,17.6,15.5,26.5,29.7,34.5,27.7,56,51.7,32.1,34.9,68.9,-10.1
197,Old Dominion,SB,30,19-12,101.7,103.6,.4477,46.4,48.3,17.1,17.7,32.8,29,36.2,34.7,46.1,48.8,31.5,31.7,65,-5.8
198,Weber St.,BSky,31,18-15,99.4,101.2,.4470,50.8,52.8,19.2,19.3,21,22.4,33.7,31.7,51.8,51.1,32.8,36.8,65.1,-8.1
199,Morehead St.,OVC,29,22-11,101.2,103.1,.4462,49.3,49.6,18.7,15.6,27,24.4,35.5,28.1,46.8,50.4,35.5,32.1,63.7,-6.5
200,Navy,Pat,30,18-13,101.6,103.5,.4451,51.5,50.4,17.3,19.5,29.9,28,23.7,30,49.3,49.8,36.9,34.2,64.5,-8.6
201,Gardner Webb,BSth,29,15-16,98.7,101.1,.4300,50.7,49.1,19.5,20.3,28.5,25.1,34.8,39.6,51.5,47.4,32.8,34.7,66.2,-11.2
202,Florida Gulf Coast,ASun,31,17-15,103.7,106.4,.4267,51.2,50.7,17.1,17.3,26.6,28.8,28.2,28.1,50.1,51.1,35.1,33.4,66.3,-8.6
203,Queens,ASun,30,18-15,106.2,109.1,.4237,51.2,53,17.6,15.7,29.7,26.1,35.9,25.4,50.5,53,34.8,35.3,69.9,-9.3
204,FIU,CUSA,30,14-18,102.8,105.6,.4234,52.1,52.1,20.6,22.8,25.5,36.7,28.7,30.6,53.8,50.4,32.8,36.5,70,-10.9
205,Georgetown,BE,32,7-25,103.5,106.5,.4184,47.1,53.6,17.5,15.9,28.9,30,29.1,24.5,47.5,50.5,30.9,38.9,68.8,-12.8
206,New Mexico St.,WAC,21,9-15,103.8,106.8,.4173,50.2,53.7,18.3,19.1,27,26.5,34.7,37,48.8,52.5,35.1,36.8,69.1,-8.7
207,Minnesota,B10,31,9-22,102.0,105.1,.4148,49,50.5,19.6,14.8,25,30.8,30.8,24.8,49.2,49.1,32.5,35.9,65.7,-9.8
208,Florida St.,ACC,32,9-23,104.1,107.3,.4138,49.3,53.1,17.6,17.1,25.9,31.5,30.4,30.9,49.2,50.8,33,37.6,68.8,-12.2
209,La Salle,A10,34,15-19,103.8,107.0,.4137,48.5,51,18.1,17.9,30.5,30.5,28.3,31.6,46.9,50.6,34.2,34.5,67.8,-11.5
210,Northern Arizona,BSky,33,12-23,107.2,110.5,.4118,50.5,55.3,15.9,17.2,26.9,25.7,27.4,38.7,48.6,55.7,35.7,36.5,66.8,-14.9
211,San Diego,WCC,29,11-20,109.5,113.0,.4107,51.1,58.2,16,17.3,27.9,29.7,30.9,33.4,50.4,55.9,34.8,41,68.7,-11.9
212,Northern Iowa,MVC,31,14-18,103.0,106.4,.4075,51.3,53.8,17.7,18.2,22.6,22.4,31.1,26.5,51.7,53.6,33.7,36,67.4,-11.5
213,Howard,MEAC,31,22-12,103.1,106.6,.4069,52,50.6,22.8,20.7,33.8,31.6,32.8,34.6,49.9,50.8,37.2,33.6,69,-7.2
214,Oregon St.,P12,31,11-21,98.8,102.1,.4065,46.5,49.6,20.8,18.2,25.3,30.6,33.9,33.9,45.7,49.1,31.9,33.7,63.6,-9.1
215,South Carolina,SEC,32,11-21,103.2,106.6,.4061,46.9,52.6,19.9,15.9,32.7,32.5,26.8,29.4,45.8,53.7,32.3,33.8,64.3,-9.5
216,Massachusetts,A10,31,15-16,100.1,103.5,.4041,46.4,50.2,20.2,19.2,34.5,27.9,32.2,32.4,45.2,50.5,32.8,33.1,70.7,-9.2
217,Bryant,AE,28,17-13,103.3,107.0,.4019,52,50,18.7,15.8,29,25.2,32.9,31.9,53.4,49.3,33.3,34.1,72.1,-7.8
218,Norfolk St.,MEAC,29,22-11,105.7,109.5,.4013,52.2,50.2,19.8,19,33.4,30.6,39.5,36.3,53.8,48.3,32.7,34.9,65.3,-5.9
219,Rider,MAAC,29,16-14,105.0,108.8,.3981,49.5,50.3,17.8,16.5,33.8,28.3,29.3,38.6,49.4,47.5,33.3,36.2,65.1,-9.3
220,Detroit,Horz,32,14-19,109.7,113.7,.3976,51.4,53.6,17.6,17.1,35.8,29.7,27.2,28.9,46.4,52.6,38.7,36.8,67.2,-12.9
221,Mercer,SC,31,14-19,98.8,102.5,.3950,48.9,48.8,18.2,17.4,30.4,27.6,28.6,35.9,48.8,48.4,32.7,33,64.5,-13.8
222,Siena,MAAC,32,17-15,100.5,104.3,.3948,49.3,49.6,19.5,18.5,30.5,26.8,34.5,33,47.8,49.4,34.9,33.5,66.9,-10.4
223,North Dakota St.,Sum,31,16-17,103.4,107.5,.3900,51.7,50.8,16.9,12.4,24.4,22.6,32.2,27.1,52.2,50.6,33.9,34.2,68.1,-10.2
224,Murray St.,MVC,31,17-15,105.4,109.6,.3891,49,51.9,16.2,15.6,27.4,27.3,33.2,24.4,49.1,53.2,32.6,33.4,66.7,-7.8
225,Campbell,BSth,32,16-18,104.8,109.1,.3845,52.7,52.5,18.1,18.4,24.4,27.8,38,32.1,54.7,53.2,32.9,34.4,64.3,-13.2
226,Northwestern St.,Slnd,32,22-11,104.6,109.0,.3830,51.3,51,17.3,21,33.3,33.6,27.2,38.7,49.8,51.8,35.8,32.9,66.5,-5.7
227,North Florida,ASun,29,14-17,108.8,113.6,.3785,53.3,52.4,17.3,14,26.2,32.9,28.4,23.5,52.1,52.1,36.4,35.5,68.1,-10
228,UT Arlington,WAC,29,11-21,100.1,104.5,.3785,45.9,51.9,21.1,20.1,32.7,30.8,29.7,39.5,44.9,49.6,31.9,37.1,65.9,-13.2
229,Northern Colorado,BSky,31,12-20,106.1,110.9,.3756,52.4,53.1,17.5,14,24.3,27,31.4,31.7,51,54.5,36.4,33.4,69.6,-12.6
230,Loyola Chicago,A10,31,10-21,102.2,106.9,.3754,52.9,51.6,22.1,17.9,24.5,28.5,31.1,37.5,54.8,51.7,33.4,34.4,66.1,-13.7
231,Rice,CUSA,30,18-15,106.1,110.9,.3746,53.4,54.6,18.5,15.9,23.2,26.2,32.8,26,53.7,54,35.3,37.1,69.9,-7.3
232,Jacksonville,ASun,26,13-16,100.4,104.9,.3745,50.6,49.8,19.1,14.3,23.9,25.7,22.8,27,51,51.4,33.3,32.1,61,-10.2
233,Jacksonville St.,ASun,28,13-18,101.6,106.4,.3708,50.5,52.5,20.2,16.5,29.4,24.1,31.8,29.5,47.9,52.7,36,34.9,65.5,-11.5
234,Portland St.,BSky,29,12-19,102.9,107.8,.3689,49.6,55,16.8,21.3,24,31.4,34.8,46.6,49.7,55,33,36.8,72.4,-12.6
235,UC San Diego,BW,28,10-20,103.3,108.4,.3654,49.6,51.8,17.9,16.5,23.2,29.3,26.1,27.9,49.6,49.7,33,37.1,66,-14.1
236,Delaware,CAA,32,17-16,102.0,107.2,.3619,49.6,51.8,16.5,18.6,25,29.8,33,29.4,50.5,50.1,32,36.6,67.1,-9.8
237,Milwaukee,Horz,29,21-11,102.1,107.5,.3561,51.8,48.2,21.5,17.7,32.7,32.8,31.9,29.4,51.4,49,35,31.4,71.8,-6.1
238,Army,Pat,31,17-16,102.6,108.1,.3537,53.8,51.4,19.1,15.6,25.4,24.2,31.3,28.5,54.7,52.4,34.9,33.1,68.6,-12.5
239,Wofford,SC,30,17-16,108.2,114.1,.3527,52.4,54.8,16.3,16.6,28.6,28.7,30,26.4,55.1,56.1,32.1,35.3,65.1,-9.7
240,Northern Illinois,MAC,30,13-19,100.6,106.3,.3465,52.2,50.7,20.3,18.6,25,32.8,34.3,35.8,52.1,51.7,34.9,32.7,69,-12.1
241,Rhode Island,A10,31,9-22,97.5,103.1,.3463,44.2,49.1,20.4,17.2,31.6,29.5,37,31.7,43.6,49.6,30.4,32.1,67.2,-15.7
242,Robert Morris,Horz,31,16-17,98.1,104.0,.3396,49.2,49.6,19.5,19.1,29.7,28.5,26.9,31.1,50.4,47.4,31.4,36.2,66.2,-12
243,Idaho St.,BSky,30,11-21,101.8,108.0,.3385,50.8,51.4,17.2,17.8,24.6,27.2,28.9,35.5,51.3,52.6,33.3,32.5,65.2,-15.3
244,Fort Wayne,Horz,30,17-15,100.0,106.1,.3360,50.5,51.9,18.9,17.7,27.1,26.1,28.7,23,50.8,55.2,33.5,31.2,69,-10
245,Western Carolina,SC,30,18-15,101.7,108.0,.3328,49,51.1,15.7,15.7,25.8,25.5,34.5,34,48.1,51.7,33.6,33.1,67.6,-9.5
246,North Alabama,ASun,29,18-14,104.5,111.2,.3277,51.3,52.4,15.6,15.2,23.2,28.1,30.9,32,49.9,50,36.1,37.7,68.5,-7.8
247,Winthrop,BSth,30,15-17,107.7,114.7,.3275,55.1,54.8,20.6,17.4,25.9,34.2,41.6,31,53.8,55.5,37.9,35.8,66.9,-11.2
248,Canisius,MAAC,29,10-20,101.5,108.1,.3273,48.6,52.8,17.5,18.7,28.4,29.9,24.9,27.7,47.4,52,33.6,36.4,67.6,-15
249,East Tennessee St.,SC,30,12-20,100.5,107.1,.3248,50.5,50.8,19.5,17.5,29.9,28.9,31.2,26.9,51.8,51.8,32.1,32.9,65.9,-15.1
250,UMBC,AE,31,18-14,104.4,111.4,.3226,51.3,52.9,14.8,16.9,26.4,26.8,27,25.6,51.8,50.6,33.8,37.7,67.7,-9.5
251,USC Upstate,BSth,29,16-15,98.7,105.3,.3224,51.1,50,19.5,20.5,24.5,32.7,32.2,43.8,51.5,49.3,33.6,34.2,67.9,-9.7
252,Bellarmine,ASun,30,15-18,102.2,109.3,.3167,51.7,54.7,18.2,17.7,20.6,28.1,25.4,31.8,53.9,55,32.6,36.3,62,-10.1
253,UT Rio Grande Valley,WAC,28,15-17,102.8,110.1,.3139,51.2,52,22.2,16.9,29,29.5,45.9,38.9,51.7,51.9,33.5,34.8,72.6,-10.2
254,Sacramento St.,BSky,30,14-18,101.8,109.1,.3121,50.8,52.2,20.8,14.5,32.9,24,27.5,25.8,50,51.6,34.9,35.7,62.3,-11.5
255,SIU Edwardsville,OVC,30,19-14,99.3,106.4,.3119,48.5,49,18.5,19.2,30.6,29.4,40.3,34.6,48.5,48.1,32.3,33.6,69.2,-10.3
256,Niagara,MAAC,30,16-15,100.8,108.1,.3088,50.3,49.8,18.5,16.9,26.5,28.6,30,33.5,50.1,48,33.8,36,63,-10
257,Mount St. Mary's,MAAC,32,13-20,97.7,105.0,.3036,48.6,48.9,20.8,17.9,27.8,29.9,26,29.2,45.8,48,36,33.7,65.8,-14.3
258,Alcorn St.,SWAC,32,18-14,100.8,108.3,.3036,45.2,51.4,18.3,21,33.7,31.4,35.3,39.3,45.6,52.6,29.6,33.1,67.3,-7
259,Southeastern Louisiana,Slnd,29,18-14,103.0,110.8,.3009,50.9,54.2,16.9,19.8,27.6,29.9,32.1,33.4,49.1,52.1,36.4,38.2,68.8,-9.2
260,Dartmouth,Ivy,26,10-18,99.6,107.4,.2961,50,51.3,20.2,16.5,23.5,26.2,29.1,31.7,50.8,51.6,32.6,34,68.7,-13
261,Southeast Missouri St.,OVC,34,19-17,100.2,108.0,.2951,50.1,51.3,17.3,19,25,28.3,38.2,44.1,50.3,50.7,33.2,35,72.1,-11.4
262,California,P12,32,3-29,96.4,104.0,.2948,43.7,51.6,20.1,16,25.3,30.4,31.5,32.6,43.2,52.5,29.8,33.4,63.4,-16.5
263,North Dakota,Sum,31,13-20,103.4,111.7,.2916,51,53.5,16.7,15.5,25.7,27.4,27.3,28,50.6,53,34.4,36.4,67,-14.2
264,Fairfield,MAAC,30,13-18,98.3,106.3,.2886,46,49.3,18.2,17.8,28.6,29.5,37.9,28.1,47.8,51.7,28.6,29.3,65,-13.1
265,Louisiana Monroe,SB,29,11-21,97.5,105.5,.2885,45.2,51.7,18.7,17.6,27.3,29.9,30,28.6,41.6,50.3,34.2,36,66.1,-13.6
266,Miami OH,MAC,29,12-20,102.6,111.1,.2851,52,53.8,19.6,17.8,26.6,32.6,32.1,37.1,53.8,54.1,32.9,35.4,66.8,-14.2
267,Lafayette,Pat,34,11-23,94.7,102.7,.2844,48.7,50.8,17.9,18.2,23.8,25.3,24.5,29.4,48.4,50.6,32.7,34.1,63,-16.6
268,UTSA,CUSA,30,10-22,101.8,110.5,.2804,47.4,52.5,19.5,15.4,28.5,31.2,37.4,30.6,45.3,51.9,33.8,35.6,69.1,-14.4
269,Nicholls St.,Slnd,27,16-15,99.0,107.5,.2782,50.3,52.5,18.5,23.7,29.3,33.7,27.6,47.6,50.5,51.4,33.3,36.2,70.6,-9.5
270,Tennessee St.,OVC,28,18-14,100.8,109.5,.2777,50.9,49.9,17.3,18.5,26.9,28.2,35.1,42.4,49.6,49.5,35.1,33.8,70.5,-11.3
271,Maryland Eastern Shore,MEAC,27,18-13,92.8,100.9,.2771,47.6,50.6,21.1,24.9,27.1,31.7,31.4,34.4,46.8,51.4,32.6,32.9,69.4,-7.8
272,Bowling Green,MAC,29,11-20,103.1,112.1,.2764,50.5,54.1,17.5,16.3,29.8,28,32.5,33.6,50.4,53.8,33.8,36.4,69.6,-15.1
273,Denver,Sum,30,15-17,100.4,109.2,.2759,52.3,51.7,21.4,15.6,29.8,27.4,39.4,27.7,53.4,52.2,32.9,33.9,68.6,-12.7
274,Louisville,ACC,32,4-28,101.3,110.2,.2750,48,54.1,22.3,15.2,28.2,30.1,32.9,30.6,47.3,54.9,32.9,35.2,66.6,-17.1
275,Tennessee Martin,OVC,29,19-14,101.3,110.3,.2733,50.4,49.6,16.8,16.8,27,29,36.1,34,51.9,50.5,31.9,32.3,71.1,-10.5
276,Tennessee Tech,OVC,30,16-17,101.2,110.2,.2733,51.4,51.7,17.8,18,23.8,30.2,29.9,25.8,48.1,52.1,37.3,34,66.4,-12.6
277,Marist,MAAC,33,13-20,97.6,106.3,.2726,47.9,47.9,18.1,16.8,25.9,28.9,28.9,28.4,46.9,45.1,32.8,35,65.6,-15.8
278,Prairie View A&M,SWAC,30,13-19,93.7,102.1,.2724,44.8,48.2,19.6,21.2,31.7,28.7,33,41.8,44,47.3,30.9,33.3,67.6,-13.8
279,Oakland,Horz,31,13-19,102.5,111.8,.2706,49.2,54.8,15.1,18.7,24.2,32.7,31.6,22.5,51.3,53.9,30.6,37.5,68.5,-12.7
280,Southern Indiana,OVC,29,16-16,102.5,111.9,.2687,50.5,51.8,18.3,16.7,32.6,25,33.4,40.3,47.2,51,36.6,35.2,69.4,-12.4
281,New Hampshire,AE,28,15-15,97.0,106.1,.2625,45.8,49.1,15,16.2,26,27.4,29.6,30.2,42.8,50,33.4,31.5,64.1,-10.6
282,Illinois Chicago,MVC,31,12-20,98.4,107.7,.2618,48.7,51.2,18.3,19.6,22.7,30.3,34.1,33,47.9,51.1,33.2,34.3,69,-13.9
283,Merrimack,NEC,32,18-16,90.8,99.4,.2599,48.3,49.1,20.7,26,20.5,35.6,34.6,26.9,48.2,48.9,32.3,33,66.2,-11.8
284,Valparaiso,MVC,31,11-21,97.7,107.2,.2577,49,51.5,18.1,15.6,22.5,24.5,27.9,31.8,51.9,51.6,29.2,34.3,68,-14.7
285,Lehigh,Pat,28,16-14,97.3,106.7,.2573,49.8,50.3,17.4,16.6,18.8,26.7,31.1,28.5,48.4,50.9,35,32.8,69.6,-9.9
286,Maine,AE,28,13-17,98.2,107.8,.2549,51.1,53.4,18.7,20.3,22.9,30,23,28.7,51.5,54.4,33.5,34.6,65.8,-11.7
287,American,Pat,32,17-15,100.4,110.4,.2532,54.4,51.8,22,19.2,28.3,27.9,27.9,32.1,55.8,48.7,34.6,38.5,62.5,-11.3
288,Arkansas St.,SB,30,13-20,99.4,109.2,.2526,47.6,50.3,18.1,16.6,28.8,28,35.1,34.8,45.5,48,34.6,36.4,63.2,-14.4
289,Illinois St.,MVC,32,11-21,99.6,109.7,.2488,50.2,51.8,21.8,16.7,28.2,26.7,31.3,34,50,52.6,33.6,33.7,65,-15.7
290,Tulsa,Amer,30,5-25,99.3,109.4,.2464,47.9,53.6,19.1,17,24.9,33,26.7,27.8,48.6,57.9,31.3,31.3,68.1,-15.4
291,Bucknell,Pat,31,12-20,98.8,109.1,.2438,51.3,51.2,20.2,15.4,25.4,25,26.9,27.7,51.1,49.4,34.5,36.4,66.8,-16.1
292,Coastal Carolina,SB,28,11-20,103.6,114.4,.2421,47.5,53.1,17.8,15.5,30.3,30.7,28.9,29.3,48.4,51.3,30.6,36.7,68,-14.6
293,Fairleigh Dickinson,NEC,33,20-15,106.4,117.6,.2412,51.7,55.4,16.4,21.4,31.1,28.8,28.8,34.2,51.5,56.1,34.7,36.2,68.7,-12.2
294,Georgia St.,SB,28,10-21,97.4,107.7,.2394,45.6,50.7,19.5,17.5,30.1,29.5,33.5,35.4,46.5,48.6,29,36.5,67,-15.5
295,Texas Southern,SWAC,33,14-21,95.6,105.8,.2390,46.1,49.6,20.3,18.5,29.2,27.5,34.3,38.8,47.7,48.9,28,33.9,69.3,-13.3
296,Cal Poly,BW,31,8-25,93.5,103.5,.2371,45.8,50.4,20.9,18.6,24.5,24.5,31,42.3,46.7,49.3,29.3,34.9,64,-18.3
297,Western Illinois,Sum,27,16-14,101.0,111.9,.2366,50.1,53.4,15.1,16.4,26.9,26.7,31.4,27.4,51.8,54.6,31.5,33.9,66.7,-9.9
298,South Dakota,Sum,29,12-19,102.2,113.3,.2353,50.1,52.7,17.3,14.4,24.9,27.1,28.1,31.8,45.5,51.8,37.9,36.1,66,-13.5
299,Cal St. Bakersfield,BW,31,11-22,94.7,104.9,.2353,44.6,51.1,19.8,20.5,27.2,28.4,29.4,43.6,43.7,50.2,31.5,34.9,63,-15.7
300,Southern,SWAC,30,15-17,95.2,105.5,.2352,48.5,51.4,20.5,23,24.4,28.6,34.5,42.9,48,51.6,32.8,34,71,-11.3
301,Charleston Southern,BSth,29,10-21,104.3,115.6,.2348,50.3,54.3,18.1,16.7,32.2,31,27.4,36.6,49.7,54.3,34.1,36.2,65.6,-16
302,Boston University,Pat,31,15-17,96.5,107.1,.2325,47,50.5,17.8,18.3,28.7,24.6,29,36.5,45.9,50.3,32.4,33.8,65.5,-12.4
303,Chicago St.,ind,27,11-20,101.9,113.2,.2293,48.8,53.3,21.3,16.7,33.5,33.2,31.9,35.9,48.4,53.1,32.9,35.7,64.9,-12.7
304,High Point,BSth,29,14-17,99.8,111.0,.2283,50.2,50.7,19.6,16.3,30.8,32,38.7,35.3,51.4,52,32.3,32.5,71.5,-12.8
305,Binghamton,AE,29,13-18,98.5,109.6,.2254,49.5,50.5,19.4,15.1,28.7,27.3,28.2,35.4,50,50.8,32.4,33.2,66,-13.1
306,Northeastern,CAA,30,10-20,97.4,108.5,.2246,47.9,50.1,21.3,14.5,31.7,26.9,27.7,31.7,46.8,49.2,33.2,34.9,66.9,-14.4
307,Idaho,BSky,30,10-22,101.4,113.0,.2245,52,54.3,17.2,16.1,19.6,27.8,35.8,31.6,54.2,52.6,32,38.7,65.9,-17.4
308,Jackson St.,SWAC,33,14-19,98.4,110.2,.2155,47.5,52.5,22,19.1,32.9,29.1,32.9,34,47.1,52.1,32.1,35.4,68.2,-12.1
309,Alabama A&M,SWAC,30,15-18,96.1,107.7,.2125,48.6,49.4,21.4,21.4,29.5,33.9,35.9,41.8,46.9,48.5,34.7,33.8,68.5,-14
310,Saint Peter's,MAAC,31,14-18,96.3,108.2,.2088,43.9,49.5,19.5,19.7,36.4,30.6,28.4,51.4,44.1,48.4,29,34.3,63.1,-13.2
311,Elon,CAA,30,8-24,98.2,110.4,.2067,47.8,52.1,18.4,17.1,24.9,30.6,27.5,29,50.5,51.4,29.2,35.2,66.2,-18.9
312,Manhattan,MAAC,29,12-18,96.7,108.8,.2045,49.2,51.3,19.8,20.5,26.6,34.2,31.5,30.5,49.1,49.1,32.9,36.8,67,-13.5
313,Eastern Michigan,MAC,30,8-23,101.0,113.7,.2035,49.2,55.6,16.9,17.1,25.1,32.8,32.2,35,50.3,58.7,31.4,34.1,69.3,-16.9
314,Wagner,NEC,26,15-13,93.3,105.1,.2031,44.9,49.1,19.1,20.9,34.4,24.8,25.2,47,44.7,50.2,30.2,31.5,62.2,-10.3
315,William & Mary,CAA,31,13-20,99.5,112.2,.2006,49.4,53.9,18.8,17,27.4,29.9,29.2,27.4,46.3,54.3,36.3,35.5,65.1,-14.3
316,Texas A&M Commerce,Slnd,32,13-20,100.4,113.2,.2006,52.4,52.8,18.9,17.7,26.5,29.9,28.3,37.9,56.2,53.1,31.9,34.8,65.6,-15.3
317,Loyola MD,Pat,31,13-20,99.1,112.2,.1938,51.3,55.5,20.4,20.2,26.6,28.7,28.2,29.8,50,55.3,35.6,37.1,65.9,-15.4
318,Nebraska Omaha,Sum,31,9-23,99.2,112.3,.1935,48.5,53.2,18.5,15.8,24.2,28.9,29.6,33.4,47.7,52,33.7,36.5,67.9,-15.7
319,Arkansas Pine Bluff,SWAC,27,10-21,94.6,107.2,.1920,45.2,51.4,21.6,21.4,26.6,29,33.8,43.2,44,51.1,31.1,34.5,69.7,-15.3
320,NJIT,AE,29,7-23,97.8,111.0,.1880,48.3,52.3,16,14.9,23.4,29.1,28.2,27.9,46.1,53.2,35.2,34,66.3,-18.2
321,Little Rock,OVC,29,10-21,101.4,115.4,.1844,49.2,56.1,18,19.2,29.3,30.4,31.9,37,49.4,54.1,32.5,39.5,70.9,-16.5
322,Morgan St.,MEAC,26,14-16,93.2,106.2,.1825,47.1,50.8,22,23.8,30.2,37.3,30.9,42.9,44.4,52.4,35.5,31.8,70.4,-10.7
323,North Carolina A&T,CAA,29,13-19,97.3,110.9,.1811,47.4,50.6,17.5,15.7,24.6,30.2,30,28.5,46.2,51,32.9,33.2,70.1,-13.2
324,New Orleans,Slnd,30,12-20,98.2,112.1,.1798,52.7,54.1,23.6,20.2,29.8,32.7,36.5,39.9,51.1,54.1,37.9,36.2,71.1,-15.6
325,UMKC,Sum,30,11-21,94.8,108.4,.1775,43.4,50.1,19.9,17.3,35.9,29.4,33.3,39.4,44.7,48.9,27.3,34.6,63.9,-15.1
326,Central Arkansas,ASun,30,9-22,98.4,112.6,.1759,47.1,54.7,18.1,16.7,27.9,30.5,24.3,28.9,46.8,54.8,31.6,36.3,72.3,-15.7
