,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
42,Washington St.,P12,33,19–14,107.8,93.8,.8332,48.5,47.5,16.8,21,33.6,30,29.9,31.1,46.5,46.9,34,32.4,67.3,-4
43,North Texas,CUSA,28,22–6,104.6,91.2,.8282,51.5,46,18.8,20,31.5,24.8,38.4,32.4,49.9,47.6,35.7,28.2,60.1,0.7
44,Florida,SEC,32,19–13,110.4,96.4,.8267,49.9,49.2,18.5,21.6,31.7,32.5,34.7,30.1,53.2,49.3,30.7,32.7,66.2,-0.9
45,Texas A&M,SEC,34,22–12,108.1,94.4,.8256,49.8,47.9,19.3,23.9,33.5,33.1,35.4,34.5,49.6,48.3,33.5,31.6,67.6,1.2
46,Seton Hall,BE,30,20–10,106.8,93.3,.8256,47.6,45.4,17.5,18.5,32.7,29.1,30.8,27.8,46.2,44.8,33.3,31,68.6,1.9
47,Davidson,A10,32,26–6,115.7,101.5,.8186,55.6,49.4,14.8,16.9,23.6,22.2,32.9,28,54.2,48.4,38.4,33.8,65.7,2.1
48,Syracuse,ACC,33,16–17,115.9,101.7,.8185,52.5,50.6,15.4,16.7,29.2,32.1,28.3,23.5,49.9,51.6,37.6,33,68.7,-3.8
49,Colorado St.,MWC,29,24–5,112.5,98.7,.8179,55.2,49.9,15.1,18.4,21.9,24.9,30.4,25,56.3,50.5,35.7,32.7,66.4,4.3
50,Utah St.,MWC,32,17–15,109.6,96.3,.8173,54.5,49.4,18.3,18.5,25.7,22.9,28.7,29.3,56.6,48.6,34.2,33.8,67.5,-4.7
51,USC,P12,33,26–7,109.3,96.0,.8160,51.1,44.7,17.7,14.7,33.8,27.2,30.9,26.3,50.1,41.6,35.4,33.7,67.1,4.1
52,SMU,Amer,31,23–8,109.3,96.0,.8160,52.1,44.8,17.7,17.1,27.8,30.3,35.9,25.3,50.4,44.5,36.3,30.3,69.3,1.8
53,Dayton,A10,33,23–10,108.2,95.1,.8142,53.9,47.3,19.4,17.5,30.8,23.3,31.3,24.1,53.5,46.2,36.5,32.7,64.1,-1.2
54,Miami FL,ACC,33,23–10,114.3,100.6,.8133,54.2,53.4,14.2,20.3,23.4,30.3,28.9,24.6,54.9,53.9,35.3,35.2,68.5,2.6
55,Mississippi St.,SEC,33,18–15,108.7,95.8,.8101,49.5,49.6,19.4,19.5,34.4,25.9,38.4,28.1,51.6,50.6,29.5,32.1,66.4,-2.4
56,VCU,A10,30,21–9,98.8,87.1,.8092,51,43.8,22.2,25.2,26.7,32.2,30.5,38.2,50.8,45.2,34.3,27.5,69.4,0.5
57,Saint Louis,A10,33,22–11,108.9,96.0,.8088,50.8,47.7,18.7,18.2,33.8,26.9,32.8,32.9,49.1,47.8,36.4,31.7,69,-1.5
58,UAB,CUSA,32,25–7,111.1,98.1,.8078,52.9,47.9,16.3,21.4,33.4,27.4,29.5,31.5,50.6,47.5,38.3,32.4,69.9,-0.1
59,Marquette,BE,31,19–12,107.9,95.3,.8060,52.6,46.7,17.3,19.1,22.4,31.4,26.8,29.7,52.9,46.2,34.7,31.7,72.1,0.6
60,St. John's,BE,32,17–15,109.7,97.0,.8044,50.8,48.9,15.9,21.3,30.7,31.5,26.1,33.2,51,47.5,33.5,34.1,74.5,-3.3
61,West Virginia,B12,33,16–17,107.5,95.1,.8036,46.8,50.6,18.2,22.5,30,33.6,36.1,34.1,45.7,51.7,32.8,32.4,68.9,-1.1
62,Creighton,BE,33,22–11,104.2,92.3,.8017,50.9,44.9,20.5,15.5,28.6,28.4,26,20.3,53.9,43.5,30.7,31.7,67.9,1.7
63,Fresno St.,MWC,31,18–13,104.3,92.5,.7980,50,47.9,18.1,19.4,27.4,22.4,30.7,27.2,50.6,47.1,32.6,32.6,61.9,-4
64,Kansas St.,B12,31,14–17,108.1,96.2,.7936,49.4,49.5,16.9,19.8,25.2,28.3,29.6,32,47.5,52.4,34.6,30.2,67.4,-2.1
65,BYU,WCC,30,20–10,108.0,96.3,.7886,51.2,47.8,18.6,15.2,30.9,22.5,28.1,30.5,50.8,48.9,34.6,30.5,68.8,0.3
66,Virginia,ACC,32,19–13,106.9,95.5,.7848,49.7,48.8,16.3,18.3,28.3,29.1,28.1,23.5,50.3,47.7,32.2,33.9,60.3,-0.5
67,Oregon,P12,32,18–14,109.6,98.0,.7837,51.2,49.7,17.3,19.4,29.8,30.6,30.1,28.9,51.7,50.3,33.6,32.5,68.7,-2.4
68,Clemson,ACC,33,17–16,109.5,98.1,.7804,52.4,49.7,16.4,16.9,25.8,24.1,29.8,29.1,51.2,49.4,36.3,33.4,67.4,-3.7
69,Vanderbilt,SEC,33,17–16,105.2,94.3,.7804,50.3,48.1,19.3,21.2,27.2,28.7,39.3,35.2,49.5,50.1,34.1,30,68.5,-3.1
70,Vermont,AE,32,27–5,108.6,97.4,.7775,57.3,47.7,14.9,17.1,24,18.6,26.6,22.6,58.9,45.2,36.8,34.4,65.9,-0.8
71,Wyoming,MWC,32,24–8,108.7,97.5,.7774,52.4,47.2,16.7,15.8,25.6,24.1,37,24.5,54.5,48.3,33,30.3,66.8,1.9
72,Missouri St.,MVC,32,22–10,112.0,100.7,.7715,54.9,48.4,15.5,15.8,25.7,23.9,28,28.3,55,47.6,36.4,33.1,67.9,-2.5
73,Furman,SC,33,21–12,112.9,101.8,.7654,55.6,51.5,15.7,19.1,27.4,28.1,23.3,24.6,55,52.5,37.5,33.3,66,-4.5
74,South Dakota St.,Sum,32,28–4,115.0,104.0,.7612,59.7,51.5,15.3,15.8,24,24.2,35.2,21.3,56.3,50.6,44.2,35.2,70.7,1.5
75,Tulane,Amer,29,14–15,109.6,99.2,.7591,51.2,49.6,15,20.3,20.1,32.8,33.4,28.5,49,48.3,36.5,34.1,68.9,-5.1
76,Santa Clara,WCC,32,21–11,111.3,100.9,.7560,55.2,48.7,16.1,16.6,23.4,26.4,27.7,21.2,53.8,47,38.8,34.8,71.9,-1.7
77,Towson,CAA,33,25–8,109.1,99.0,.7538,52,47.7,18,19.3,36.1,26.5,34.2,31.2,50.8,48.1,35.9,31.4,65.6,-1.7
78,Chattanooga,SC,32,25–7,108.4,98.5,.7499,52.8,49.6,17,18,32.7,26.3,27,27.3,53.9,52.1,34.1,30.6,65.6,0.2
79,Northwestern,B10,30,14–16,106.2,96.8,.7422,49,50.8,14.1,19.3,25.6,25.1,25.1,34.8,47.2,47.7,34.6,36.8,68.8,-3.9
80,Belmont,OVC,31,24–7,107.4,98.0,.7413,55.8,49.4,16.9,21.1,24.7,27.5,26.2,23,61,48.3,32.7,34,70,-0.2
81,Wichita St.,Amer,28,15–13,103.3,94.3,.7394,46.7,47.3,18.7,20.1,32.3,28.3,31.7,30.4,46.7,47.2,31.2,31.6,68.1,-3.6
82,Rutgers,B10,31,18–13,104.6,95.6,.7365,49.5,48.3,17.3,18.2,29.3,27.1,26.9,28.8,49.1,46.5,33.6,34,66.1,-0.7
83,Maryland,B10,32,15–17,107.9,98.8,.7327,49.4,50.2,16.8,16.1,27.2,27.6,33.9,24.6,49.7,48.2,32.6,35.5,67.7,-3.8
84,New Mexico St.,WAC,29,23–6,106.1,97.5,.7262,52.2,45.5,20.7,16.9,33.3,26.2,35.4,27.8,54.1,45.8,33,30,67.3,0.7
85,Colorado,P12,32,21–11,104.3,95.9,.7243,50.4,47.7,19.8,17.6,30,24.8,35.1,27.3,47.9,47,37,32.6,68.3,-0.3
86,Cincinnati,Amer,32,17–15,104.2,95.8,.7241,46.9,45,15.2,17.9,30.1,29.6,29.6,34.5,46.7,44.2,31.4,31.2,68.6,-4.6
87,Toledo,MAC,32,25–7,109.6,100.9,.7217,53.5,47,14.9,15.4,30.6,27.4,28.7,23.5,53.4,47.1,35.9,31.2,69.9,-1.6
88,UNLV,MWC,31,17–14,106.6,98.2,.7210,49.1,48.4,17,17.2,27.1,25.9,30.7,30.8,48.6,48.8,33.2,31.9,67.3,-3.8
89,Iona,MAAC,32,25–7,106.5,98.2,.7172,50.7,46.4,17.8,19,31.6,29.4,37.6,34.1,51.1,46.9,33.3,30.3,70.3,-0.7
90,Richmond,A10,35,23–12,107.7,99.4,.7152,51.5,50.5,14.4,18.9,22.4,27.2,30.9,23.5,52.2,50,33.8,34.3,67.8,-1.6
91,Grand Canyon,WAC,29,21–8,103.9,95.9,.7149,49.9,43.5,19.2,18.6,34.8,28.4,31,33,48.3,45.1,34.8,26.9,66.6,-2.4
92,UCF,Amer,30,18–12,106.5,98.4,.7131,49.9,48.7,19.1,20.7,30.8,30.8,28.5,29.8,47.9,50,35,31.2,68.4,-1.7
93,Florida St.,ACC,31,17–14,105.2,97.3,.7126,49,52.2,18.1,21,31.7,31.1,30.3,30.4,48.7,50,33.1,36.9,68.8,-1.6
94,Drake,MVC,32,22–10,107.0,98.9,.7123,50.6,49.3,15.8,19.7,30.5,25.9,28.4,33.3,51.6,49.2,32.3,33,66.9,-2
95,Penn St.,B10,31,14–17,103.8,96.3,.7043,50.5,48.3,18.6,13.8,28.6,24.1,21.8,26.2,49.9,45.6,34.2,35.2,62.8,-3.9
96,Arizona St.,P12,31,14–17,99.8,92.7,.7007,47.1,46.3,17.3,19.6,24.9,30.3,21.2,32.3,47.7,46.1,30.7,31.1,68.3,-4.1
97,Mississippi,SEC,32,13–19,105.3,97.9,.6992,49.6,51.4,18,19.4,26.7,26.6,28.7,28,50,53.1,32.6,32.3,66.4,-7.1
98,Louisiana Tech,CUSA,31,21–10,105.0,97.9,.6922,51.9,48.2,16.9,19.3,26.1,28.1,31.1,28.1,52.5,47.4,34,33,69.4,-2.6
99,St. Bonaventure,A10,29,20–9,106.3,99.3,.6876,50,50.1,15.9,19.3,27.8,27.3,26.9,23,51.1,48.9,31.8,34.3,66.6,-0.5
100,Northern Iowa,MVC,29,18–11,108.7,101.7,.6838,52.6,53.8,16.3,18.3,21.2,21.4,34.3,23.1,53.3,54.4,34.4,35.4,68.3,-2.9
101,Bradley,MVC,30,16–14,102.8,96.4,.6778,51.1,46.9,19.9,18.2,31.9,23.5,27.3,30.2,51.1,46.1,34.1,32.2,68.3,-6.4
102,Middle Tennessee,CUSA,31,21–10,104.2,97.8,.6737,50.9,47.7,19.4,20.8,30.3,29.3,32.6,35.9,52.1,48.5,32.9,31,68.6,-3.2
103,DePaul,BE,31,15–16,106.1,99.8,.6689,48.8,48.8,17.4,16.8,31.7,28.5,33.4,26,49.4,47.8,31.7,33.7,69.7,-4.7
104,Minnesota,B10,30,13–17,106.2,100.0,.6665,50.7,51.2,14,15.8,17.7,27.5,23.6,23.3,48,51.6,36.8,33.7,66.1,-4.8
105,South Carolina,SEC,30,17–13,99.6,94.0,.6617,47.3,47.3,21.4,21.5,33.6,32.1,29.2,41.6,47.4,46.9,31.3,32,71.5,-1.1
106,Hofstra,CAA,30,19–11,109.3,103.1,.6601,53.4,54.4,14.7,20.4,23.3,26.9,21.7,26.3,55.6,52.1,33.8,38.3,69.9,-3.4
107,George Mason,A10,30,14–16,105.1,99.8,.6447,53,49.6,18,17.2,24.9,23.8,29,29.6,52.4,48.1,35.7,34.4,65.9,-8.1
108,North Carolina St.,ACC,32,11–21,109.5,104.0,.6420,47.9,53.4,14.5,18.3,30.3,31,29.1,29.4,45.9,53,34,36.1,68.1,-9
109,Liberty,ASun,30,19–11,105.1,99.9,.6417,55.5,48.3,18,17.1,22.2,22.8,28.4,31.4,54,46.3,38.1,34.2,66,-6.1
110,Utah Valley,WAC,30,18–12,102.0,97.0,.6401,50.6,45.4,22.1,15.6,32,24.5,38.1,28.3,48.7,46.6,36.8,29,66.8,-5.3
111,Louisville,ACC,32,13–19,102.6,97.7,.6377,48.8,50.3,18,16.3,27.3,24.9,25.1,30,50.5,49.1,30.9,34.9,68.2,-6.8
112,Stanford,P12,32,16–16,103.4,98.5,.6371,49.8,51.4,22.3,16.4,33.8,22.9,29.9,29,49.2,52.9,33.9,32.7,67,-3.2
113,Utah,P12,31,11–20,106.6,101.6,.6368,48.4,49.4,18.1,15.2,29.3,29.2,30,28.6,47.3,49.4,33.5,32.9,67.3,-9.4
114,Washington,P12,32,17–15,103.0,98.2,.6338,46.4,49.9,16.7,22.1,29.3,35.6,34.7,30.1,46.2,49.8,31.2,33.5,70.5,-4.4
115,Temple,Amer,29,17–12,101.4,96.8,.6307,45.4,45.5,18.5,17.2,32.7,29.3,39.7,31.7,44.7,46.3,31.1,29.4,67.3,-2.5
116,Boston College,ACC,33,13–20,103.7,99.3,.6215,47.8,51.5,17.9,18.7,29.9,25.7,29.6,31.5,48.5,49.8,30.9,36.4,66,-8.3
117,Morehead St.,OVC,31,20–11,103.0,98.7,.6192,52.4,46.5,20.4,17.3,30.7,29.5,29,23.7,51.6,45.3,35.8,32.6,65.6,-3.9
118,Stephen F. Austin,WAC,27,18–9,101.8,97.6,.6187,51.4,48.8,22.3,24.3,34.7,31.9,36.9,37.5,52.7,50.1,32.3,31.1,69.9,-3.1
119,Wofford,SC,30,17–13,105.9,101.6,.6153,53.9,53.8,17.7,19.7,26.9,22.2,28.2,28.6,55.5,53.3,34.8,36.2,65.1,-6.3
120,Princeton,Ivy,27,21–6,109.7,105.4,.6137,56.7,50.8,14.5,15.7,24.5,23.4,21.5,21.5,55.9,51.3,38.5,33.3,67.8,-2.1
121,Abilene Christian,WAC,29,19–10,102.0,98.1,.6103,47.8,51.3,17.5,28.6,27.8,31.6,38.5,48.8,48.3,51.1,31.4,34.3,71,-4.1
122,Nebraska,B10,32,10–22,105.1,101.1,.6097,50.3,51.5,17.1,18.3,20.6,31.4,33.3,29.4,51.8,51.2,32,34.7,72.4,-9.1
123,Rhode Island,A10,30,14–16,98.9,95.3,.6069,50.6,46.3,20.8,19.3,28.6,27.6,36.1,32.7,50.5,44.5,33.8,32.6,68.2,-8.5
124,Butler,BE,31,12–19,101.3,97.6,.6068,47.1,49.9,18.2,17.1,27.1,27.4,30.2,30.2,48.9,51.9,29.7,31.1,64.8,-5.3
125,Nevada,MWC,30,12–18,105.3,101.5,.6048,50.6,52.4,18.4,18.3,24.5,26.1,32,29.7,51.3,51.2,33,35.9,71.3,-7
126,Saint Peter's,MAAC,29,18–11,97.6,94.1,.6044,47.8,44.1,20.8,20.9,31.5,28,37.5,41,45.9,44,34.8,29.4,66.8,-5.6
127,Ohio,MAC,32,23–9,102.9,99.3,.5989,50.8,49.7,15.4,20.6,26.9,25.9,30.5,27.9,50.4,51.6,34.1,31,68.4,-3.5
128,Southern Illinois,MVC,30,15–15,101.4,98.0,.5984,51.5,49.7,18.1,18.7,23.2,23.3,29.1,27.6,50.6,50.2,35.1,32.4,63.1,-7.5
129,Western Kentucky,CUSA,30,17–13,105.2,101.6,.5980,52.8,50.7,17.6,19.9,25.1,30.4,31.3,16.5,52.1,48.6,35.9,35.6,69.7,-6.3
130,College of Charleston,CAA,32,17–15,104.6,101.1,.5974,50.3,51.2,20.9,19.1,35.7,25,30.4,37.6,50,51.3,33.9,34.1,74.6,-7.5
131,Delaware,CAA,33,21–12,106.8,103.2,.5972,53.5,49.3,18.4,18.5,26.8,31.2,34.6,29.3,54.2,47.5,35,34.9,67.6,-5.5
132,Florida Atlantic,CUSA,30,16–14,105.2,101.7,.5941,53.6,50.5,19.8,19.3,31.2,26,29.6,32.3,54.4,47.8,35,37.3,68.1,-8.1
133,California,P12,32,12–20,100.3,97.2,.5902,46.9,47.5,17.1,14.7,25.5,23.4,25.3,31.5,47.2,48.1,30.8,30.9,65.1,-8.8
134,Georgia Tech,ACC,31,11–20,100.3,97.4,.5847,49.6,50.1,18.9,18.8,25,28.1,25,31.5,48.6,51.4,34.4,32.1,69.1,-8.3
135,Longwood,BSth,28,22–6,105.6,102.6,.5811,51.7,50.6,18.2,20.1,33.6,24.5,35.9,26.8,48,53.6,38.6,31.1,66.8,-2.3
136,Colgate,Pat,33,22–11,106.4,103.6,.5778,55.9,49,16.9,16.2,26.5,24.8,26.8,24.3,52.7,48.2,40.2,33.7,68.2,-6.1
137,Seattle,WAC,30,21–9,99.0,96.4,.5776,48.3,46.4,16.3,20.5,26,25.6,28.8,40.5,47.1,46,33.1,31.4,71.4,-3.6
138,Texas St.,SB,25,18–7,105.0,102.2,.5769,51.3,50.8,19,22,30.8,29.1,32.6,34.5,48.8,49.7,38,34.9,64.7,-2.3
139,Kent St.,MAC,31,21–10,101.0,98.5,.5716,49.7,48.5,18.7,19.6,31,26.6,32.5,36,50.7,49.6,32.1,31.3,66.6,-4.5
140,Jacksonville St.,ASun,29,19–10,104.0,101.7,.5650,54.2,48,20,17.1,28.3,26.2,32.2,21.1,51.8,47.4,38.2,32.5,66.2,-5.2
141,Drexel,CAA,28,14–14,104.1,101.8,.5641,52,50.4,16.4,16.2,25.6,26.1,25.4,26.1,52,50.6,34.7,33.4,67.2,-7.7
142,Sam Houston St.,WAC,30,16–14,99.8,97.7,.5621,48.3,48.6,18.5,20.8,30.6,26.3,25,34.7,46.8,49.1,33.6,31.9,65.8,-7.1
143,Buffalo,MAC,28,17–11,105.7,103.4,.5616,51.6,48.2,18.6,15.8,37,27.9,25.6,29.4,51.6,48.3,34.4,31.9,72,-5.4
144,Montana St.,BSky,32,25–7,103.0,100.8,.5608,54.1,48.6,18.5,18.3,26.7,23.3,40.5,36.2,53.2,48.2,37.2,32.8,68,-2.8
145,Akron,MAC,31,22–9,104.8,102.7,.5594,52.8,49.3,17.7,17.6,29.1,26.3,40.1,26.2,52.4,47.8,35.6,34.7,63,-4.3
146,Saint Joseph's,A10,30,11–19,100.6,98.6,.5590,49.7,47.7,19.6,13.7,27,24.1,22.9,26.9,49,47.6,33.6,31.8,69.2,-11
147,Wagner,NEC,26,20–6,101.3,99.4,.5548,49.9,48.1,18,22.3,33.5,27.5,32.1,39.3,53,50.4,28.5,29.7,67.5,-2.5
148,UC Irvine,BW,23,13–10,97.9,96.1,.5531,47.6,44.1,20.6,17.2,29.9,27.6,29.7,31.2,47.4,46,32.1,26.6,66,-4.8
149,UC Santa Barbara,BW,26,15–11,103.3,101.5,.5526,53.5,48.1,19.3,19.5,28.4,27.2,37.2,30.4,55,48.2,33.4,32,66.4,-6.8
150,Appalachian St.,SB,30,16–14,101.0,99.1,.5520,48.1,49.7,15.8,18,26.6,26.1,26.9,21.9,46.7,50.2,33.3,32.6,65.2,-7
151,Gardner Webb,BSth,28,15–13,97.2,95.6,.5477,49.9,45.5,20,19,26.9,26.3,28.5,36.3,50.2,47.4,33,28.5,68.5,-7.7
152,Georgia St.,SB,25,15–10,100.8,99.4,.5409,45.1,49.7,16.9,22.7,32.8,30.7,30.2,32.8,43.1,45.4,32.3,37.9,68.2,-5.1
153,Yale,Ivy,29,18–11,99.8,98.4,.5390,50.1,48.9,18.3,18.2,25.6,26.5,32.7,31.1,50.5,51.1,32.9,30.4,69.8,-4.9
154,New Mexico,MWC,30,11–19,105.7,104.4,.5355,49.4,52,16.1,18,24,29.1,32.8,35.6,48.1,53.5,34.4,32.9,72.2,-9.6
155,UC Riverside,BW,26,14–12,100.0,98.8,.5341,50.7,47.1,18.4,16.1,22.4,22.4,26.9,28.2,52.2,47.8,32.3,30.2,66.3,-6.8
156,South Alabama,SB,26,15–11,101.8,100.6,.5339,51.7,47.3,19.4,20.8,26.7,31.5,31,30.7,51.9,46.7,34.2,32.1,67.6,-6.3
157,Tulsa,Amer,31,11–20,103.3,102.5,.5220,49.6,52.2,19,20.1,26.7,30.1,31,29,48.5,50.5,34.2,36.2,67.4,-10.6
158,East Tennessee St.,SC,30,13–17,107.3,106.5,.5212,51.8,53.1,17,16.6,30.6,31.1,21.7,26.1,51.1,54.7,35.1,34.2,66.4,-9.4
159,Monmouth,MAAC,34,21–13,101.5,100.8,.5201,47.5,47.3,17.3,17.8,29.4,27.9,36.9,33.6,46.3,46.6,33.1,32.3,67.2,-6.1
160,Missouri,SEC,32,11–21,101.5,100.8,.5191,47.1,50.8,21.6,17.9,31.4,29.7,29.9,35.6,49.4,49.7,28.1,35.1,66.7,-7
161,Mercer,SC,31,14–17,105.6,104.9,.5186,52.9,52.8,18.3,15.8,24.5,26.5,29.3,28.5,52.9,53.2,35.3,34.9,65.9,-9.7
162,Coastal Carolina,SB,25,12–13,102.0,101.4,.5175,49.7,46.1,20.5,16.9,33.9,29.8,32.5,26.3,47.6,48,35.7,29.3,66.9,-8.8
163,UTEP,CUSA,30,17–13,99.9,99.4,.5148,49,49.9,17,20.9,22.5,30.1,28.4,38.2,46.9,49.8,35,33.5,67.5,-5.9
