,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
31,Oklahoma St.,B12,28,20–8,109.0,92.2,.8728,52.1,47.2,21.4,19.3,31.9,30.2,36.4,30.5,52.8,46.9,33.8,31.7,72.7,4.9
32,Florida,SEC,23,14–9,110.4,93.4,.8726,52.5,47.5,20.7,20.6,30.8,31.6,33.8,34.8,51.9,48.4,35.7,30.6,69.5,1.2
33,Memphis,Amer,24,16–8,101.7,86.1,.8714,50.4,43.9,22.4,22.4,33.7,24.9,34.2,36.1,48.8,45.9,35.4,27.1,73.2,-1.1
34,Georgia Tech,ACC,25,17–8,112.7,95.6,.8687,53.9,52.2,15.9,22.8,24.8,29.9,29,28.9,54.8,50.7,34.9,36.7,68.6,1.8
35,Oklahoma,B12,25,15–10,111.1,94.6,.8643,50.8,48.9,15.8,18.7,27.3,27.5,29.1,22.8,50.8,46.3,33.8,35.4,68.5,0.3
36,Missouri,SEC,25,16–9,110.7,94.3,.8639,50.9,48.5,18.9,18.4,28.6,29.2,37.5,36.4,52.6,48.3,32,32.7,69.5,2.1
37,North Carolina,ACC,28,18–10,107.9,91.9,.8630,48.5,48.7,20.6,19.3,41.3,26.3,34.9,27.1,48.9,46.8,31.7,34.4,72.8,2.4
38,Duke,ACC,24,13–11,113.8,97.0,.8621,53.6,51.3,18.4,19.9,32.2,29,23.4,31.9,54.1,50.3,35.1,35.6,69.4,-1.8
39,Utah St.,MWC,27,19–8,104.4,89.0,.8610,49.8,45.6,19.7,19.7,35.3,21.3,29.4,26.1,49.6,42.9,33.6,33,69.9,-1.1
40,Maryland,B10,28,15–13,110.0,94.2,.8569,52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,52.8,46.4,34.9,34.3,66.3,0.1
41,Saint Louis,A10,20,14–6,110.4,94.8,.8527,51.8,48,17.6,19.6,36.4,22,30.5,36.3,51.4,46.8,35.2,33.3,68.8,-0.8
42,VCU,A10,26,19–7,104.2,89.6,.8505,50.9,45.8,20.7,23.6,28.5,31.4,34,35.4,51.7,45.9,32.9,30.5,70.9,1
43,Clemson,ACC,23,16–7,105.1,90.5,.8479,50.4,48.8,19.5,21.6,26.6,26.5,23.6,29.6,49.2,47.4,34.6,33.8,65.4,2.9
44,Penn St.,B10,25,11–14,111.4,95.9,.8477,47.9,53,16.3,19.7,31.9,24.8,27.8,33.5,45.8,53.9,33.8,34.5,70,-0.6
45,Mississippi,SEC,27,16–11,105.5,90.9,.8472,48.9,48.6,20.4,22.7,34.8,27.3,34.4,32.9,50.6,45.7,29.9,35.7,66,-1.3
46,Rutgers,B10,26,15–11,106.6,91.9,.8455,50.2,47.7,16.4,18.9,27.4,29.3,27.7,33.2,51.9,47.4,31.1,32.1,68.7,1.7
47,Utah,P12,25,12–13,111.8,96.6,.8438,53.1,51.2,18.4,19.6,23.6,29.5,28.8,27.3,53,49.6,35.5,36,68.5,-2
48,Syracuse,ACC,25,16–9,112.2,97.3,.8374,50.7,48.5,16,20.8,30.3,33.8,28.4,25.1,50.8,49.2,33.8,31.7,70.1,0.5
49,Seton Hall,BE,27,14–13,109.5,95.1,.8348,50,49.4,18.9,19.2,29.7,29.8,35.7,27.3,51.1,46.6,32.1,36.6,68,-1.2
50,Kentucky,SEC,25,9–16,106.8,92.8,.8343,47.1,46.7,19.8,17.9,32.6,30.5,34.5,29.7,45.5,46.6,33.7,31.2,69.3,-4.2
51,Virginia Tech,ACC,21,15–6,108.7,94.5,.8337,52.5,48.4,17.3,17.6,28.4,24.3,33.2,30.9,51.7,47.6,35.7,33,67.4,0.9
52,Stanford,P12,27,14–13,105.0,91.3,.8327,51.4,48.3,21,20.3,25.1,28.7,36.5,27,52.8,46.9,32.2,33.6,70.3,-0.6
53,Indiana,B10,27,12–15,107.9,94.0,.8302,48.5,48.8,17.2,17.6,25.5,27.4,41.5,33.5,48.5,48.1,32.4,33.4,67.2,-1.3
54,Colgate,Pat,15,14–1,112.4,98.0,.8288,57,45.6,13.7,16.6,28.2,25.4,31,25,55.4,49.4,40,26.1,72.8,0.4
55,Georgetown,BE,25,13–12,107.2,93.7,.8239,49.6,48,21.7,16.2,32.4,27.3,30.3,25.9,46.1,47.4,36.6,32.6,70.6,-1.1
56,SMU,Amer,16,11–5,108.0,94.8,.8167,51.4,46.3,20.1,20.2,30.5,29.1,31.3,35.4,51.8,43.4,33.9,34.1,70.5,0.2
57,North Carolina St.,ACC,23,13–10,109.9,96.7,.8130,52.7,51.5,18.6,22,29.9,32.5,32.1,29.3,51.9,50.5,36.3,35.6,69,-1.5
58,Xavier,BE,21,13–8,109.5,96.5,.8089,52.1,47.6,15.8,16.4,26.8,27.3,25.9,23.5,54.3,45.7,32.5,33.8,69.3,-0.8
59,Richmond,A10,20,12–8,109.7,97.2,.8018,53,52.4,15,21.3,19.5,27.9,30.8,28.9,53.9,54.8,34.3,32.2,70.2,-1.6
60,Wright St.,Horz,24,18–6,106.9,94.7,.8001,54.4,45.1,18,16.7,34.2,25.1,34.5,21.8,53.8,44.8,37,30.6,72.3,-3.5
61,Minnesota,B10,29,14–15,107.5,95.3,.7993,45,49.7,15.6,19,29.2,31.4,36.7,34.3,46.7,48.3,28.4,35.2,71.3,-1.2
62,Boise St.,MWC,25,17–8,107.7,95.5,.7992,52.1,48.7,16.5,20.2,27.3,23.8,34.4,28,52.4,48.5,34.4,32.6,70.2,-0.8
63,Providence,BE,26,13–13,107.6,95.6,.7957,48.3,48.6,17.2,16.8,29.1,29.9,31.6,30.1,48.5,50.6,32,29.7,67.7,-2.1
64,Louisville,ACC,20,13–7,106.3,94.5,.7956,47.8,48.4,17.2,16.6,32,26.2,32.1,29.8,48.4,50.3,30.8,30.5,67,1.2
65,UC Santa Barbara,BW,24,20–4,108.1,96.2,.7918,53,47.7,16.5,20.8,28.2,24.5,35.5,28,53.4,46.6,34.8,33.4,66.6,0.1
66,Michigan St.,B10,27,15–12,105.4,94.1,.7864,47.9,47.8,18.9,15.4,30.4,26.1,31.4,37.1,47.8,48.1,32,31.5,69.6,1.2
67,Saint Mary's,WCC,23,14–9,99.9,89.3,.7850,47.6,47.6,17.1,18.8,26,22,27.7,27.7,49.8,45.9,29.3,34.8,64.6,-0.6
68,Drake,MVC,27,23–4,112.2,100.2,.7849,54.5,48.4,15.2,18.8,31.6,24.9,25.2,29.7,54.4,49.7,36.6,30.8,67.6,1.8
69,Marquette,BE,27,13–14,107.5,96.1,.7836,50.6,47.7,20.9,15.9,29.1,28.3,35,30,51.9,45.8,32.3,33.9,68.8,-2.2
70,Davidson,A10,20,12–8,112.5,100.8,.7803,55.5,49.3,17.3,16.2,28.3,22.2,27.1,28.9,56.9,48.7,36,33.4,64.2,-2.3
71,Auburn,SEC,27,13–14,109.7,98.3,.7801,51.2,49.6,21.9,18.5,35,31.7,36.2,31.6,53.1,49.9,32.6,32.7,72,-2.2
72,Buffalo,MAC,23,15–8,106.8,95.7,.7796,51.1,46.2,18.4,17.6,37.4,26.8,30.4,29.5,51.1,48,34,28.3,74.4,-3.4
73,Wichita St.,Amer,19,14–5,109.4,98.0,.7791,47.6,47.1,15.9,18.1,29.8,33.4,38.2,29.7,44.7,47.6,34.5,30.8,68.4,1.3
74,Mississippi St.,SEC,29,15–14,105.4,94.5,.7786,49.6,47,21.9,17.5,36.4,27.6,32.9,24.1,49.4,45.9,33.6,32.3,66.6,-3.1
75,Toledo,MAC,29,21–8,112.9,101.4,.7743,54.3,48.3,15.5,17.4,29.6,30.7,28.5,23.4,52.5,51,37.7,29.5,70,-2
76,St. John's,BE,27,16–11,109.9,98.9,.7714,50.4,52.6,16.8,21.9,29.2,30.3,28.6,31.8,49.8,53.3,34.4,34.2,74.8,-0.8
77,Oregon St.,P12,28,16–12,109.1,98.4,.7666,48.7,50.4,17.2,18.5,29.8,29.4,34,38.2,46.9,52.5,34.6,31.4,66.1,0.4
78,Ohio,MAC,22,15–7,111.8,101.0,.7627,55.8,51.1,17,20,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,70.3,-2
79,Washington St.,P12,27,14–13,101.2,91.5,.7607,47.9,46.6,21.6,18.5,30.7,26,34.7,32.7,45.7,46.4,34.1,31.3,68.9,-2.7
80,Colorado St.,MWC,23,17–6,105.4,95.3,.7593,54.9,47.5,20,19.9,24.6,26,33.9,27.8,55.7,49.6,36,29.9,70.2,0.1
81,North Texas,CUSA,25,16–9,103.8,94.0,.7576,54,45.7,20.4,21.4,27.9,26.9,27.2,31.7,52.9,44.8,37.3,31.6,64.2,-2.4
82,Northwestern,B10,23,8–15,103.6,94.2,.7479,50.3,50.2,17.2,17.9,19.9,25.9,26.8,33.7,49.1,50.5,34.6,33.2,69.5,-3.1
83,Notre Dame,ACC,26,11–15,113.0,102.9,.7462,53.9,50.8,15.7,12.8,22,29.8,25.9,19.7,52.9,48.5,36.8,36.6,68.2,-3.7
84,Arizona St.,P12,25,11–14,107.6,98.1,.7426,49.2,52.5,15,20.7,21.4,30.1,33.3,36.1,48.8,51.5,33.3,36.2,73.9,-2.9
85,Abilene Christian,Slnd,23,19–4,101.1,92.5,.7347,52.9,45.4,19.4,26.7,30.6,27.9,34,42.5,50.8,46.3,37.7,29.1,70.8,-1
86,UAB,CUSA,27,20–7,102.3,93.6,.7344,48.6,47,15.6,23.6,29,25.4,29.9,27.1,49.4,46.1,31.1,32.4,68.4,-2.6
87,Winthrop,BSth,24,23–1,104.8,96.1,.7315,53,49,19.5,22.5,35.6,22.2,35.7,33.8,53,49.2,35.3,32.4,74.7,1
88,Louisiana Tech,CUSA,27,20–7,101.9,93.4,.7315,50.5,45.6,18.4,18.8,27.1,23.4,35.3,26.4,49.7,46.4,34.6,29.6,70.5,-1.5
89,Furman,SC,22,13–9,108.9,100.3,.7207,56.7,51.5,17.8,20.5,26.3,27.4,25.8,28.7,60.8,51.5,34.8,34.3,69.1,-4.6
90,Grand Canyon,WAC,20,14–6,103.6,95.6,.7175,52.8,44.7,20.4,16.5,33,22.8,34.5,29.4,55.4,44.8,32.2,29.7,66.2,-2.9
91,Dayton,A10,23,14–9,106.5,98.2,.7164,55.5,48.4,21.4,17.5,23.7,28.4,34.5,26.7,55,48.7,37.4,31.8,66.7,-2.1
92,Eastern Washington,BSky,22,15–7,107.9,99.7,.7145,54.1,47.5,16.5,16.5,23.9,25.6,30.4,27.7,54.2,47.6,35.9,31.6,73.1,-3.1
93,Liberty,ASun,24,19–5,109.1,100.8,.7132,57.4,48,15.6,17.3,23.1,22.4,25.5,29.6,56.8,47.8,38.8,32.2,64.4,-1.7
94,Pepperdine,WCC,22,10–12,107.0,98.9,.7127,50.5,50.2,17.9,17.7,23.1,27.8,32.7,34.3,51.5,55.4,32.5,27.8,72.2,-3.9
95,Western Kentucky,CUSA,27,20–7,104.6,96.9,.7076,51,48.9,21.2,19,32.1,24.4,36.2,22.2,50.6,45.8,34.5,35.8,69,-0.3
96,Nebraska,B10,26,6–20,100.6,93.3,.7029,48.2,49.8,19.7,18.1,23.1,28.9,31,28.4,47.1,52.1,33.2,31.3,73.1,-7
97,UCF,Amer,23,11–12,105.3,97.9,.6984,50.1,49.3,21.6,19.5,28.2,31.5,30.7,33.6,47.9,49.4,35.5,32.7,67.9,-3.1
98,Loyola Marymount,WCC,22,13–9,105.8,98.4,.6982,51.7,50.8,23.4,17.3,32.6,20.7,41.3,34.8,52.2,50.3,33.8,34.5,67.3,-2.3
99,Massachusetts,A10,15,8–7,105.3,97.9,.6979,50,50.9,16.3,19.9,24.3,25.6,34.2,33.4,50.9,51,32.6,33.8,72.6,-3.7
100,San Francisco,WCC,25,11–14,104.7,97.3,.6977,51.3,49.8,16.9,19.9,24.8,24.7,21.4,39.9,51.5,50.1,34,32.6,69.4,-5.9
101,Marshall,CUSA,22,15–7,107.9,100.4,.6964,54.8,49.9,16.3,19.8,23.8,28.2,24.2,27.5,55.5,47.7,36,35.9,73.9,-2.6
102,Georgia,SEC,25,13–12,107.0,99.6,.6942,50.7,52.5,21.5,21.6,32.8,32.3,34.3,31.4,51.8,53.3,32.3,34.2,74.2,-2.3
103,Pittsburgh,ACC,22,10–12,106.5,99.2,.6939,48.8,50,18.3,17.5,34.5,26.1,36.9,33.2,47.8,51.1,33.9,32.2,69.7,-3.9
104,UC Riverside,BW,22,14–8,102.6,95.6,.6915,52.5,45.8,17.6,16.4,26.1,23.8,22,28.6,50.3,44.7,36.9,31.9,67.7,-4.3
105,Missouri St.,MVC,22,15–7,106.1,98.9,.6912,54.2,47.5,18.2,14.2,23.8,22.2,30.6,28,55.2,46.4,35,33,69.9,-2.6
106,Nevada,MWC,25,15–10,106.6,99.5,.6895,51.3,48.4,18.3,17.8,24.3,24.3,38.9,41.4,50,46.9,35.5,33.6,71.2,-2.8
107,Belmont,OVC,29,25–4,108.2,101.0,.6884,56.3,49.3,16.6,20.4,26.4,27.2,27.9,24.6,59.4,48.2,34.7,34,71.9,-1
108,UC Irvine,BW,25,16–9,99.2,92.9,.6804,47.3,45.6,18.9,18.2,31.1,24.7,29.1,28.1,46.7,43.2,32.9,32.9,68.7,-3.4
109,Vanderbilt,SEC,25,9–16,107.5,100.9,.6753,51.2,52.1,19.9,19.8,28.3,28.6,32.9,33.7,50.2,52.9,34.9,33.8,69.4,-6
110,Rhode Island,A10,25,10–15,102.8,97.1,.6586,49.2,47.9,19.7,17.5,30,26.7,38.9,33.5,50.3,46.8,31.2,33,70.3,-6.9
111,TCU,B12,26,12–14,104.5,99.5,.6371,49.9,50.7,20.9,17,28.9,29.3,32.4,29.3,49.5,51,33.8,33.5,67.9,-3.8
112,Vermont,AE,15,10–5,105.5,100.6,.6357,53.3,47,18.1,19,26.6,23.2,33,33.5,54.4,47.1,34.4,31.2,67.3,-3.8
113,Duquesne,A10,18,9–9,100.8,96.0,.6356,47.6,47.3,19.5,19.6,31,30.1,31.6,35.5,49.3,50.3,29.9,28.4,69.9,-4.3
114,Pacific,WCC,17,8–9,101.4,96.7,.6330,47.9,51.6,16.5,18.2,27.5,23.6,26.9,33.2,49.1,50.8,29.8,35.1,67.5,-3
115,Akron,MAC,21,13–8,106.6,101.9,.6282,51.5,48.6,17,16.4,30,28.8,30.7,27.3,52.7,49.3,33.4,31.6,69.4,-3.1
116,South Dakota St.,Sum,22,15–7,109.3,104.5,.6266,56.5,51.2,17.3,15.3,24,21.1,38,26.3,53.9,49.9,40.9,35.5,72.2,-2.8
117,UNC Greensboro,SC,29,21–8,101.6,97.4,.6195,48.2,48.1,15.6,21,32.4,25.9,23.8,36.4,50.3,48.3,30,31.9,69.2,-3.4
118,Kent St.,MAC,22,14–8,104.4,100.1,.6177,50.8,49.6,19.3,17.6,34.2,28.6,28.1,27.9,51.3,47.5,33.5,35.3,70.6,-2.8
119,California,P12,28,8–20,103.5,99.4,.6138,49.4,53,19.3,17.6,24.3,25.1,34,34,49.5,51.1,32.9,37.9,66,-7.5
120,Cincinnati,Amer,23,12–11,101.4,97.8,.6023,48.4,49.6,20.5,18.6,29.1,25.3,33,37.8,49.4,49.2,31.1,33.6,71.9,-2.9
121,Indiana St.,MVC,24,14–10,101.1,97.5,.6008,48.9,51.5,18.3,21.7,25.2,27.7,36.3,28.3,47.9,52.6,33.8,33.1,67.9,-3.7
122,DePaul,BE,19,5–14,97.3,94.3,.5875,46.1,48,22.1,20.1,31.8,31.6,23.7,35.3,45.7,49.1,31.5,30.9,71.1,-6
123,Tulsa,Amer,21,9–12,100.2,97.3,.5840,49,48.5,20,21.7,26.5,32.1,33.1,35.1,51.6,46.6,30,34.1,66.9,-5.3
124,South Carolina,SEC,21,6–15,102.3,99.4,.5812,46.7,53.2,19.8,22,32.2,31.3,27.9,39,47.2,52,30.5,36.8,75.4,-5.5
125,Weber St.,BSky,20,14–6,106.0,103.0,.5809,56.4,49.9,17.2,18.9,22.4,24.5,36.8,32.2,57.3,48.3,36.6,35.2,72.7,-3.2
126,UTEP,CUSA,21,9–12,102.8,99.9,.5802,47.5,49.6,16.1,18.9,24.7,25.4,29.9,40.7,46.5,48.6,32.8,34.6,68.5,-6.4
127,Butler,BE,25,10–15,101.2,98.4,.5793,47.5,53,17.3,18.6,26,25.2,29.4,28.5,46.8,53.4,32.3,35,65.5,-3.8
128,Temple,Amer,16,5–11,100.3,97.8,.5743,46.7,47.3,19.5,16,25.9,28.1,38.9,31.7,43.8,44.8,34.2,34.3,69.2,-6.2
129,East Tennessee St.,SC,23,11–12,101.5,99.0,.5696,50.3,50.4,20.3,19.8,30.5,26.5,29.8,31.6,49,49.3,34.9,34.4,66.7,-7.2
130,Drexel,CAA,19,12–7,106.1,103.7,.5663,54.3,49.6,19.6,16.4,29.4,24.3,28.5,27.2,53.5,50.4,37.2,32.1,65.3,-4.5
131,Texas A&M,SEC,18,8–10,100.5,98.2,.5662,47.7,53.1,22.4,22.7,32.8,30.1,33.7,29.6,49.5,55,30,34.1,65.8,-4
132,Mercer,SC,26,15–11,105.3,102.9,.5661,54.3,50.2,18,16.8,26.1,26,24.8,27.1,53.9,52.1,36.6,31.4,68.8,-6.2
133,George Mason,A10,21,12–9,100.2,98.0,.5643,48.7,50.3,17.6,19.3,30.3,22.9,29.3,28.6,48.5,48.4,32.7,35.7,69.2,-4
134,Miami FL,ACC,27,10–17,100.8,98.7,.5611,47.4,52.5,18.4,17.9,27,26.3,32.8,19.8,48.9,49.7,29.5,37.8,68.8,-6.5
135,Wofford,SC,22,13–9,105.2,103.0,.5596,54.9,52,18.9,18.6,25.5,28,24.3,25.4,56.6,52.2,35.6,34.5,66.7,-4.7
136,New Mexico St.,WAC,17,9–8,104.7,102.6,.5595,49.4,49.5,18.3,18.6,34.3,26.5,31,34,50.8,50.5,31.9,31.8,64.9,-5.5
137,James Madison,CAA,17,10–7,104.1,101.9,.5593,50.5,49.6,16.7,20.8,27.9,28.2,40.8,33.4,50.9,50.3,33.3,32.6,72.9,-4.5
138,South Dakota,Sum,24,13–11,106.4,104.2,.5587,53.2,49.5,15.4,15.4,21.7,24.4,33.1,35.3,50.5,47.3,39.1,35.4,70.1,-6.9
139,Morehead St.,OVC,28,21–7,98.1,96.1,.5585,51.9,47,22.9,18,31.3,24.9,36.8,23.1,51.8,47.6,34.7,30.7,66.5,-1.9
140,Navy,Pat,18,15–3,103.8,101.7,.5582,50,52.4,18.2,22.4,32.2,25,33,32.5,50.6,53.7,32.6,33.6,67.6,-0.5
141,Iona,MAAC,17,12–5,100.7,98.8,.5561,51.2,45.6,22.5,19.6,33.5,26.2,36.1,46.3,49.9,45.8,35.5,30.1,69.3,-3.2
142,Bryant,NEC,20,14–6,103.8,101.8,.5551,53.7,46.4,20.6,17,29.4,30.1,34.6,27.2,51.3,48.3,38.1,28.9,74.9,-3.9
143,Santa Clara,WCC,19,11–8,98.9,97.1,.5518,47.7,47.4,17.8,16.9,23,24.9,39.9,30.1,49,47.2,29.9,31.9,71.8,-2.9
144,Stephen F. Austin,Slnd,18,13–5,103.1,101.5,.5453,55,50.9,23.5,24.5,36.7,27.4,44,42.2,57.1,50.5,32.2,34.5,70.6,-2.6
145,Georgia St.,SB,20,14–6,105.5,103.9,.5431,51.3,48.8,16.8,19.7,30.9,32.5,32.6,34.6,51,47.2,34.5,34.1,71.6,-3.3
146,Southern Utah,BSky,19,15–4,107.2,105.7,.5423,52.4,51.7,16,17,29.2,23.9,39.4,31.2,54,50.4,33.4,35.8,71.2,-1.4
147,Cal St. Bakersfield,BW,24,13–11,102.2,100.8,.5394,48.4,50.6,19.6,20.6,38.5,25.7,26.9,42.3,47.6,49.4,33.8,34.9,64.7,-5.8
148,Bradley,MVC,26,10–16,102.4,101.0,.5385,49.9,51.1,18.9,17.8,28,26.2,22.6,30.2,51.6,46.4,31.4,38.1,67,-9.6
149,Murray St.,OVC,24,11–13,103.2,101.9,.5382,54.7,49.7,19.3,19.4,27.6,26,26.1,31.4,54.5,50.1,36.6,32.7,67.2,-10.3
150,Chattanooga,SC,24,16–8,102.5,101.2,.5348,50.4,51.9,15.9,18.8,22.6,25.1,28.1,23.4,48.6,52.2,35.4,34.3,67.7,-4.2
151,Jacksonville St.,OVC,25,16–9,103.8,102.9,.5259,52.5,48.1,19.9,15.7,32.2,28,31,25.5,52.8,47.5,34.6,32.7,67,-5.1
152,Bowling Green,MAC,24,13–11,104.5,103.7,.5243,48.1,51.5,13.7,19.1,30.3,29.2,28.9,30.1,48.4,51.7,31.8,34.1,71.4,-5.5
153,North Dakota St.,Sum,27,15–12,101.6,100.7,.5238,50.4,49.9,18.7,13.8,28.7,19.7,33.6,26.3,49.9,49.5,34.1,33.7,65.8,-6.8
154,Ball St.,MAC,23,10–13,102.1,101.2,.5237,51.3,48.9,19.7,17.2,27.8,30.5,28.7,35.7,51.4,50.4,34.2,31,71.8,-7.5
155,Oral Roberts,Sum,23,13–10,107.5,106.7,.5219,53.6,50.4,15.7,18.2,23.2,33,27.8,33.1,49.7,49,38.8,35.6,72.3,-4.9
156,Old Dominion,CUSA,22,14–8,100.4,99.8,.5179,48.6,50,18.5,19.5,27.9,25.9,31.3,29.4,50.6,47.6,29.4,35.5,68.4,-3
157,Washington,P12,26,5–21,101.4,100.7,.5178,48.9,51.2,19.2,17.2,23.4,34.4,26.2,34.7,48.3,50.6,33.2,34.9,72,-8.3
158,Boston College,ACC,20,4–16,103.0,102.4,.5165,49.8,55.5,19.1,18.7,25.4,28.7,29.7,29.1,50.1,56.9,33,35.3,72.5,-7.5
159,Wake Forest,ACC,21,5–16,101.1,100.7,.5127,49,54.5,20,17.9,26.2,25.9,28.5,32.1,45.9,52.8,35.1,38.3,67.7,-7.1
160,Kansas St.,B12,28,9–19,98.4,97.9,.5126,47.2,53,22.3,19.7,29.9,27.9,27.9,32.2,48.7,52,30,36.3,66.7,-7
161,Northeastern,CAA,19,10–9,97.4,97.0,.5120,51.6,48.3,19.5,17.2,20.2,26.3,26,29.3,50.4,48.3,35.4,32.3,68.2,-4.4
162,UMBC,AE,20,14–6,99.3,99.0,.5090,50.3,46.5,18.8,17.9,25.8,24.3,36.6,25.6,49.8,44.5,34.1,32.9,69,-3.8
163,Tulane,Amer,23,10–13,97.5,97.3,.5074,44.2,49.7,16.6,22.1,22.9,30.6,36.6,30,44,46.7,29.8,35.8,68.3,-5.9
164,Miami OH,MAC,22,11–11,104.5,104.2,.5071,50.5,51.8,16.3,18.1,27.9,29,25.5,27.4,48.1,51.1,36.2,35.3,66.7,-6.4
