,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
14,Michigan,B10,34,27–7,114.3,92.5,.9195,54.4,48.4,13.9,19.4,26,24.4,30.3,30.2,54.3,47,36.4,34.3,65.7,6.9
15,Florida,SEC,32,20–12,116.0,95.2,.9071,51.1,48.9,14.3,20.1,28.8,30.8,33.1,31.7,47.5,46.6,37.5,35.7,68.3,1.4
16,Creighton,BE,31,20–11,117.3,97.0,.8983,58,50,15.4,15.8,21.8,24.7,27.1,24.2,59.3,50.1,37.6,33.2,72.3,2.1
17,Butler,BE,33,20–13,115.4,95.5,.8972,53.8,52,15.7,19.8,27.3,24.7,26.3,35.1,54.1,49.6,35.6,37.4,69.4,1.7
18,Auburn,SEC,32,25–7,117.0,97.1,.8955,51.8,49.5,16.7,20.8,33,28.3,39.9,38.4,49.4,47.1,36.6,35.4,73.7,4.3
19,Houston,Amer,33,26–7,114.6,95.1,.8953,53.9,45.8,17.8,19.4,34.7,25.8,32.2,41.1,51.4,43.8,38.7,32.7,69.4,2.5
20,Kentucky,SEC,34,24–10,115.1,95.7,.8934,51.7,46.9,18.6,17.1,35.6,31.3,42.8,32.2,50.9,48.4,36.1,29.9,70,4.3
21,Penn St.,B10,34,21–13,112.5,93.7,.8910,52.3,48.4,17.6,19.9,31.5,27.5,31.1,33,49.8,46.5,38.4,34.9,69.1,-0.5
22,Seton Hall,BE,32,21–11,116.5,97.4,.8865,52.8,49.9,17.9,17.9,34.2,28.5,34.6,28.9,52,49.8,36.4,33.4,70.7,2.5
23,Clemson,ACC,32,23–9,111.6,93.7,.8820,52.7,47.6,17.9,17.7,27.4,26.7,34.1,27,51.2,44.3,36.6,35.5,67,4
24,TCU,B12,32,21–11,120.4,101.1,.8814,56.9,52.7,17.7,17.6,34.5,25.9,34.1,30.7,55.2,50.4,40,37.9,70.1,2.2
25,Wichita St.,Amer,32,25–7,120.4,101.5,.8763,55.3,49.3,16.4,16.4,35.2,22.7,35.1,33.1,53.8,45.8,38.5,36.3,70.2,3.4
26,Texas A&M,SEC,32,20–12,110.3,93.6,.8692,51.1,46.4,19.2,15.9,34.3,28.3,32,29,52.1,45.1,32.7,32.4,70,1.9
27,Miami FL,ACC,31,22–9,112.6,95.5,.8685,53,48.8,16.5,18.9,29,28.3,29.1,28.4,52.2,48.7,36.3,32.6,68.3,2.7
28,Missouri,SEC,31,19–12,113.0,96.3,.8632,54.5,46.6,20.7,16,30.8,28.3,38.2,29.4,50.8,45.6,39.2,32.3,66.8,0.4
29,Arizona,P12,34,27–7,117.4,100.1,.8623,56.6,49.3,17.6,16.7,33.2,25,37.6,31.8,56.6,47.4,37.7,35.2,68.5,3.8
30,Kansas St.,B12,33,22–11,112.3,95.8,.8614,53.5,49.5,17.2,21.4,26.1,32.2,33.6,36.6,54.6,49.3,34.4,33.2,66.5,2.5
31,Texas,B12,33,19–14,108.6,92.7,.8613,49.8,47.9,17.1,18.3,29.4,29.5,33.2,26.1,51.4,47.1,31.5,33,66.7,1.3
32,Maryland,B10,31,18–13,114.0,97.4,.8594,54.3,47.5,20.4,16.3,31.4,28.2,37.9,24,53.9,45.6,36.8,33.8,67.5,-0.6
33,Louisville,ACC,33,20–13,111.7,95.7,.8555,52,46.8,16.7,18.9,29,31.3,32,29.8,50.1,45.2,37,33.3,70.8,0.5
34,Oklahoma,B12,31,18–13,115.9,99.3,.8552,53.8,51.2,17.3,17.1,27.9,30,33.1,25.6,53.4,49.5,36.3,36.1,77,1.1
35,Arkansas,SEC,34,23–11,117.0,100.3,.8546,54.2,50.2,15.3,19.4,29.4,31.6,37.3,41.4,51.4,48,40,35.5,71.1,2.8
36,Florida St.,ACC,31,20–11,114.5,98.4,.8517,53.9,48.9,17.6,19.1,33.2,30.1,36.1,30.7,54.6,45.5,35.1,36.4,73,1
37,Saint Mary's,WCC,33,28–5,119.2,102.4,.8516,58.5,48.8,15.1,15.1,27.7,23.1,31.2,25.6,57.4,49,40.4,32.3,64.9,1.3
38,Nevada,MWC,34,27–7,118.0,101.5,.8501,54.9,49.2,13.9,18.2,27.4,29.1,37.1,30.7,51.6,50.7,39.8,31.2,70.9,2.5
39,Virginia Tech,ACC,32,21–11,114.4,98.4,.8495,57.5,49.9,16.9,18.4,23.5,29.1,36.5,28.7,57.3,48.6,38.5,34.5,70.3,1.3
40,USC,P12,34,23–11,114.3,98.5,.8481,53.6,50.7,15.3,19.3,30,28.9,29.8,26.5,52.2,49.6,37.4,34.8,68.9,-0.4
41,Oklahoma St.,B12,33,19–14,112.4,96.8,.8480,50.4,50.2,18.8,20.2,34.2,30.9,31.2,35.5,49.5,47.4,34.6,37,69.7,0.1
42,Baylor,B12,31,17–14,110.2,95.2,.8433,51.4,47.7,19.6,17.1,35.3,29.4,32.4,30.8,50.9,46.5,35,33.1,67.4,0.1
43,Marquette,BE,32,19–13,119.5,103.3,.8426,56.6,53.7,17,17.7,27.3,29,28.4,38.3,52.1,53.7,41.5,35.9,70.2,1
44,San Diego St.,MWC,31,21–10,110.6,95.7,.8399,52,48.8,17,19.3,31.8,25.3,34.3,29.2,52.3,48.3,34.3,33.1,70,-1.6
45,Notre Dame,ACC,33,19–14,114.4,99.3,.8360,51.6,50,14.8,16.6,30.8,28.5,31.6,22.3,49.6,47.7,36.4,35.9,66.5,-0.6
46,Arizona St.,P12,31,20–11,117.2,102.1,.8299,53.9,50.7,14.6,20.4,28.1,30.7,41.9,32.3,53.3,50.4,36.4,34.1,72.9,-1.2
47,Nebraska,B10,32,22–10,110.1,96.2,.8254,49.4,47,16.3,18.3,30.2,33.7,38.4,26.4,47.9,46.5,34.9,32.1,68.9,1.9
48,Syracuse,ACC,33,20–13,106.3,93.0,.8228,47.2,46.8,19.1,19.6,35.1,29.3,40.2,31.3,46.7,44.8,32.1,32.8,64.5,-0.4
49,Rhode Island,A10,32,25–7,110.2,96.5,.8217,51.5,50.1,15.5,22.9,31,27.5,30.5,40.7,51.1,50.3,35,33.1,69.9,1.6
50,Boise St.,MWC,30,22–8,109.5,95.9,.8212,54.2,48.6,18.7,16.3,29,18.3,30.5,29.2,52.3,48.3,37.9,32.8,69.8,-0.4
51,Davidson,A10,32,21–11,116.7,102.5,.8153,57.7,51.2,14.5,16.2,22.7,23.4,24.5,28.6,56.8,50,39.1,35.2,65.4,-2.8
52,North Carolina St.,ACC,32,21–11,114.8,101.1,.8116,53.3,51.5,16.9,20.7,33.6,31.9,33.9,32.6,52.1,53.5,37.2,31.6,72.8,0.9
53,New Mexico St.,WAC,30,25–5,106.9,94.2,.8097,51.8,45.5,17.4,19.3,34.2,22.8,29.1,33.6,52.3,45,34,30.8,69.3,1.3
54,Middle Tennessee,CUSA,30,23–7,109.0,96.1,.8093,52.4,48.8,18.4,19.5,31,22.5,30.7,41.8,51,50.2,36.8,31,67.7,0.8
55,Mississippi St.,SEC,32,21–11,108.8,96.1,.8061,52.2,48.3,19.3,19.9,31.5,30.4,32.2,31.2,56,47.3,30.6,33.2,69,0
56,Alabama,SEC,34,19–15,107.0,94.8,.8007,51.6,47.2,20.1,18.7,29.1,30.6,41.5,36.8,53.2,46.8,32.5,31.9,70,-1.1
57,Providence,BE,34,21–13,108.7,96.5,.7982,49.6,50.1,17.6,18.9,29.4,28.9,39.2,31.4,49.5,51.3,33.3,32.1,68.3,2
58,LSU,SEC,31,17–14,114.8,101.9,.7980,54.6,52.7,16.6,19.6,29.6,31.2,32,32.9,55.7,52.7,35.3,35.1,69.2,-1.9
59,Loyola Chicago,MVC,32,27–5,109.0,96.8,.7976,57.8,47.3,18.8,20,22.1,25.9,33.2,25.7,56.5,46.3,40,32.6,66.5,2
60,UCLA,P12,32,21–11,114.7,101.9,.7957,53.8,49.4,16.2,14.7,28.6,27.2,35.9,29.5,51.3,47.4,38.3,34.9,71.6,-0
61,Georgia,SEC,33,18–15,107.4,95.5,.7935,47.5,45.6,19.2,14.5,34.8,28.9,40.1,27.7,47.4,43.1,31.8,33.2,65.6,-1.1
62,South Dakota St.,Sum,30,24–6,114.0,101.6,.7899,54.5,50.2,13.8,14.3,24.7,22.9,35.8,25.5,51.2,49.8,39.2,33.8,71.4,0.6
63,Utah,P12,30,19–11,110.6,98.8,.7871,54,48.3,17.7,17.8,24.4,28.9,34.9,30,53.2,46.6,36.6,34,67.3,-1.5
64,Western Kentucky,CUSA,33,23–10,112.5,100.5,.7865,54.4,49.5,16.9,18.5,28.7,29,41,23.3,54.6,46.7,35.9,36.3,69.7,-1.2
65,Louisiana Lafayette,SB,31,25–6,112.3,100.3,.7846,53.1,48.9,18.2,19.6,35.5,27.7,38.5,35.5,52.8,47.9,35.8,34,71.4,-0.5
66,Old Dominion,CUSA,32,25–7,107.2,95.9,.7839,50.7,47.7,15.5,21.6,32.3,26.2,33,30.3,49.3,45.6,35.7,33.8,66,-0.9
67,St. John's,BE,32,15–17,106.0,95.3,.7726,49.2,50.3,16.4,22.2,23.6,32,30.4,34.4,48.8,46,33.3,37.4,70.5,-2.9
68,Oregon,P12,34,22–12,110.5,99.4,.7721,52.7,49.8,16.9,19,30.9,26.4,30.2,36.8,52.6,47.6,35.2,35.5,68.2,-2.3
69,South Dakota,Sum,30,22–8,108.4,97.9,.7636,52.5,48.2,15.8,20,29.7,27.2,35.4,29.3,51.9,47.2,36,33.3,71.3,-1.8
70,Buffalo,MAC,33,25–8,113.6,102.6,.7628,54.8,48.5,16.6,18.2,32,28.6,30.3,40.4,54.2,47.7,37.2,33.3,74,-1.3
71,Fresno St.,MWC,30,19–11,109.5,99.1,.7583,54.5,49.6,17.4,18.8,26.6,24.6,38.4,39,52.7,46.7,39,36.8,67.7,-3.8
72,Georgetown,BE,30,15–15,110.3,100.0,.7566,51.8,50.8,20.7,17,31.3,26,38.3,28.3,50.1,49.9,36.6,34.8,71.4,-3.5
73,Indiana,B10,31,16–15,108.7,98.6,.7548,51.1,50.8,18.2,19.7,31.8,29.5,36.4,32.2,52.5,48.4,32.2,36.7,67.7,-2.8
74,Northwestern,B10,31,14–17,108.9,98.9,.7530,49.5,51,17.8,19,29.4,27.7,29.1,37,47.1,48.9,35.4,36.2,65.5,-4.2
75,South Carolina,SEC,32,16–16,104.5,94.9,.7509,46.2,49.3,19.7,21,33.6,27.5,42.8,43.1,43.5,48.7,33.8,33.5,69.8,-3.1
76,Wisconsin,B10,33,15–18,108.3,98.4,.7508,50.9,51.2,16.8,18.4,28.4,27.7,32.7,30.2,51.2,50.6,33.5,35,63.9,-3.8
77,St. Bonaventure,A10,32,25–7,110.4,100.6,.7456,52.3,48.9,16.3,20.4,30.1,29.6,39.9,39.3,48.5,49.6,39.8,32,70.4,1.4
78,Murray St.,OVC,29,24–5,111.1,101.2,.7449,55.2,46.9,17.3,18.2,32.5,27.2,37.1,30.2,54.5,47.2,37.4,30.8,68,-0.4
79,Boston College,ACC,34,19–15,112.4,102.6,.7407,52.5,51.5,18.4,17.7,30.3,26.1,31.2,27,51.3,49.5,36.2,36.3,71,-1.8
80,SMU,Amer,33,17–16,108.7,99.4,.7375,52,49.5,18,21.7,32.7,31.7,30.5,30.6,48.7,48.6,37.9,33.8,65.4,-6.3
81,BYU,WCC,34,24–10,106.9,97.8,.7347,54.4,51.4,17,18.5,22.5,22.4,38.3,27.8,55.2,51.9,35.2,33.7,68.4,-1.8
82,Wake Forest,ACC,31,11–20,110.7,101.5,.7299,50.5,51.5,18.8,17.5,30.5,27.7,31.9,39,47.4,48.1,37.4,37.7,70.7,-7.9
83,Illinois,B10,31,13–18,109.7,100.9,.7244,49.8,53.3,18.8,23.2,34,31.3,33.1,47.9,49.8,54.1,33.2,34.5,71.2,-6.5
84,Iowa St.,B12,31,13–18,110.3,101.5,.7219,49.9,51,17,16.4,29.5,30.6,29.8,26.5,47.9,51,35.8,33.9,70.1,-4.3
85,Stanford,P12,33,18–15,107.3,98.8,.7217,52.3,50,20.5,16.3,32.2,26.9,41.7,29.5,50.5,48.1,37.5,35.4,71.6,-4.3
86,Northern Kentucky,Horz,29,20–9,107.4,98.9,.7213,54.4,47.1,17.6,19.4,28.1,27.1,31.3,31.4,56,46.8,34.6,31.8,69.6,-4.5
87,Montana,BSky,31,24–7,107.6,99.1,.7208,51.7,48.3,17.4,21.2,34,26.4,38.9,41.3,51.9,46.1,34.1,35.3,69.1,-1.1
88,Belmont,OVC,33,24–9,111.9,103.0,.7204,58.8,48.9,18.1,16.9,25.2,25.7,27.9,26.8,61.7,48.1,37.6,33.5,68.3,-2.7
89,Vanderbilt,SEC,32,12–20,113.8,105.1,.7144,51.8,52.4,17.7,14.7,28.6,27.7,36.2,36.5,50.8,50.7,35.3,37.4,67,-6
90,Iowa,B10,33,14–19,115.4,106.7,.7113,54.3,53.1,18.7,15.5,34.1,28,35.4,28.1,53.3,51.2,37.5,37.6,71.4,-5.7
91,DePaul,BE,31,11–20,104.2,96.5,.7080,47.9,52,19.4,20.2,32.9,28.1,29.4,32.3,48.5,49.2,31,37.1,71,-6.7
92,Temple,Amer,32,17–15,107.9,99.9,.7073,49.4,50,15.9,18.7,27.8,32.5,25.6,30.7,47.1,50.9,35.3,32.4,68.5,-3.2
93,Vermont,AE,33,26–7,111.9,103.7,.7051,56.2,49.9,17,16.8,26.4,22.6,42.7,25.5,53.8,49.1,40.3,34.2,65,-0.9
94,UNC Greensboro,SC,31,24–7,103.5,96.2,.6989,52,47.6,19.8,21.6,33.7,23.8,26.4,39.1,50.9,47,35.6,32.3,66.1,-1.5
95,UNLV,MWC,33,20–13,111.1,103.4,.6943,53.5,48.7,19.1,15.5,34.5,29.9,43.4,26.2,54.8,46.7,33.4,35.2,73.8,-4.8
96,Minnesota,B10,32,15–17,108.8,101.4,.6936,48.7,50.5,15.5,16,30,29.5,35.1,27.1,47.1,47.3,34.6,37.5,71.2,-5
97,Furman,SC,31,21–10,107.9,100.8,.6859,54.9,50.1,16.5,20.6,27,28.6,28.2,29.9,56.8,51.4,35.3,32,69.7,-3.9
98,East Tennessee St.,SC,32,23–9,104.3,97.4,.6858,53.8,47.1,19.7,20.6,30.7,27.7,33.1,33.4,54.8,46.4,34.7,32,68.8,-3
99,Grand Canyon,WAC,32,21–11,101.9,95.2,.6858,48.4,43.8,19,21.5,31.6,28,39.6,39.5,48.8,45.4,31.9,26.7,69.9,-5.4
100,Mississippi,SEC,32,12–20,110.9,103.7,.6840,48.3,51.5,15.9,17.3,31.3,30.7,33.8,36.9,48.7,48.1,31.9,37.8,71,-7
101,Utah Valley,WAC,29,19–10,109.4,102.4,.6808,54,48.2,19.9,17.9,31.1,28,39.5,28.8,51.8,47.4,38.6,33.3,68.9,-4.1
102,Washington,P12,32,20–12,105.2,98.7,.6743,51.3,50.6,18.7,21.1,29.1,32.9,37.1,34.3,51.3,51,34.1,33.1,70.7,-2.5
103,Georgia St.,SB,32,22–10,107.2,100.7,.6719,54.1,47.1,16.7,20.8,25.8,32.8,31.6,39.1,50.9,43.9,39.1,33.9,67.9,-5.1
104,Tulsa,Amer,31,19–12,107.8,101.4,.6700,50.7,49.5,18.6,17.9,32,29.6,41.6,25.3,49.7,47.9,34.7,34.4,68.7,-4.1
105,Northern Iowa,MVC,30,14–16,102.9,96.9,.6659,48.5,49.8,17.5,17,24.5,22.1,31.3,25.6,47.3,46.4,33.5,37,63.7,-7.1
106,Oregon St.,P12,32,16–16,107.2,101.0,.6651,52.1,49.6,19.4,18.6,31.8,28.7,38.7,38.2,53.3,48.1,32.9,34.8,66.8,-7.3
107,UAB,CUSA,31,18–13,108.6,102.3,.6642,54.7,50.6,19,17.6,30.9,25,28.3,26.8,55.9,49.1,34.8,35,68.8,-6.1
108,Northeastern,CAA,32,22–10,106.3,100.3,.6600,56.9,49.4,19.8,17.9,25.3,25.6,35.1,33,57.6,51.1,37.3,30,68,-4
109,Stephen F. Austin,Slnd,30,24–6,104.1,98.3,.6588,53.4,49.7,20.8,26.1,32.7,28.6,40,50.5,52,47.1,37.4,35.9,72.1,-1.8
110,Colorado,P12,32,17–15,104.3,98.6,.6569,50.6,49.3,20,15.1,29.3,26.3,33.3,34,48.8,46.6,35.8,35.7,69.2,-4.5
111,Penn,Ivy,31,23–8,103.1,97.6,.6539,53,46.9,16.6,17.1,24.2,22.7,33.6,31.9,53.7,48.1,34.7,29.7,70.1,-3.3
112,San Diego,WCC,30,17–13,103.4,97.9,.6531,52.3,45.8,19.2,18,22.3,26.4,40.5,43.2,51,46.1,35.9,30.2,68,-5.7
113,Missouri St.,MVC,32,17–15,108.0,102.3,.6518,49.4,47.5,17.4,14.8,33.1,25.8,27.3,30.4,49.4,46,32.9,33.5,66.7,-8
114,Bucknell,Pat,34,25–9,107.6,101.9,.6503,54,47.6,17.1,17.1,27.2,27.4,42.4,34.4,55.6,46.5,34.3,33.2,72.9,-3
115,New Mexico,MWC,33,18–15,111.8,106.0,.6473,53.5,54.8,16.8,22,26.1,31,34.6,39.9,51.4,53.7,37.1,38.1,72.2,-6.2
116,Northern Colorado,BSky,31,19–12,105.8,100.5,.6447,53.2,48.8,16.9,16.9,26.7,24.7,33.2,36.8,53.5,48.8,35.1,32.4,72.4,-6.2
117,Georgia Tech,ACC,32,13–19,103.4,98.3,.6408,46.9,49.2,19.2,18.9,30.8,30.6,34.8,31.8,46.6,45.4,31.8,37.9,67,-6.7
118,Toledo,MAC,33,22–11,113.0,108.0,.6269,55.3,49.5,16.6,13.4,27.8,27.8,37.1,26.4,51.4,48.5,40.6,34.4,69.5,-4.4
119,UCF,Amer,32,19–13,97.0,92.8,.6250,47.8,45.7,20.7,18.9,28.5,28.6,43.1,26.2,47.1,43.7,32.9,33.1,65.8,-3.4
120,Bradley,MVC,32,19–13,103.3,99.0,.6191,48.9,47.7,20,20.3,31.3,29,37.8,35.6,46.6,46.2,35.6,33.3,67,-5.6
121,Marshall,CUSA,33,23–10,107.8,103.4,.6175,54.9,49.7,17.2,18.2,22.3,31.6,32.9,29,56.2,48.5,35.5,34.8,76.1,-2.5
122,UC Santa Barbara,BW,30,21–9,110.7,106.3,.6159,53,49.9,14.9,16.6,28.7,27,32,29.5,50.5,48.9,38.3,34.4,67.9,-3.9
123,Saint Joseph's,A10,32,16–16,104.1,100.3,.6052,48.8,49.6,13.9,16.2,23.5,24.5,34.6,24.6,47.7,48.9,33.7,33.7,71.6,-8.1
124,Rutgers,B10,33,14–19,97.7,94.4,.5975,43.6,48,17.2,20.5,33.3,29.1,30.5,30.8,43.4,47.6,29.6,32.5,67.2,-6.8
125,Eastern Washington,BSky,32,18–14,107.1,103.5,.5969,54.5,50.6,16.9,16.6,21.9,25,28.3,35,52.2,49.2,38.6,35.6,67.6,-7.1
126,VCU,A10,33,18–15,106.4,102.8,.5953,52.6,51.5,18.7,17.8,29,27,28.1,29.4,52.4,50.9,35.2,35.1,72,-6.9
127,Wyoming,MWC,32,19–13,103.9,100.5,.5945,52.1,51,17.6,19.1,19.5,25.7,41.2,37.8,52.7,48.6,34.2,37,74.5,-3.8
128,Florida Gulf Coast,ASun,31,20–11,106.5,103.1,.5906,55.5,50.2,19.4,18.9,31.9,26.6,33.5,34.1,55.3,49.5,37.3,34.2,72,-6.4
129,La Salle,A10,32,13–19,105.0,101.7,.5903,49,51.7,16.5,17.5,25.5,25.4,31,33.8,48.8,48.8,32.9,38.1,70.1,-11.1
130,Wright St.,Horz,32,23–9,99.6,96.5,.5901,49,48.3,18.6,21.1,28.8,24.9,36,30,48,45.6,34,34.9,69.3,-3.5
131,UT Arlington,SB,33,20–13,104.1,101.3,.5772,52.5,49.2,20.1,19.3,30.8,27.7,34.8,34.7,51,47.9,36.5,33.9,73.9,-6.1
132,Evansville,MVC,30,15–15,98.1,95.9,.5669,48.7,49.8,20.9,20.9,23.9,26.1,34.6,32.9,44.5,48.5,39.8,34.4,66.7,-7.7
133,Dayton,A10,31,14–17,108.8,106.3,.5658,55.5,54.4,20.2,18.4,25.8,27.5,31.8,29.2,59.5,52.5,33.7,38.3,67.2,-9.6
134,UC Davis,BW,30,20–10,102.9,100.8,.5605,52.3,49.3,18.7,22,24.5,29.2,39.2,36,50.9,48.8,36.8,33.4,67.5,-4.4
135,Louisiana Tech,CUSA,31,15–16,106.5,104.3,.5596,50.9,50.6,17.9,18.2,27.4,29,36.5,32.1,48.2,48.6,36.7,36.4,68.5,-9
136,Utah St.,MWC,33,16–17,106.1,104.0,.5595,53.2,51.9,18.8,17.6,25.4,26.4,33.2,33.3,52.5,50.7,36,36,67.9,-8
137,Indiana St.,MVC,29,11–18,103.3,101.3,.5581,49.5,51.4,20.1,19.8,27.6,23.6,34.1,42.1,46.5,50.1,35.9,35.7,71.1,-10.3
138,Saint Louis,A10,32,16–16,101.0,99.0,.5557,47.1,49.3,19.5,18.3,33.8,27,45.8,35.1,46.6,47.7,32,34.8,65.3,-7.9
139,Southern Illinois,MVC,32,19–13,104.7,102.7,.5551,52.2,50.5,18.7,19.9,25.9,29,32.4,34.1,51.5,50.9,35.7,33.3,67.9,-5.3
140,Drake,MVC,31,15–16,106.3,104.5,.5500,50.8,51.9,17.1,17,23.4,27.7,31.5,24.8,48.4,52.7,36.2,33.7,69.1,-8
141,Idaho,BSky,29,20–9,107.0,105.2,.5497,54.7,50.1,19.4,16.1,31.1,24.2,30.4,30.2,50.3,48.1,41.1,35.2,66.8,-4.5
142,Illinois St.,MVC,32,17–15,104.5,102.8,.5464,49.8,49,18.9,18.1,26,31.5,33.8,38.3,49.4,50.3,33.6,31.3,70.1,-5.9
143,Harvard,Ivy,30,17–13,99.9,98.3,.5463,50.5,49,20.2,18.2,26.1,23.1,27.5,35,48.6,47.8,35.5,33.8,66.8,-6.8
144,Albany,AE,31,21–10,106.6,105.0,.5442,50.5,50.6,17.5,17,34.6,24.3,37,27.1,48.7,51.6,36.8,32.6,67.4,-5.9
145,College of Charleston,CAA,31,24–7,106.7,105.1,.5440,52.8,50.2,14.7,17.8,25.6,28,36.8,31.3,51.8,48.8,36.4,35.1,65.8,-2.1
146,Eastern Michigan,MAC,29,17–12,102.0,100.5,.5427,51.5,48,18.9,20.4,30.4,32.9,30.5,32.6,52.2,44.7,33.5,35.3,65.6,-6.5
147,San Francisco,WCC,32,17–15,101.5,100.0,.5417,49.3,49.8,17.7,18,28.4,25.7,29,38.3,48.6,49,33.5,34.3,67.6,-7.1
148,Jacksonville St.,OVC,32,20–12,101.0,99.6,.5406,50.5,47.9,19.1,19.4,33.3,26.2,29.8,32.2,51.6,46.8,32,33,67,-6.6
149,UC Irvine,BW,33,16–17,99.2,97.8,.5401,48.1,45,20.5,14.8,32.3,24.8,28.2,41.2,47.5,42.9,33,32.8,68.2,-9.1
150,Iona,MAAC,33,20–13,108.8,107.3,.5399,54.1,52.1,16,18.8,24.4,30.5,30.4,29.2,51.3,51.4,38.8,35.5,71.6,-7.3
151,Canisius,MAAC,32,21–11,105.9,104.5,.5380,54.6,50.7,18.9,21.3,30.3,29.6,29,37.1,56.1,51.6,35.1,32.6,69.8,-6.5
152,Mercer,SC,30,16–14,110.9,109.5,.5366,54.7,52.6,18.7,16.7,31.5,24.6,36.3,33.5,53,51.5,38.1,35.9,65.1,-8.2
153,Rider,MAAC,31,22–9,107.6,106.3,.5363,52.7,52.2,17.7,20.5,33.4,28.4,42.9,36.5,51.9,50.1,36.1,36.6,74.8,-3.4
154,Georgia Southern,SB,31,19–12,104.7,103.5,.5334,49.2,49.7,16.1,20.3,30.3,31.9,38.2,35.2,48.4,50.4,33.6,32.4,69.8,-6.5
155,Memphis,Amer,34,21–13,106.6,105.6,.5271,50.7,50.8,20.4,18.9,35.1,33.7,43.6,32.4,52.3,47.6,31.7,37,67.4,-4.4
156,Lipscomb,ASun,29,20–9,102.6,101.8,.5232,51.9,51.7,20.1,19.8,28,24.1,41.2,38.7,53.5,52.6,33,33.5,75.9,-3.1
157,UTSA,CUSA,30,16–14,105.0,104.2,.5228,50.9,49.8,17.2,16.3,27.2,27.1,29.1,41.5,48.9,48.2,35.6,34.8,72.9,-7.1
158,Wofford,SC,30,18–12,107.5,107.0,.5148,54.8,53,18.4,19,24.9,26.9,28.7,34.5,50.6,52.3,39.9,35.9,66.9,-5.9
159,Oakland,Horz,33,19–14,106.5,106.0,.5134,52,50.8,18.1,16.9,28,28.6,35.5,27.8,51.4,48.5,35.2,37.3,72,-7.9
160,Portland St.,BSky,30,17–13,107.7,107.2,.5127,49.4,55,16.4,21.8,34.7,30.7,33.5,43.7,49.1,54,33.3,38,75.9,-6.8
161,Princeton,Ivy,28,12–16,105.7,105.3,.5104,53.9,52.2,16.4,16.6,22,24.8,26.2,32.5,52.1,51.2,37.3,35.9,65.6,-10
162,Hofstra,CAA,30,18–12,109.7,109.5,.5057,53.2,54.2,15.6,16.3,30.6,27.5,36.5,32.5,51.6,54.3,37.3,36,70,-6.1
163,Tulane,Amer,31,14–17,105.4,105.3,.5017,51.5,50.5,18.8,17.2,27.5,30,34.5,34.6,50.9,49.8,35,34.5,70.3,-8.7
164,Towson,CAA,30,16–14,104.6,104.7,.4965,51.6,50.6,18.2,18.7,34.3,27.4,35.4,39.3,51.1,49.4,35.3,35,69,-9.1
