,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
18,19,Kansas St.,B12,24,19-57–4,113.337,94.218,.893519,51.7112,46.938,19.5251,21.342,31.881,29.8231,3835,36.7290,51144,49131,35.3104,28.610,69.473,4.210
19,20,Gonzaga,WCC,24,20-59–2,121.81,101.3106,.892520,57.32,51.8249,15.520,18.9142,30.8106,25.759,32.2145,27.991,57.58,51.7250,37.819,34.7222,70.146,4.111
20,21,Xavier   (A) 128 Butler,BE,24,19-511–2,121.03,101.097,.889621,56.36,50.9194,17.394,17263,31103,26.491,31.7161,26.861,54.436,48.5111,40.41,37325,71.423,4.57
21,22,TCU,B12,24,17-76–5,112.444,93.716,.889322,50.2192,46.835,16.968,22.823,32.759,31.2294,35.568,29124,53.262,47.679,28.7355,30.225,70.242,2.422
22,23,Oklahoma St.,B12,24,15-96–5,107.5121,90.05,.884523,50.1203,43.96,20.7309,19.7101,31.786,28.3167,31.7161,31179,51.2135,43.610,32.2266,29.516,67.7157,0.745
23,24,Arkansas,SEC,24,17-76–5,110.570,92.712,.882724,52.386,4621,18.8210,21.342,31.395,27.8150,38.134,36.7290,54.534,45.626,31314,31.450,69.475,1.634
24,25,Indiana,B10,24,17-78–5,115.819,97.850,.874725,55.118,47.148,17.4100,17.1257,30.2128,27114,30.3213,29.2128,54.338,45.830,38.216,32.8119,68.3127,2.323
25,26,Texas A&M,SEC,24,17-79–2,115.521,97.747,.873026,50.2192,47.663,18136,2154,37.47,29.5216,454,37.6307,51.5121,45.934,31.9282,33.1130,66.8207,0.353
26,27,Auburn,SEC,24,17-77–4,111.553,94.420,.871327,49.4230,43.65,18.5184,19.3118,34.422,31.2294,35.664,38.1313,52.676,45.119,29.2345,27.24,67.9144,1.633
27,28,Boise St.,MWC,23,18-68–3,107.9112,91.59,.870028,51.8109,45.313,16.968,17.9205,25.8270,22.37,28.5271,27.781,50.7159,47.782,35.784,27.35,67195,1.631
28,29,Memphis,Amer,24,18-68–3,114.330,97.645,.860429,52.576,46.938,18136,21.247,31.881,32317,35.762,37.1302,53.654,46.648,33.2209,31.654,71.619,224
29,30,Miami FL,ACC,24,19-510–4,118.711,101.7114,.854330,54.623,49.2124,16.863,18.8147,32.564,30.7267,29.6244,24.631,54.827,49.6149,36.167,32.4100,68.4123,320
30,31,Providence,BE,24,18-610–3,114.727,98.662,.851131,52.292,47.870,17.9129,16.8274,36.79,26.281,3835,25.745,52.387,47.889,34.6149,31.973,67.1184,1.925
31,32,Liberty,ASun,23,20-611–2,110.568,95.127,.849232,55.714,48.795,16.553,19.898,24.6296,20.21,24.5341,27.578,56.910,46.755,36.356,34.8231,63.6335,-1.476
32,33,Michigan St.,B10,24,15-97–6,110.174,94.825,.848433,50.1203,46.428,16.863,14.6349,27.1228,24.327,25.3333,29.6138,47.4285,47.889,37.328,29.415,64.9296,1.535
33,34,Illinois,B10,23,16-77–5,109.779,94.723,.845034,52.386,45.112,19.1231,19.991,33.733,2671,33122,30.1159,55.919,43.57,31.7289,32.4100,69.855,142
34,35,New Mexico   (A) 163 Air Force,MWC,23,19-56–5,114.628,99.173,.842535,53.541,49.3126,16.762,17.9205,29178,24.838,40.414,28.1102,53.850,51.2225,35123,30.835,71.226,1.828
35,36,Utah St.,MWC,24,19-68–4,117.613,101.9121,.839236,56.28,49.3126,17.4100,15.8327,27.9207,24.531,36.256,27.886,5365,46.648,40.41,36.3303,68.4122,1.829
36,37,Cincinnati,Amer,24,16-97–5,110.567,95.731,.839137,51.2143,47.559,15.215,17.6222,30.5116,26.697,24347,29.4133,49.8191,47.368,35.595,3279,68.5118,-1.578
37,38,Duke,ACC,24,17-78–5,110.568,95.833,.837738,49.4230,46.428,18.8210,17.4242,37.85,26.697,30232,22.710,49.8191,4766,32.4256,30.326,65.6269,1.632
38,39,Florida Atlantic,CUSA,23,23-213–1,112.642,97.746,.836939,5429,46.326,16.657,18.1194,30.5116,24.124,29.8238,26.963,53.654,44.114,36.450,33.7161,67.8146,3.316
39,40,Maryland,B10,24,16-87–6,110.761,96.235,.834340,50.4181,46.224,16.657,19137,30.5116,28.4175,34.587,28.4108,53.654,46.239,30.2336,30.835,65.4279,141
40,41,North Carolina St.,ACC,25,19-69–5,113.039,98.259,.833641,51.2143,48.8101,13.94,19.3118,31.198,25.759,28.4274,34.4263,50.5164,50171,34.9135,30.835,69.664,1.730
41,42,Utah,P12,25,16-99–5,108.996,95.128,.826042,50.5176,43.24,18136,16.3302,31.881,28.9201,30.5203,24.631,49.6204,43.610,34.7144,28.47,66.5226,-1.475
42,43,North Carolina,ACC,24,15-97–6,111.849,97.748,.824443,49.5227,49.1117,15.317,15.6331,30.1134,23.718,39.124,2650,51.6112,48.6117,30.5328,33.5150,69.283,0.254
43,44,Nevada   (H) 154 Fresno St.,MWC,24,19-69–3,111.947,97.851,.824244,51153,48.9110,15.725,19.1130,23.7318,25.143,39.520,34252,51.3132,47.782,33.6193,33.8168,65.9251,3.117
44,45,Ohio St.,B10,24,11-133–10,115.620,101.2103,.822045,51.8109,47.455,16.237,16.6289,33.542,27.4129,28.6266,27.991,50.5164,47.994,36.643,3142,66.9197,-3.2120
45,46,Iowa,B10,24,15-97–6,120.27,105.3187,.820946,52.194,51.7243,14.58,18.7150,31.492,29.5216,34.587,20.83,5295,51.7250,34.9135,34.4204,7048,0.648
46,47,Missouri,SEC,24,18-66–5,119.68,105.0182,.817747,55.813,52263,16.237,24.77,27.9207,37.2361,31.5167,35275,57.39,51.6243,35.979,35242,70.340,1.927
47,48,Northwestern,B10,24,17-78–5,109.188,95.832,.817648,47.5303,47.870,15.520,21.833,29178,27.5134,31.3174,29.8147,47.1292,44.917,32.1271,34.5208,65.4273,1.436
48,49,Oregon,P12,25,15-109–5,113.633,99.884,.816349,51.6117,47.975,19.1231,17.3244,32.369,26.9112,33.4111,23.516,54.729,46.445,31.3301,33.4142,66.5221,058
49,50,Seton Hall,BE,24,15-108–6,106.2142,93.615,.810050,49.1241,46.835,20.4301,21.247,31.395,30.4252,4210,30.5169,49.1224,47.577,32.6250,30.326,66.5222,-0.463
50,51,Florida,SEC,24,13-116–5,104.8173,92.411,.808551,48.8253,44.911,16.447,17.9205,24.3304,28.8196,35.568,27.274,49.1224,43.57,32.3261,31.867,69.379,-169
