,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
51,52,USC,P12,24,17-79–4,112.045,98.868,.807952,50.8162,45.819,18.8210,19.1130,29.2170,33.1330,32.4138,29.2128,51.9101,42.95,32.3261,33.8168,68135,1.926
52,53,Virginia Tech,ACC,24,14-104–9,113.536,100.289,.807053,53.931,49112,15.113,16.9268,25.9261,26.7102,25.5331,25.847,54.632,48.5111,35.2114,33.2133,66.8206,-289
53,54,Michigan,B10,24,14-108–5,112.741,99.679,.804754,51.8109,48.590,14.16,15.5336,25.1286,26.7102,30.8195,25.339,51.1139,49131,35.3104,31.759,68.1134,-1.679
54,55,Kentucky,SEC,24,16-87–4,114.726,101.6111,.802255,51.5123,49112,1775,17.6222,37.76,25.759,29.9235,2896,50183,48.5111,36.643,33.3137,65.7262,0.746
55,56,Penn St.,B10,24,14-105–8,115.123,102.0124,.799956,55.417,49.6140,13.21,14.3353,17.6363,24.430,18.1363,26.455,53.361,48.2103,38.413,34.6213,65295,-1.474
56,57,Wake Forest,ACC,25,16-98–6,116.118,103.1147,.797057,54.427,51204,16.342,17.7216,24.6296,2671,34.882,27.886,53.654,50.9213,36.937,34.1185,69.759,-0.966
57,58,Oklahoma,B12,24,12-122–9,111.156,98.764,.795958,53.639,47.252,19.7266,15.1343,23.2324,27.2120,28.5271,30.8174,53.947,48.3107,35.3104,3022,64.7303,-167
58,59,Mississippi St.,SEC,24,16-84–7,103.2201,91.710,.795659,47317,45.416,19228,23.610,35.119,28.6183,33.2120,24.529,49.9184,44.616,27.9358,30.940,63.8331,0.352
59,60,Washington St.,P12,25,10-155–9,110.666,98.561,.791660,49.7221,50151,19.7266,16.7286,32.369,26.388,28.3277,30155,46.7307,50.9213,35.880,32.287,63.9326,-4.3139
60,61,UCF,Amer,23,14-95–6,109.976,97.952,.790961,50.1203,47.559,20.9314,20.956,35.417,30.8273,30.1222,32.1209,47295,48.1102,36.450,31.144,64.3319,-1.371
61,62,Pittsburgh,ACC,24,17-710–3,111.848,99.680,.790262,53.250,47.148,17.7119,17.3244,30140,28.1160,30.1222,28.5112,52.481,46.859,36.167,31.759,66.9201,0.450
62,63,Texas Tech,B12,24,12-121–10,110.272,98.258,.789563,52.765,49.1117,20.1286,21.342,31.881,30.5256,36.848,28.9122,53.947,49.3136,33.8187,32.6110,67.4173,-2.7103
63,64,College of Charleston,CAA,25,23-311–2,110.860,98.867,.788664,50.9157,48.8101,17.394,19.6104,35.716,25.966,31.8157,24.631,52.481,50171,32.9227,30.835,70.931,1.140
64,65,Dayton   (H) 106 Saint Louis,A10,25,16-98–4,108.799,97.243,.783965,5357,44.89,20279,16.4298,30.7109,26.491,36.353,23.213,54.632,46.342,33.5199,28.47,63.8329,-3.2118
65,66,Colorado,P12,25,14-116–8,104.5179,93.513,.781366,49.6225,47.252,19.9272,2154,32.759,25.347,32.2145,32.1209,50.3168,46.445,32.1271,32.5106,70.147,-3112
66,67,North Texas,CUSA,23,20-511–3,107.1123,96.337,.773067,49.5227,46.224,19.6258,20.859,33.637,27.4129,32.2145,41.1342,47295,45.830,35.499,31.347,58.2363,0.943
67,68,Clemson,ACC,24,18-610–3,108.0108,97.444,.767268,53.348,46.428,16.968,17.1257,22.6333,24.735,32.2145,31.3189,52.577,44.917,36.450,32.395,68.1131,0.255
68,69,Utah Valley,WAC,22,19-610–2,107.0125,96.539,.767169,50.8162,44.89,18.8210,16.7286,28.8183,29.9239,34.490,28.4108,51.5121,43.36,33219,31.867,68.8101,0.256
69,70,Oral Roberts,Sum,22,22-413–0,114.031,103.0143,.762570,57.13,48.693,145,17.7216,24.5299,26.9112,24.2345,24.936,56.813,46.755,38.315,34.3198,7127,1.239
70,71,Marshall,SB,25,20-69–4,110.762,100.087,.762571,52.669,4744,15.520,20.859,33.446,33.3334,23.2354,27.781,54.240,46.755,33.1213,31.759,71.421,-1.682
71,72,UAB,CUSA,24,17-88–6,111.157,100.491,.761672,50.1203,4879,18.1148,19.7101,36.79,28.6183,38.826,31179,48.5252,46.648,35.880,33.5150,71.325,-2.393
72,73,Wisconsin,B10,23,14-96–7,106.4137,96.336,.759473,49.7221,50151,13.73,18.8147,20.5349,25.245,25.1336,26.758,46322,50.3185,36.643,33.1130,62.6349,0.647
73,74,Tulane,Amer,23,16-79–3,111.750,101.2102,.756174,53.250,50.6183,14.810,20.283,19.1359,29207,36.947,27.781,55.124,48.2103,33.4202,35.8286,72.78,-0.764
74,75,Sam Houston St.,WAC,19,17-67–4,108.2104,98.155,.755475,5298,50.1161,20.3294,24.68,31.978,27.5134,30.6200,39.6331,47.5281,49.6149,39.73,33.7161,64.3317,-0.462
75,76,Arizona St.,P12,25,17-88–6,106.8126,96.942,.754676,48.6267,45.618,17.6110,20.570,29.8147,31.2294,31.8157,32206,48.9236,42.73,32.1271,33.4142,68.4119,0.451
76,77,UNLV,MWC,23,16-85–7,109.191,99.072,.754577,50.2192,51.6237,17.285,25.63,27.5220,31284,3835,30.5169,49.1224,50171,34.6149,35.6275,69.661,-1.372
77,78,Kent St.   (A) 173 Buffalo,MAC,22,19-59–2,106.2143,96.438,.751878,50.1203,46.938,16.136,23.217,29.2170,30.8273,31184,37.3304,51144,46.239,32.5252,31.973,68137,0.157
78,79,BYU,WCC,25,16-116–6,105.3165,95.934,.747379,51.1146,49112,21.1320,19.4115,31.297,23.114,32154,36.1285,53.262,47.577,31.9282,34.3198,70.241,-3.5125
79,80,Bradley,MVC,25,18-811–4,107.8114,98.360,.741480,53.541,46.633,18.9221,20.570,29.6155,24.226,28.1282,32.2211,52.481,45.421,36.838,32.4100,65.6268,-1.987
80,81,Drake,MVC,25,20-611–4,108.1105,98.765,.739981,5298,47.663,15.930,17.7216,24.9290,22.58,29.7243,27.168,51144,4897,35.880,31.450,66.3233,-168
81,82,Iona   (A) 288 Canisius,MAAC,23,16-79–3,108.1107,98.866,.737382,50.2192,4621,1511,21.152,30.4119,31.2294,27.6292,34252,50.8153,47.472,32.7237,28.811,69.282,-2.595
82,83,Villanova,BE,24,11-135–8,111.355,101.9120,.734383,52.194,51.2217,16.342,17.2251,23.2324,25.551,31.1179,27.168,54.142,50.8209,33.3205,34.5208,63.5338,-3.8130
83,84,Yale,Ivy,20,16-66–3,108.6100,99.885,.726084,52.669,46.938,17.285,18.6154,29.7150,22.58,27.2301,31.4193,52.967,45.626,34.7144,32.7115,65.6265,-1.885
84,85,VCU,A10,25,18-79–3,103.8189,95.529,.722585,51.1146,47.870,20.8311,24.85,28.6187,30.1244,42.59,29.9151,51.6112,46.648,33.3205,33.4142,68.4120,-170
85,86,Furman,SC,23,20-611–2,113.534,104.7175,.716786,55.912,51.4226,16.657,18.9142,30.1134,2671,30232,32.4218,59.43,51.1222,34.6149,34.6213,68.6115,-1.884
86,87,Southern Miss,SB,23,22-411–2,109.484,101.098,.715987,51.6117,46.734,17.178,20.570,32.759,29.6220,31.8157,30.8174,53.262,46.137,32.7237,31.867,67.8150,0.944
87,88,Santa Clara,WCC,25,18-86–5,110.765,102.2127,.714888,51.3134,51.8249,18136,16.9268,32.176,23.920,31.2175,2422,49.5207,48.9126,36.356,37.5335,69.950,-0.361
88,89,San Francisco,WCC,26,15-124–8,109.286,101.3104,.705089,53.444,48.795,20.3294,17.6222,27.9207,26.491,30.9188,37.3304,52.967,49131,3673,3279,69.663,-3.9133
89,90,Toledo,MAC,23,18-69–2,118.612,110.0288,.704790,55.515,52.5282,14.16,18.3176,30140,30.6259,33.3116,28.7120,5445,51.2225,38.99,36.4306,70.337,-1.577
90,91,UNC Greensboro,SC,24,17-911–2,102.0225,94.722,.702791,49.8216,46.938,18.4176,20.476,28204,26.7102,32.8127,31.4193,49.1224,46.445,34.1171,31.867,65.7257,-3.9135
91,92,Indiana St.,MVC,25,17-910–5,108.898,100.996,.702492,56.19,47.767,17.285,18.5164,22.3337,23.317,29.8238,34.5269,59.52,47.472,34.8141,32.287,7128,-5149
92,93,UC Irvine,BW,22,16-89–3,108.0109,100.490,.699493,51.9106,46.123,17.5105,18.3176,27.3224,26.491,30.2218,37.9310,49.7202,45.421,37.620,31.759,69.186,-3110
93,94,Duquesne,A10,24,16-86–5,108.897,101.3105,.694494,51.1146,48.8101,17.178,20.763,34.422,33.6341,25.5331,33.6239,48.2262,46.755,37.232,35.2254,67.8149,-3.3122
94,95,Louisiana Lafayette,SB,22,20-510–3,113.535,105.7204,.693595,53.250,51.2217,17.7119,18.3176,34.324,26.7102,37.740,32.2211,51.8104,48.8123,37.620,37.9344,68.7106,-0.360
95,96,St. John's,BE,25,14-114–10,107.9113,100.594,.691996,50209,51204,18.2156,20.184,33.250,26.7102,26.6310,30.6171,49.9184,50.5197,33.6193,34.6213,73.42,-2.596
96,97,Temple,Amer,25,14-118–4,106.4138,99.274,.689797,49.1241,47.455,20.5304,17263,29.2170,29.9239,3659,31.8202,49.8191,47.472,32.2266,31.654,66.5223,-3.4124
97,98,Loyola Marymount,WCC,25,17-97–5,109.582,102.1126,.689098,53.835,50151,18.3167,16.1316,29.1175,25.245,31.1179,33.6239,52.481,51.2225,37.133,31.759,67.5167,-1.473
98,99,Vanderbilt,SEC,24,12-125–6,112.643,105.4189,.681899,48.6267,49.9147,16.863,15.7329,31.786,29.8231,29.8238,30155,48.6248,50.4189,32.4256,32.8119,65.7261,-2.392
99,100,Wichita St.,Amer,24,12-125–7,105.4163,98.663,.6815100,48.7262,45.920,17.6110,17.3244,29178,29.6220,30.9188,25.339,51.6112,44.415,29.2345,32.183,65.9252,-4.9146
100,101,Montana St.,BSky,24,17-910–3,105.6158,98.969,.6799101,51.7112,49.6140,18.1148,19.991,25.3280,25.966,38.727,35.5278,54.142,48.4110,31.5294,34.6213,66.3232,-3.6127
101,102,Akron   (A) 179 Ohio,MAC,22,17-79–2,106.4136,99.781,.6798102,50.1203,48.8101,16.968,18.8147,30.1134,26.177,33.3116,27.274,49.3215,47.368,34.1171,34.4204,64.5313,-2.698
102,103,Hofstra,CAA,25,18-811–2,109.187,102.5133,.6740103,55.118,48.487,16.342,18.1194,21.9341,32.4322,21.4359,23.819,55.222,4897,36.742,32.6110,67.2181,-1.680
103,104,San Jose St.,MWC,23,14-105–6,110.371,103.8163,.6688104,5298,48.8101,19.2241,13.1362,33.637,24.124,28.3277,27.886,52.290,46.859,34.5158,34.9239,62.8347,-2.699
104,105,Stanford,P12,24,10-144–9,110.273,103.8162,.6661105,50.5176,50.8190,19.6258,19.1130,32.369,25.656,30232,27.578,51144,50171,33.2209,34.6213,65.7255,-6181
105,106,Saint Louis   (A) 65 Dayton,A10,23,16-88–3,109.877,103.5156,.6634106,51.5123,47.148,17.285,14.8346,29.6155,26.281,30.9188,32.6222,51.5121,45.934,34.4162,32.8119,6996,-290
106,107,Vermont,AE,23,14-108–2,108.1106,102.0125,.6600107,52.669,50.8190,15.215,16.3302,19.7354,23.114,27.4297,29.3130,53.558,50.7205,34.3165,34.1185,64.6310,-4.4141
107,108,Syracuse,ACC,25,15-108–6,109.878,103.9164,.6536108,52.481,49.4132,17.178,19.5111,30.6114,33.3334,30.3213,23.213,5295,48.5111,35.690,33.7161,67.1188,-3.1114
108,109,Cornell,Ivy,20,15-75–4,116.617,110.4296,.6526109,56.55,55.2345,15.930,22.228,29.7150,31.3301,26.4314,28.7120,58.84,56.6354,3673,35.3264,71.620,-2.8104
109,110,Princeton,Ivy,20,16-67–2,108.995,103.1149,.6515110,54.128,48.590,17.8122,14.8346,28.4192,224,31.5167,26.657,56.217,47.889,34.1171,33.2133,67.5168,-2.391
110,111,James Madison,SB,23,17-98–5,105.3168,99.782,.6508111,52.481,49.5134,19.4249,22.921,30.7109,28.9201,40.118,29.8147,52.577,51216,34.8141,31.347,70.336,-3.7128
111,112,Charlotte,CUSA,24,14-105–8,107.7116,102.2131,.6449112,54.821,49.6140,17.9129,18.3176,24.3304,22.913,24.5341,26.353,54.142,47.782,37.328,35242,60.3362,-4.8145
112,113,Washington,P12,25,13-125–9,105.6159,100.492,.6414113,49.3235,47.559,20.3294,18.4168,26.5244,33.5339,31184,25.948,49.9184,49.5146,32.1271,29.516,69.188,-2.597
113,114,UC Santa Barbara,BW,21,19-410–2,107.6118,102.5134,.6368114,53.250,48.384,18.9221,2087,30.3120,2671,35.273,28.6115,54.827,46.239,33219,35.2254,64.6311,-0.359
114,115,Mississippi,SEC,24,10-142–9,106.0149,101.098,.6353115,47.6299,48.384,18.6192,17.8212,3429,30.6259,28.7262,30.2164,49.1224,46.648,29.7341,34.7222,66247,-5.2151
115,116,Colorado St.,MWC,24,11-143–9,111.554,106.4221,.6290116,54.920,53.1297,1634,18.6154,18360,26.281,30.1222,29.7141,56.910,51216,34.6149,37.2332,66.5225,-5.6165
116,117,Colgate,Pat,25,18-812–1,111.946,106.9232,.6288117,57.71,52.2273,15.624,18.2186,25.4274,24.939,27.6292,21.97,56.910,51.3232,39.64,35.8286,67189,-3.8132
117,118,Stephen F. Austin,WAC,21,15-97–4,106.1145,101.4107,.6274118,5298,52263,21.8336,24.85,32.274,33328,38.628,41.8347,49.2220,52.9293,39.45,33.7161,69.380,-4.5142
118,119,Southern Utah,WAC,21,17-89–3,109.190,104.7174,.6174119,52.576,51.5233,19.7266,17.9205,28.3196,25.966,43.57,31.4193,52.873,50.1178,34.7144,36.1295,71.422,-2.394
119,120,Eastern Washington,BSky,24,18-712–0,110.762,106.3219,.6139120,5610,49.9147,20.2290,16.8274,27.9207,26.281,31.4171,30.1159,58.84,49.6149,34.9135,33.5150,68.998,-1.988
120,121,Nebraska,B10,25,11-144–10,103.4198,99.376,.6132121,50.4181,50.3167,18.9221,17.8212,25.9261,27.9155,27.3298,22.18,52.290,50.7205,31.5294,33.3137,66248,-3111
121,122,Georgia,SEC,24,14-104–7,106.1146,101.9122,.6124122,48291,47.975,19.7266,16.9268,32.759,29.9239,38.529,27.168,47.5281,49.7153,32.6250,29.820,67.6160,-2.8107
122,123,Grand Canyon,WAC,22,16-87–4,110.075,105.8207,.6107123,50.9157,47.455,19.1231,16.8274,32.663,31.1291,37.145,31.8202,49.4213,46.137,35.3104,33.4142,64.7305,-2.8108
123,124,Kennesaw St.,ASun,23,19-711–2,105.3166,101.4108,.6057124,52.386,52263,18.6192,20.570,28204,2541,37.442,39.7332,49.8191,51.4234,37.620,35.2254,68.7107,-1.683
124,125,Belmont,MVC,25,17-910–5,109.681,105.7205,.6033125,54.623,51.3222,17.6110,18.4168,25.8270,31.4304,24.4344,28.6115,51.7108,50.6201,39.26,35.1249,67.8151,-4.2138
125,126,Middle Tennessee,CUSA,23,15-108–6,106.6133,102.8137,.6030126,52.863,51.7243,19.8271,22.426,31.589,28.6183,29.4250,37298,5365,51.3232,35123,35242,67.5166,-4.4140
