,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
82,Mississippi,SEC,32,20–12,110.6,101.1,.7373,48.1,49.7,17.1,20.1,34.6,31.1,41.3,40.7,46.5,47.4,33.8,35.5,69.4,-1.4
83,Arizona St.,P12,32,15–17,108.7,99.6,.7305,48.1,52,17.1,18.3,31.5,27.8,37.8,38.1,46.6,51.4,33.6,35.4,68.9,-4.1
84,Akron,MAC,33,25–8,109.3,100.3,.7278,53.2,47,15.7,16.7,28.5,30,30.7,32.3,47.9,47.8,38.9,30.3,68.4,-1.2
85,Nebraska,B10,34,16–18,109.2,100.4,.7263,50.3,50.1,17.4,19.7,31.8,28.1,32.6,39.7,49.4,47.5,34.7,36.7,68.2,-5.5
86,William & Mary,CAA,29,18–11,112.6,103.5,.7257,54.9,49.5,15.9,15.3,25.8,27.2,36.6,27.9,54.8,49.4,36.7,33.1,69.2,-3.6
87,Richmond,A10,32,16–16,113.4,104.2,.7249,54.7,50.9,14.7,18.2,23.2,31.7,35.2,36.1,55.4,49.4,35.6,36,69.2,-5.4
88,Oklahoma St.,B12,32,12–20,106.0,97.5,.7237,48.3,47.1,19.1,17.5,28.8,32.3,38.3,40.9,47.8,44.7,32.8,34.2,65.1,-6.8
89,UC Irvine,BW,32,23–9,105.6,97.1,.7236,51,45,18.2,17.5,29.2,28.2,37.2,34.8,49.2,41.7,36.8,33.8,67.8,-0.7
90,Boise St.,MWC,30,18–12,108.5,99.9,.7213,51.7,52,16.4,20.2,27.2,25.5,40.9,36.8,53.7,50.9,32.6,36,70.3,-3.5
91,UC Santa Barbara,BW,30,17–13,106.7,98.2,.7212,50.5,46.9,18.2,17.8,29.2,28.1,27.5,42.2,48.2,48.1,36.5,30.1,67.5,-4.7
92,Mississippi St.,SEC,31,14–17,108.7,100.1,.7204,51.7,48.9,18,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2
93,Monmouth,MAAC,34,27–7,106.0,97.6,.7200,50.1,45.5,16.8,20.3,28.9,31.2,39.2,36.9,47.2,44.7,37,31,73.6,-0
94,Temple,Amer,32,21–11,106.3,98.1,.7167,46.9,46.7,13.7,16.6,29,29.8,27.1,28.6,44.5,46.5,34,31.4,66.7,-0
95,Tennessee,SEC,34,15–19,110.6,102.2,.7133,48,48.5,15.8,17.3,32.1,34.5,34.1,37.3,47.4,47.1,32.7,34.2,70,-5.8
96,Cal St. Bakersfield,WAC,29,21–8,103.2,95.5,.7081,49.3,44.7,18.1,21.8,34,29.6,38.5,42,48.4,42.6,34.6,32.6,68.5,-3.4
97,UNC Wilmington,CAA,30,23–7,108.6,100.6,.7058,51.2,47.1,16,20.1,32.1,29.9,35.9,54.3,51.2,45.5,34.1,34.1,71.3,-0.6
98,Long Beach St.,BW,32,18–14,108.2,100.3,.7050,49.5,51,17.3,19.8,27.5,30.1,37.6,38.2,45.9,50,36.9,35.1,70.6,-2.9
99,New Mexico,MWC,32,17–15,108.2,100.5,.7004,52,48.5,21,17,30.5,28.6,43.9,37.1,51,48.4,36.3,32.5,71.8,-6.7
100,James Madison,CAA,31,20–11,106.5,99.0,.6986,51.6,45.5,17.2,15.4,29.5,27,37,37,50.9,47.3,35,28.7,67.7,-4.2
101,UT Arlington,SB,32,22–10,106.3,98.9,.6962,49.1,47.1,18.4,20,36.1,26.6,35.3,43.7,49.2,44.9,32.7,33.4,73.4,-3.7
102,Stony Brook,AE,30,24–6,106.1,98.7,.6956,53.2,47.3,17.2,18.5,34.4,25.8,32.5,27.6,51.9,45.2,37.5,34.2,67.6,-1
103,Oakland,Horz,32,21–11,114.4,106.7,.6914,52.9,49.6,15.4,16.4,31.9,29.3,41.4,32.3,49.4,48,39.6,35.1,74.3,-3.3
104,Stanford,P12,29,14–15,106.8,99.6,.6894,47.5,52,17.5,19.8,30.8,32.1,45.3,39.9,47.4,49.9,31.8,36.9,66.7,-2.6
105,UNLV,MWC,31,16–15,103.3,96.7,.6811,49.7,47.1,18.9,19.5,28.3,30.6,40.9,40.1,50.1,46.1,32.8,32.7,73.6,-6.2
106,Wake Forest,ACC,31,11–20,107.2,100.4,.6802,49.4,49.5,20.1,15.2,32.7,31.2,43.2,38.6,50.4,49.2,31.6,33.4,72.4,-6.2
107,Old Dominion,CUSA,35,22–13,105.2,98.9,.6726,47.7,45.3,14.5,17.2,36.7,27.6,31.6,36.4,48.5,44.5,30.1,31.1,62.3,-6.3
108,Davidson,A10,31,19–12,113.1,106.3,.6699,52,52.1,14.1,15.8,25.2,30.7,32.8,30.4,51.3,52.2,35.3,34.6,71.3,-2
109,Hofstra,CAA,32,23–9,109.8,103.4,.6654,51.1,49.8,16.3,16.4,31.7,29.7,40,24,49.7,48.2,35.5,35.4,70.3,-1.5
110,Iona,MAAC,32,22–10,108.9,102.8,.6607,53.8,48.5,17.6,19.4,29.4,31.3,32.5,36.2,52.3,45.8,37.2,35.5,72.6,-3.3
111,Fresno St.,MWC,32,23–9,105.5,99.9,.6527,48.2,48.5,14.9,20.8,30.3,29,38.1,46.4,46.8,47.9,34.3,32.9,69.9,-0.7
112,Chattanooga,SC,32,27–5,105.9,100.3,.6526,51.8,49.8,17.9,20.3,32.4,28.9,42,30.8,50.4,50,36.1,33,67.1,0.5
113,New Mexico St.,WAC,31,21–10,101.6,96.8,.6357,50.5,44.5,20.5,16.2,36.1,25.5,38,28.7,51.3,41.8,32.4,33.6,66.5,-4
114,UAB,CUSA,31,25–6,108.1,103.1,.6336,53.6,48,17.8,18.1,32.8,30.1,33.5,30.3,52.8,47.6,36.8,32.6,69,-0.9
115,Toledo,MAC,31,16–15,108.5,103.7,.6263,52.7,51,16.6,17.3,27.9,24.6,34.3,28.8,51.7,46.6,36.3,38.9,70,-9.6
116,Columbia,Ivy,29,19–10,111.1,106.4,.6214,53.5,51.9,15.8,19.2,27.7,27.2,38.3,36.4,50.7,50.6,38,35.9,65.9,-4.1
117,Belmont,OVC,30,19–11,112.8,108.0,.6207,58.5,50.4,19.4,16.6,26.5,30.9,34.4,36.7,62.5,49.4,36.4,34.8,72.8,-4.7
118,Ohio,MAC,31,20–11,111.2,106.6,.6195,54.5,49.9,17.2,14.9,25.9,26.3,37.2,35.1,52.3,47.4,38.6,36.6,70.3,-5.2
119,Milwaukee,Horz,31,18–13,110.8,106.4,.6143,52.8,51.4,15.8,15.6,27.1,25.6,38.3,29.6,51.9,48.7,35.9,38.3,67.1,-6.6
120,Illinois St.,MVC,31,17–14,102.3,98.4,.6112,47.7,48.4,18.5,20.5,30,28.2,30.9,38.4,46.2,48.7,33.3,31.9,68.3,-5.4
121,Northeastern,CAA,32,17–15,106.3,102.3,.6082,51.7,51.7,18.2,17.2,25.9,28.8,38.7,27.9,48.5,52,37.2,33.9,66.2,-6.9
122,Grand Canyon,WAC,29,23–6,104.6,100.8,.6045,50.1,48.1,17.1,19.1,32,27.2,41.9,35.6,48.1,48.3,36.7,31.8,69.8,-0.9
123,Middle Tennessee,CUSA,31,22–9,102.2,98.5,.6039,51.8,48.5,17.2,19.4,28.2,25.5,35.7,42.8,48.2,47.2,38.9,34.1,68.6,-3
124,Pepperdine,WCC,30,17–13,105.7,102.0,.5997,49,49.8,16.2,16.2,30.4,29.6,41.5,31.4,48.4,50.8,33.9,32,68.4,-4.9
125,College of Charleston,CAA,30,16–14,97.4,94.1,.5981,47.4,48.1,19.5,21.6,30.4,26.9,32.8,43.1,45.6,48.2,34,32,65,-7.1
126,Louisiana Monroe,SB,31,18–13,106.2,102.8,.5940,50.8,47.6,17.9,16.5,31.5,31.1,32.6,33.4,50.2,46.5,34.7,32.9,66.5,-6.1
127,Duquesne,A10,31,15–16,106.8,103.4,.5931,53.4,49.3,18.9,15.9,27.7,28,31.8,37.9,52.4,42.7,36.4,40.1,73.5,-7.7
128,Southern Illinois,MVC,32,22–10,105.6,102.2,.5929,51.1,50.9,19.4,21.3,31.7,25.6,39.3,44.9,51,52.6,34.3,31.8,70.5,-3.2
129,Weber St.,BSky,31,23–8,102.9,99.6,.5908,54.9,47.2,19.7,15.5,26,25.2,46.6,28.8,55.5,45.1,36,35.2,67.9,-3.5
130,Siena,MAAC,33,21–12,106.5,103.2,.5888,51.8,47.1,22.1,17.2,39.6,29.8,40.9,38.4,50.6,46.5,36.5,32.1,70.9,-6.2
131,TCU,B12,33,12–21,99.9,96.9,.5861,45.7,50.9,20.7,21.1,29.3,31.5,45.6,41.4,43.7,50.2,33.5,34.8,70.3,-6.8
132,Illinois,B10,34,15–19,105.7,102.6,.5851,50.2,53.6,14.9,19,21.5,28.1,30.5,26.5,47.5,51,36.3,38.6,69,-7.1
133,Louisiana Lafayette,SB,29,15–14,108.4,105.2,.5846,48.7,50,18,16.5,37.9,26,42.7,36.7,50.1,47.2,30.7,37.9,71.3,-7.4
134,Utah St.,MWC,29,14–15,109.4,106.2,.5844,52.2,51.1,17.5,16.5,29.2,28.7,33.6,33.2,49.2,50.1,37.9,35.2,67.7,-7.3
135,Albany,AE,31,23–8,105.0,102.0,.5813,50.8,48.5,18.7,19.2,35.3,26.1,44.7,26.9,51.8,50.3,32.4,30.5,67.2,-3.8
136,Wright St.,Horz,33,20–13,100.0,97.4,.5752,51.4,48.6,16.5,20.6,19.1,25.5,33,48.3,48.3,48.1,37.8,33,66.3,-5.9
137,IPFW,Sum,31,22–9,110.3,107.6,.5713,54.6,52.6,17.1,15.6,28.2,26.5,33.9,30.4,49.6,49.9,40.7,38.6,70.2,-2.6
138,North Florida,ASun,30,19–11,114.9,112.2,.5684,58.1,51.4,14.9,14.4,24.3,33.7,28.9,27.1,54.8,51.8,41,33.7,71.1,-5
139,Green Bay,Horz,33,21–12,106.9,104.4,.5679,49.9,51.2,15.6,20.9,31.3,31.8,42.2,35.4,48.7,49.5,35,36.3,77.2,-4.4
140,Central Michigan,MAC,29,14–15,110.8,108.6,.5580,51.6,50.9,13.6,15.9,26.9,31.7,30.6,35.6,50.6,50.8,35.2,34,67.4,-9.1
141,Nevada,MWC,30,17–13,98.6,96.6,.5565,44.1,45.3,17.8,17.9,30.7,30.3,40.5,42.6,45.7,44.3,26.8,31.6,72.2,-5
142,Colorado St.,MWC,32,16–16,111.5,109.4,.5546,49.9,52.1,16.3,14.1,33,25.1,42.3,35.1,46.5,51.4,36.2,35.4,68.9,-8.4
143,Fordham,A10,29,16–13,102.0,100.1,.5542,51.3,51.2,20,22.2,30.4,26.5,34.1,41.2,51.1,52.3,34.5,33.1,67.5,-5.9
144,Marshall,CUSA,33,17–16,109.5,107.4,.5537,54.2,52.3,16.4,17.1,26.6,30.9,31.2,35.9,57.2,50.7,33.7,37.4,78,-8.5
145,Buffalo,MAC,33,19–14,104.3,102.5,.5509,49.6,49.8,18.9,17.7,32.2,28.6,41.7,37.1,49.2,48.8,33.5,34.4,72.9,-5.6
146,UNC Asheville,BSth,31,20–11,101.1,99.4,.5473,49.9,48.7,18.6,22.4,31.6,29.4,42.4,33.4,50.6,51.7,32.2,28.8,71.1,-6.1
147,Nebraska Omaha,Sum,29,16–13,107.4,106.0,.5384,52,52.4,16.9,20.4,27.9,31.8,42.5,37.3,53,52.1,32.9,35.3,76.9,-7.4
148,Towson,CAA,30,18–12,104.4,103.1,.5369,47,48.3,18.2,17.8,38.7,27.6,45,40,46.1,46,32.7,35.1,66.4,-6
149,Georgia St.,SB,28,14–14,100.3,99.1,.5355,48.5,47.9,18,21.2,24.5,31,37.5,41.3,47.1,47,34.8,32.8,65.4,-8.4
150,Penn St.,B10,32,16–16,101.2,100.0,.5337,46.6,48.8,16.9,17.6,28.7,29.4,34.5,42.5,45.9,45.5,31.7,36.6,67,-4.6
151,Morehead St.,OVC,29,17–12,103.3,102.1,.5335,48.1,50.2,19.4,21.4,39.5,29.1,35,52.2,45.1,48.7,37.5,35.2,65.6,-6.3
152,Murray St.,OVC,29,15–14,105.6,104.5,.5291,51.6,52.2,17.8,19.2,28.7,26.2,34.1,40.8,50.1,51.1,36.1,36.1,65.3,-8.8
153,Vermont,AE,33,20–13,106.9,105.9,.5269,54.8,49.8,19.3,16.6,28.2,28.1,37.3,36.9,53.3,46.7,38.7,37.3,68.2,-6.4
154,Eastern Michigan,MAC,29,14–15,105.4,104.4,.5265,48.8,50.6,17.4,20.9,31.1,36.9,43.5,42.9,49.5,47.6,31.5,36.8,71.2,-7.6
155,Massachusetts,A10,32,14–18,102.7,101.8,.5235,49.1,48.3,17.5,17.1,25.9,30.4,36.5,40.2,48.8,49,33,31.3,71.6,-8.5
156,High Point,BSth,28,18–10,108.8,108.0,.5200,52.1,52.3,15.9,20.9,32,31.4,35.2,33.4,50.3,52.4,38.1,34.8,67,-5.6
157,Louisiana Tech,CUSA,30,21–9,103.6,102.9,.5190,51.5,49.1,16.9,19,29,29.2,43,34.1,52.4,49.8,33.2,31.7,72,-4.2
158,Harvard,Ivy,28,12–16,99.9,99.2,.5179,51.8,46.6,21.5,16.8,29.6,28.4,31.5,33.5,48.1,46.4,39.2,31.3,66.9,-8.7
159,Montana,BSky,29,18–11,104.0,103.4,.5158,53.1,49.4,18.2,18.8,28.6,25,37.8,45.1,51.9,49.7,36.7,32.5,66.1,-5.6
160,Wyoming,MWC,30,12–18,107.2,106.9,.5078,53.4,50.1,17,15.8,18.1,30.4,45.9,39.1,50.8,48.4,37.2,35.4,65.5,-10.4
161,Missouri,SEC,31,10–21,102.3,102.2,.5041,47.2,49,18,16,26.8,29.8,39.6,40.8,47.6,48,31,33.6,68.9,-9.4
162,Coastal Carolina,BSth,26,15–11,102.9,102.8,.5039,50.7,46.9,18.9,15.1,30.7,28.8,36.6,33.9,50.7,47,33.8,31.1,67.4,-6.9
163,DePaul,BE,31,9–22,103.8,103.7,.5031,49.4,51.4,21.5,17.8,30.7,29.9,36.5,44.8,48.6,49.2,34.3,36.4,68.1,-9.2
164,North Dakota St.,Sum,31,18–13,100.0,100.0,.5008,49.9,47.7,16.2,16.9,25.6,26.2,33.9,31.8,49.1,47.2,34.1,32.4,65.4,-7
165,Ball St.,MAC,31,18–13,101.6,101.6,.4974,52.3,46.8,19.8,16.5,27.3,26.5,35.1,38.2,49.9,44,37,34.5,66.2,-8.2
166,Tennessee St.,OVC,28,18–10,100.5,100.7,.4956,50.7,49.4,19.1,21,31.7,28.5,41.9,42.9,50.9,45.6,33.6,36.5,68.7,-5.9
167,Elon,CAA,30,14–16,105.3,105.5,.4940,51.8,50.3,17.7,15.8,27.2,29.8,30.4,33.4,52.5,49.1,33.9,35.3,72.4,-8.3
168,Northern Illinois,MAC,29,17–12,100.6,101.0,.4894,48,48.9,18.6,19.8,32.2,27.6,41.5,41.5,44.8,45.8,35.8,35.6,68.6,-6.5
169,Western Kentucky,CUSA,32,16–16,107.7,108.2,.4892,52.5,52.4,19,15,33.6,28.6,39.6,30,51.5,50.4,36.3,37.3,67.8,-9.4
170,Indiana St.,MVC,31,14–17,98.1,98.5,.4871,44.7,47.2,18.6,17.8,27.3,25.8,41.5,43.9,44.7,46.5,29.9,32.4,71.2,-8.7
171,Bucknell,Pat,29,16–13,104.5,105.1,.4845,52.1,49.2,18.9,18.1,30.3,28.7,44.3,42,51.1,47.4,36,34.9,72.2,-8.9
172,Florida Gulf Coast,ASun,29,16–13,102.3,103.0,.4802,51.2,48.1,16.9,16.2,31.5,27.5,36.4,36.1,50.9,49,34.6,31,67.7,-8.3
173,Eastern Washington,BSky,30,15–15,111.8,112.8,.4759,56.9,54.2,16.5,16.3,26.8,29,36.8,38.5,56.8,53.4,38.1,37.6,69.6,-10.6
174,Kent St.,MAC,31,18–13,105.6,106.5,.4747,49,51,17.5,16.8,34.1,28,40,35.1,49,49.5,32.8,35.9,68.2,-6.8
175,Detroit,Horz,29,14–15,109.7,110.8,.4709,52,53.6,17.8,17.2,32.5,29.4,40.5,46.5,50.6,53.7,36.5,35.6,74.5,-8.3
176,Oral Roberts,Sum,29,12–17,106.5,107.6,.4708,50.5,52.1,17.3,15.9,28.1,30,36.6,33,48,50.2,38,37.4,69.8,-9.3
177,East Tennessee St.,SC,32,21–11,105.8,107.1,.4642,53,50.4,18,18.2,28.7,31.1,35.6,40.1,50.6,50.4,38.2,33.6,69.7,-4.9
178,Portland,WCC,31,11–20,107.1,108.5,.4620,49.9,52.4,16.8,18.4,30.7,34.2,31.4,41.4,47,49.4,36.3,38.5,72.8,-12.2
179,Mercer,SC,31,16–15,104.7,106.2,.4599,49.8,49.6,18.8,16.5,36.2,27.3,32.3,33.6,48,45.3,35.8,36.6,64.2,-10.3
180,UCF,Amer,30,12–18,101.1,102.6,.4582,49.2,47.1,21.3,13.4,31.3,30.5,37.2,25.1,50.1,46.4,31.8,32.3,68.6,-9.9
181,George Mason,A10,32,11–21,101.2,102.7,.4579,45.1,48.4,18.6,10.2,33.5,22.8,34.4,30,45.7,46,29.2,35.3,68.6,-11.5
182,Washington St.,P12,30,8–22,102.2,103.7,.4567,50.7,49.9,19.7,14.7,23.9,29.6,31.1,37.5,50.3,48.2,34.6,35.9,69.7,-10.3
183,Auburn,SEC,31,11–20,101.1,102.7,.4559,47.3,50.5,18.9,17.8,27.9,32.3,41,40.1,44.3,49.6,34,34.8,72.5,-8.2
184,Winthrop,BSth,29,20–9,105.9,107.6,.4549,54.2,47.7,17.8,15.9,26,32,41.1,31.9,53.9,47.1,36.4,32.7,73.7,-4.7
185,Texas A&M Corpus Chris,Slnd,30,23–7,100.5,102.2,.4519,49.2,48.4,17.8,22.9,31.3,33.3,37.8,44.8,48.5,46.2,33.9,34.8,69.3,-1.7
186,Loyola Chicago,MVC,31,14–17,99.2,100.9,.4510,48.3,49.6,18.9,22.2,22.5,30.6,32.5,36.4,45.9,48.2,35.3,34.9,65.7,-9.2
187,Lehigh,Pat,31,16–15,104.1,105.9,.4502,52.1,51.1,19.3,18.6,29.1,29.3,31.7,28.8,48.5,48.8,39.3,36.4,68.8,-9.4
188,East Carolina,Amer,32,12–20,102.6,104.4,.4489,49,51.2,19.4,18.4,28.8,32.3,34.6,26.8,47.8,52.2,33.9,33.1,68,-10.5
189,Western Michigan,MAC,30,11–19,102.5,104.5,.4438,47.6,52,17.9,17.1,30.6,25.5,43.8,38.5,46.3,51,33.7,35.6,69,-12
190,Denver,Sum,31,16–15,102.1,104.2,.4432,55.7,52,20.8,22.7,20,31,36.6,43.3,54.3,49.9,38.3,37.2,62,-10.1
191,Cal Poly,BW,28,8–20,107.2,109.4,.4429,48,53.2,15.1,15.9,30.1,28.3,35.2,40.2,44.9,50,35.4,40,67.3,-11.9
192,Fairfield,MAAC,32,19–13,104.2,106.3,.4426,51.9,49.5,17.9,18.9,25.2,34.3,32.7,34.2,50.1,49.2,36.2,33.3,72.4,-6.9
193,Navy,Pat,32,18–14,98.7,101.1,.4322,49.5,48.9,19.9,20.3,32.6,27.2,42.8,39.4,50.8,45.9,30.5,35.4,65.7,-9.8
194,Wagner,NEC,31,21–10,98.9,101.3,.4320,47.9,46.2,19.7,20.7,37.2,26.9,32.9,44.2,46.8,44.8,33.6,32.7,66.5,-6.8
195,North Dakota,BSky,29,14–15,98.4,101.0,.4262,50.6,51,18.3,19.8,23.9,25.8,39.1,39.1,48.9,50.5,36.5,34.5,72.4,-10.4
196,Furman,SC,31,16–15,103.2,105.9,.4259,51.6,51,20.1,19.1,31.4,28.5,44.1,38.2,54.3,50.1,31.9,35,65.8,-9.9
197,Tulane,Amer,34,13–21,96.7,99.3,.4229,45.4,48.4,19.5,18.4,32.1,29.8,31.3,36.2,45.5,46.4,30.1,35.2,68.5,-10.9
198,Minnesota,B10,31,8–23,100.4,103.3,.4191,45.9,51.7,16.5,17.8,26.5,29.2,37.1,34.2,45.6,48.7,31,38.2,69.4,-12.7
199,Tennessee Tech,OVC,28,17–11,107.2,110.3,.4183,52.4,50.4,17.9,16.1,27.8,31.8,44.5,33.1,51.3,48,35.9,36.7,70.2,-5.8
200,Wofford,SC,30,13–17,104.6,107.6,.4182,51.7,54,18,17.6,26.2,25.9,38.4,41.5,45.8,54.3,40.9,35.5,66.2,-10.3
201,Loyola Marymount,WCC,30,13–17,103.2,106.5,.4114,47.5,53.5,16.2,20.2,28.9,31.7,28.4,42.7,45.7,51.6,33.9,37.7,68.4,-8.8
202,UTEP,CUSA,32,18–14,102.0,105.3,.4100,52.4,49.5,17.1,19.2,24.5,31.7,40.9,36.6,51.3,48.3,36.5,34.2,72.5,-9.6
203,Texas Southern,SWAC,32,18–14,104.4,108.0,.4040,51.9,49,19.6,16,35.4,28.4,42.1,24.1,52.4,48.5,34.1,33.4,68.4,-7.6
204,Eastern Kentucky,OVC,30,14–16,106.1,109.8,.4024,56,53.1,20.3,20.3,27,34.2,40.3,42.3,54.2,51.3,39.5,37.6,73.2,-10.4
205,FIU,CUSA,30,11–19,102.8,106.7,.3949,52,48.1,19.3,14.2,30.8,29.4,35.6,35.7,50.7,47.1,36.8,33.1,66,-14.5
206,IUPUI,Sum,31,12–19,98.2,102.3,.3852,46.9,51.1,18.9,18.1,27.7,28.1,31.9,38.9,45.6,51.3,33.3,33.8,69.6,-10.8
207,Idaho,BSky,31,19–12,97.6,101.6,.3847,48.8,49.3,22.8,18.8,34.7,25,44.9,41.4,46,48.3,36.5,33.8,66.7,-7.4
208,Pacific,WCC,26,6–20,100.4,104.6,.3825,49,50.1,19.8,16.5,28.5,29.6,38.4,49.3,49.3,47.2,32.2,36.6,67.6,-12.6
209,Boston College,ACC,32,7–25,94.9,99.0,.3801,47.5,52.4,20,19.5,21.8,28.6,25.9,37,46.9,50,32.3,38.2,67.8,-12.2
210,San Francisco,WCC,29,14–15,105.2,109.8,.3776,50,51.7,17.8,16,33.4,30.2,39.1,35.8,48.5,47.8,35.1,38.6,71.1,-8.3
211,South Dakota,Sum,30,12–18,105.1,109.9,.3724,51.7,54.2,16.4,19,25,30.2,30.1,40.9,50.5,50.9,36.4,39.8,71.5,-11.4
212,Army,Pat,31,18–13,100.0,104.6,.3718,49.7,49.3,18.4,16.5,31.1,26.8,32.3,32.3,49.3,48.1,33.6,34.9,73.4,-9.2
213,Texas St.,SB,29,13–16,98.2,102.8,.3699,46.6,49.6,17.8,20.8,29.8,30.6,37.7,35.6,46,47.9,32.1,35.1,64.2,-10.9
214,Missouri St.,MVC,31,12–19,100.0,104.8,.3697,46.1,51.5,18.6,17.6,28,28.1,39.3,34.1,45.3,49.1,32,37.2,69.8,-10.5
215,Saint Louis,A10,32,11–21,96.3,101.0,.3672,47.7,50,19.5,18.5,20.7,27.9,37.8,39.3,46.9,50.5,32.8,32.8,69.6,-11.5
216,Dartmouth,Ivy,27,9–18,98.9,103.8,.3652,47.5,52.7,20.8,20.9,32.8,29.7,38.2,42.3,45.9,52.7,34.3,35.1,68.2,-12.3
217,UC Riverside,BW,31,12–19,99.4,104.3,.3646,48.9,49.1,19.7,17.2,28.4,28.1,36.8,38.3,47,47.6,34.5,34.8,68,-13.1
218,St. John's,BE,31,7–24,95.8,100.6,.3640,45.4,51.1,20.9,20.1,27.5,30.9,38,43.3,44.1,49.1,32,36.6,72.9,-11.3
219,Georgia Southern,SB,29,12–17,103.7,108.9,.3632,47.5,51.8,16.2,20,29.7,34.5,37.7,44.5,45.6,52.5,33.3,33.8,69.5,-11.2
220,Rider,MAAC,33,13–20,98.5,103.5,.3606,48.3,47.8,19.2,18.2,28.6,29.4,35.4,32.4,48.9,45.7,31.5,34,65.3,-13.9
221,Boston University,Pat,31,17–14,102.0,107.3,.3594,52.2,49.4,19.4,16.6,26.5,28.1,37.1,34.3,51,49.4,36,32.9,70.6,-9.8
222,NJIT,ASun,30,16–14,101.1,106.3,.3583,51.4,51.7,18.2,19.2,27.3,31.3,35.1,37.1,51.4,50.7,34.3,35.5,70.2,-8.6
223,Sam Houston St.,Slnd,29,15–14,100.5,105.8,.3575,49.1,51.6,16.6,18.7,28.8,23.9,36.6,45.5,47.7,50.9,34.3,35.1,67.9,-8.8
224,Charlotte,CUSA,33,14–19,103.5,109.0,.3543,51,54.8,16.4,18.3,29.7,27.7,33.2,30.9,47.7,52.7,38.2,39.3,71.2,-12.5
225,Canisius,MAAC,33,14–19,107.4,113.3,.3517,49,54.9,15.9,19.6,31,32.8,36.9,39,47.5,53.6,34.1,38,68.5,-13.5
226,Western Carolina,SC,30,13–17,99.2,104.7,.3502,49.1,51.1,20.3,20.7,30.4,32.9,38.4,44.1,49,49.6,33,35.7,69.8,-10.3
227,UNC Greensboro,SC,29,11–18,102.1,107.8,.3496,51.6,52.3,17.9,17.2,27.6,27.5,28.6,39.5,49.6,49.4,36.3,37.6,68.2,-12.6
228,Montana St.,BSky,30,13–17,106.1,112.1,.3468,50.8,53.9,17.3,16.9,33,27.5,30.7,46.3,47.2,53.4,37.2,36.5,69.3,-12.1
229,Santa Clara,WCC,30,10–20,100.8,106.7,.3435,47.9,50.8,16.9,16.7,24.4,30,33.8,36.8,45.2,50.4,34.8,34.4,66.5,-11.8
230,Bowling Green,MAC,32,14–18,99.3,105.2,.3387,48.9,50.9,18.5,17.1,28.1,28.4,40.2,35.9,47.2,47.3,35.4,37.9,69.3,-11.7
231,Southern,SWAC,31,19–12,100.0,106.0,.3378,48.7,47.7,16.3,19.5,28.2,31.7,38.7,39.7,47.4,47.5,34.5,32,69.6,-8
232,Saint Peter's,MAAC,30,14–16,95.2,101.2,.3311,47.7,47.8,19.5,17.7,30.4,26.3,35.1,31.7,47,45.7,32.7,34.1,65.7,-10.5
233,Radford,BSth,29,14–15,102.3,108.8,.3304,50.2,51.3,19.3,17,34.4,30.1,29,34.3,49.5,51.6,34.4,33.8,66.8,-9.9
234,Tennessee Martin,OVC,31,17–14,102.2,108.7,.3301,50.3,50.8,18.5,17.3,30.1,29.5,35.8,30.5,50,50.7,33.9,34,67.3,-8.9
235,Western Illinois,Sum,24,7–17,100.1,106.5,.3283,49.3,50.1,18.2,15.2,25.5,27,32,42.4,46,46.4,37.8,39.1,68.6,-11.3
236,UC Davis,BW,28,9–19,93.6,99.6,.3274,47.9,48.3,20.7,19.7,25,28.4,33.6,31.8,45.5,48.7,35.9,31.7,66.9,-12.7
237,Austin Peay,OVC,33,16–17,101.8,108.4,.3268,51.5,53.6,20.4,18.8,31.8,29.7,46.5,31.1,51.2,52.9,34.9,36.4,70.4,-11.1
238,Samford,SC,31,11–20,101.2,107.7,.3267,50.1,51.4,19.6,20.9,29.4,32.5,44.7,42.9,51,48.9,31.9,37,69,-14.6
239,La Salle,A10,30,8–22,99.5,106.0,.3263,47.7,53.3,18.8,19.1,24.9,34.3,30.9,34.9,45.4,51.1,33.6,38.1,67,-12.5
240,Gardner Webb,BSth,30,14–16,99.3,105.7,.3257,47.7,51.4,18.6,18.8,31.6,29.3,34.9,39.7,46,51.1,33.5,34.7,70.1,-10.2
241,Cal St. Fullerton,BW,28,8–20,101.4,108.2,.3213,46.4,50.7,19,16.4,29.7,29,43.7,39.7,44.4,48.1,33.3,36.6,69.5,-13.5
242,South Florida,Amer,33,8–25,97.3,104.0,.3195,45.4,47.2,21.9,14.3,34.6,32.5,33,35.6,46.2,46.9,28.6,31.9,67.7,-14.7
243,Norfolk St.,MEAC,31,15–16,105.1,112.3,.3168,49.1,49.9,17.7,19.3,32.2,34.2,42.2,43.2,46.8,46.1,35.4,37.5,68.4,-10.8
244,Lipscomb,ASun,31,10–21,101.8,108.9,.3141,51.5,52.9,18.6,17.7,26.9,30.2,34.7,35.8,50.5,51.1,35.2,37,73.9,-15.8
245,Drexel,CAA,30,6–24,98.3,105.4,.3107,44.3,52.5,16.8,18.1,27.7,28.8,36.9,47.4,42.3,51.5,32.7,36.5,65.5,-16.2
