,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
246,San Jose St.,MWC,28,6–22,96.5,103.4,.3106,46.8,49.6,19.2,17.2,27.1,29.7,38.5,47.5,48.2,47.9,29.8,35.4,70.6,-15.3
247,Jackson St.,SWAC,32,17–15,94.0,100.8,.3105,45.2,45.2,17.8,20.6,32.9,28.3,31.2,48.6,45.4,44.1,30,31.5,68.6,-10.6
248,New Hampshire,AE,29,17–12,99.0,106.2,.3086,46.6,50.9,16.7,15.5,29.9,21.7,37.5,34.8,45.5,49.4,32.4,35.6,68,-7.4
249,Cal St. Northridge,BW,28,8–20,99.4,106.7,.3070,46.7,51.7,19.4,18.9,27.6,31.3,42.1,36,47.1,47.8,30.2,39.7,71.3,-13.3
250,Manhattan,MAAC,31,13–18,98.2,105.4,.3068,50.1,52.2,20.5,22.6,23.5,32.5,39.8,46.8,47.6,52.9,36.1,33.7,68.8,-12.3
251,Portland St.,BSky,29,11–18,101.7,109.1,.3067,51.2,53.3,17.4,19.1,28.7,30.7,33.9,32.8,52.7,51.4,31.5,38.3,72.8,-13.8
252,Miami OH,MAC,32,12–20,96.8,104.0,.3033,45.3,51.2,18.5,20.8,27.9,31.2,36.1,38.6,44.8,49.2,30.8,35.9,65.3,-13.2
253,Northern Kentucky,Horz,28,7–21,99.7,107.3,.3000,50.3,50.2,19.7,16.1,26.5,29.4,31.2,42.6,48.6,47.9,35.3,36.8,68.2,-13.9
254,Jacksonville,ASun,28,12–16,100.4,108.2,.2985,49.7,53.6,15.4,17.4,27,26.1,31.4,33.5,45,52.7,38.9,36.6,71.3,-11.6
255,Arkansas St.,SB,29,9–20,99.2,107.2,.2923,45.8,47.1,18,14.9,28,31.2,40.1,38,45.1,43.5,31.5,35.6,73.3,-13.8
256,Kennesaw St.,ASun,29,9–20,100.2,108.3,.2897,48.7,53.2,18.5,18,28.3,34.6,33.5,39,47.2,54,35.1,34.5,69.7,-12.8
257,Drake,MVC,30,6–24,103.5,111.9,.2892,50.7,51.9,20.5,14.6,25.5,27.8,33.6,30.5,47.2,49.6,38.2,37.7,66.3,-16.7
258,Air Force,MWC,30,12–18,97.4,105.4,.2870,48,51.8,18.8,19.4,24.3,28.1,39.6,37.2,47,51.3,33.4,34.9,67.9,-10.7
259,UMKC,WAC,28,9–19,101.5,110.1,.2820,48.8,50.3,19.4,17.2,32.7,31.2,35.3,44.1,45.5,48.9,36.8,35.1,67.1,-12.8
260,South Alabama,SB,31,12–19,95.1,103.3,.2778,46.1,48.4,20.6,18,30.5,32.5,38.3,38.7,45.1,48.4,31.9,32.2,70.6,-12.4
261,Troy,SB,29,8–21,98.5,107.1,.2763,45.7,51.1,16.7,17.8,29.4,31.5,37.2,35.8,44.8,49.5,31.5,36,69.4,-15.1
262,Penn,Ivy,27,10–17,98.2,106.8,.2758,49,49.8,19.4,16.7,27.9,30.5,31.9,33.5,51.3,48.7,30.4,34.8,68.7,-10.7
263,San Diego,WCC,29,8–21,93.5,101.7,.2756,45.2,50,20.6,17.4,26,28.8,33.9,42.1,46.1,48.1,29.2,36.2,67,-13.4
264,Colgate,Pat,29,12–17,102.0,111.1,.2733,52.5,53.2,18.4,19.4,26.6,30.6,29.9,41.8,50.3,51.4,37,37.5,65.7,-12.1
265,Mount St. Mary's,NEC,33,14–19,92.8,101.1,.2728,45.8,50.2,17.2,24.6,25.3,33.7,30.6,40.4,44.8,50.1,31.7,33.7,69.8,-13.7
266,Hampton,MEAC,30,20–10,98.0,106.9,.2700,47.2,48,18.9,16.9,34.9,27.4,42,36.4,47.6,47.2,30.9,33.2,72.1,-6.1
267,Brown,Ivy,27,7–20,101.2,110.4,.2693,50.2,50.8,18.8,16,25.6,31.3,36.9,36.4,47.8,48.5,35.9,36.6,71.6,-13.9
268,Appalachian St.,SB,31,9–22,100.5,109.6,.2688,47.2,51.2,21,15.9,33,32.3,39.1,39.8,43.1,48.8,35.6,38.6,71.3,-15
269,Eastern Illinois,OVC,28,11–17,99.1,108.3,.2653,49.9,51.4,18,19.5,26.8,34.7,34.4,40.5,48.8,52,34.4,33.5,67.8,-12.2
270,Delaware,CAA,30,7–23,100.5,109.9,.2638,45.3,51.8,17.7,13.5,29.6,28,42.2,31.9,43.7,51.4,32.5,34.8,68.2,-15.1
271,Loyola MD,Pat,30,9–21,100.7,110.2,.2609,47.7,52,18.9,17,31.4,30.6,38.4,40.9,48.7,50.2,30.4,37.2,68,-16
272,Rutgers,B10,31,6–25,97.3,106.6,.2594,45.8,52,18.9,16.1,25.3,35.9,34.5,29.7,44.9,49.9,32.2,37.4,71.4,-13.9
273,Idaho St.,BSky,29,14–15,98.6,108.2,.2565,50.1,51.7,18.3,17.4,24.7,28.4,38.5,35.4,48,52.2,35.7,34,71,-10.7
274,Cornell,Ivy,27,9–18,97.5,107.1,.2546,48.7,51.5,17.9,19.8,22.4,36.1,32.3,35.8,47,49.7,34.1,36.4,73.3,-11.4
275,Incarnate Word,Slnd,25,14–11,99.5,109.5,.2502,49.9,52.9,17.8,18.2,22.5,28.8,35.5,38.1,44.7,52.4,38.9,35.9,68.3,-6.2
