,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
165,Southern Illinois,MVC,32,17–15,101.9,102.5,.4831,52.8,49.6,21,19.1,28.8,29.2,32,25.6,51.2,47.6,37.4,35.1,67.1,-8
166,Sam Houston St.,Slnd,29,18–11,104.6,105.3,.4824,51.8,50.9,18.2,21.4,29.8,28.4,26.8,43.1,48.2,50.6,37.7,34.3,67.5,-6.5
167,Princeton,Ivy,26,14–12,98.3,98.9,.4824,47,49.7,17.8,17.2,24.3,24.7,29.8,28.7,48.1,50.3,30.3,32.5,68.6,-5.4
168,Eastern Michigan,MAC,28,11–17,101.5,102.2,.4806,48.5,50.8,20.8,20.1,34.3,34.9,33.9,32,50.5,50.4,29.9,34.2,64.3,-7.9
169,Northern Colorado,BSky,30,19–11,102.7,103.5,.4774,53,51.4,18.4,18.6,27.7,25.6,34.8,28.4,53.6,49.5,34.9,37.1,67.8,-6.5
170,Fort Wayne,Sum,30,15–15,106.8,107.7,.4763,55.8,54,16.8,17.1,23.1,28.6,26.9,25,55.8,52,37.2,38,73,-9.3
171,North Florida,ASun,31,14–17,103.0,103.9,.4738,52.1,48.1,21.8,16.9,29.4,32.7,25.3,30.6,53.2,47.4,33.9,33.2,73.3,-7.8
172,Marshall,CUSA,33,19–14,106.5,107.6,.4707,52.1,53,16.4,21.4,22.8,33.8,30.5,34,52,52.2,34.8,36.3,75.7,-6.2
173,Oakland,Horz,32,15–17,107.7,108.9,.4693,54.3,53,18.4,17.2,25.7,32.5,35.7,28,52.3,53.2,37.9,35.2,69.7,-10.1
174,Bradley,MVC,33,19–14,100.0,101.1,.4676,49.7,47.6,18.9,18.6,27.1,26.7,36.3,35.3,46.7,46.4,36.8,33,66.4,-7.6
175,Missouri St.,MVC,31,15–16,101.8,103.1,.4658,51.2,53.5,18.2,21.8,25.4,25.3,36.9,35,51.4,49.4,33.9,40.3,67.3,-9.7
176,Nebraska Omaha,Sum,31,20–11,108.7,110.0,.4648,54.4,55,13.5,16.8,24.8,25.6,24.1,27.1,51.8,55.2,39.3,36.5,69.4,-4.4
177,Illinois Chicago,Horz,30,14–16,100.7,101.9,.4644,53.3,48.3,20,17.6,24.9,30.4,27.8,42,54.1,46.8,34.9,33.8,71.5,-9.8
178,Northern Iowa,MVC,32,14–18,100.5,101.9,.4604,48.9,51.1,17.9,18.2,23.2,23.1,27.6,32.4,46.2,51,35,34.2,65.5,-10.8
179,American,Pat,30,15–15,101.6,103.1,.4582,53.2,48.2,18.7,17.7,26.1,27.4,35.8,34.8,55.6,50,32.5,29.2,67.9,-11.1
180,Winthrop,BSth,27,15–12,105.5,107.2,.4537,54.2,51.3,20.2,15.4,28.7,25.5,30.4,30.3,53.3,51.6,36.7,33.8,74.2,-6.3
181,Gardner Webb,BSth,31,20–11,105.5,107.2,.4529,54.8,50.2,16.8,18.1,22.6,31,39.2,27.7,53.8,49.9,37.7,33.8,68.5,-4.9
182,Colorado St.,MWC,31,11–20,106.7,108.5,.4521,54.4,53.1,17,16.2,23.9,27.1,31.9,29.5,55.5,53.5,35.2,35,68.4,-12.7
183,Charleston Southern,BSth,28,13–15,100.0,101.8,.4495,50,51.4,17.9,21.3,29.3,28.1,27.4,30.9,47.5,49.7,35.6,35.8,70.4,-9.1
184,Stony Brook,AE,31,23–8,97.8,99.7,.4465,48.2,46,20.5,18.7,33.5,26.3,35.4,34.6,47.8,46.6,32.6,30.1,70.5,-3.6
185,Ohio,MAC,30,13–17,97.8,99.7,.4460,48.6,50.8,20,18.5,28.2,27.4,33.2,31.2,50.7,48.9,29.7,35.9,70.7,-8.5
186,UC Santa Barbara,BW,30,20–10,103.6,105.8,.4404,50.3,49.7,16.8,16.6,33.1,26.2,39.5,32.4,49.4,50.8,34.8,31.8,65.8,-5.8
187,New Mexico,MWC,31,13–18,103.0,105.3,.4382,49.5,51.6,19.4,18.3,29.3,28.6,39.3,37.1,47.8,50.8,34.4,35.5,74,-10.1
188,IUPUI,Horz,30,14–16,102.9,105.2,.4358,50.1,52.8,19.5,19.9,34.9,28,36,34,50.3,50.7,33.2,37.4,70.2,-10.2
189,Cal Baptist,WAC,26,12–14,105.7,108.1,.4353,51.6,49.2,17.7,15.3,28.7,29,32.1,40.7,51,47.2,34.9,35.8,69.4,-8.8
190,Presbyterian,BSth,30,15–15,107.7,110.2,.4335,53.5,53.9,14.6,18.3,25.9,27.1,31.5,33.6,50.2,53.9,38,35.9,68.9,-9.5
191,Mercer,SC,29,9–20,102.4,104.9,.4315,51,52.7,19.3,20.1,28.8,32.3,35.7,34.7,51.2,53.4,33.8,34.6,68.2,-12
192,Santa Clara,WCC,30,15–15,100.3,102.8,.4299,51.6,49.1,20.5,16.3,24.1,28.3,33.9,35.2,49.8,49.9,36.2,31.8,67.8,-7
193,Campbell,BSth,29,17–12,106.5,109.2,.4292,53,54.3,14.7,19.6,23.9,28.9,31.7,36.5,55.1,53.4,33.9,37,66.8,-7.2
194,Appalachian St.,SB,29,8–21,105.6,108.4,.4274,51.4,53.8,17.8,17.4,25.9,29.8,37,34.1,51.3,52.8,34.4,37.3,72.7,-13.7
195,UT Rio Grande Valley,WAC,33,17–16,96.8,99.5,.4220,46,49.6,18.2,24.4,26.6,33,43.7,44.8,45.8,49.7,31,33.1,71.6,-7.9
196,North Dakota St.,Sum,31,16–15,105.8,108.7,.4214,53.8,53.6,15.8,14.6,20.7,25.4,32.1,26.2,52.4,52.9,36.8,36.6,66.5,-8.4
197,Indiana St.,MVC,29,13–16,101.1,104.0,.4185,48.6,51.5,18.6,19.4,23.7,27.2,35.8,38,46.7,52.1,35.6,33.7,70.1,-9.3
198,NJIT,ASun,32,20–12,99.3,102.2,.4178,50.9,48.7,17.7,18.1,21.6,26.7,39.1,29.9,50.1,48.2,34.8,33,68,-6
199,Dartmouth,Ivy,28,9–19,103.6,106.7,.4142,51.8,53,17.6,16,23.9,24.8,24.8,27.9,50.6,54.6,35.8,33.1,67.4,-12.7
200,Hampton,BSth,28,12–16,105.5,108.8,.4118,49.1,51.7,14.5,16.6,28.2,27.4,34.7,37.7,47.8,51.4,34,34.8,72.3,-11.2
201,Hawaii,BW,29,16–13,102.2,105.5,.4101,52.3,50.8,17.6,17.4,26.9,24.7,31.2,32.9,52.2,50.3,35,34.5,67.5,-8.5
202,Illinois St.,MVC,32,16–16,100.7,104.1,.4066,49.1,51.3,18.4,18.2,26,26.1,28.6,32.8,49.1,51.5,32.7,34,68.1,-8.8
203,La Salle,A10,31,10–21,99.6,102.9,.4064,47.2,51.3,20.2,19.8,28.9,28.9,28.5,41.3,45.3,51.2,33.1,34.2,70.5,-13.1
204,Green Bay,Horz,31,15–16,102.4,105.8,.4047,50.7,52.8,16.7,19.1,24.8,30.6,34.7,32.7,50.6,52.1,33.9,35.8,75.2,-8.2
205,Washington St.,P12,32,11–21,105.4,109.0,.4038,52.8,54.7,19.2,17.1,25.2,29.5,30.3,28.4,51.5,54.9,36.4,36.2,71.7,-12.1
206,Rider,MAAC,31,16–15,100.8,104.3,.4036,50.6,53.7,18,22.8,30.8,27.4,39.9,36,50.4,53.6,34,35.9,75.1,-9.8
207,Hartford,AE,32,17–15,106.1,109.9,.4004,54.2,52.6,17.8,19.3,25.3,31,33.1,29.9,51.5,53.2,38.2,34.4,68.2,-9
208,FIU,CUSA,28,15–13,101.2,104.9,.3990,49,53,17.7,23.5,25.6,34.1,37.2,35.7,52.1,53.5,29.8,34.8,79.1,-7.7
209,Pacific,WCC,30,12–18,99.4,103.3,.3903,47.7,54.2,19.6,19.2,26.8,23.1,40.5,42.2,44.9,54.1,35.6,36.2,66.4,-9.4
210,Cal St. Fullerton,BW,31,14–17,97.8,101.8,.3875,49.3,48.9,19.1,16.8,24.6,26.5,38.5,35.8,50.5,49.1,31,32.2,71,-9.5
211,Prairie View A&M,SWAC,33,21–12,101.0,105.1,.3862,48.8,50.9,17.4,24.7,29.8,34,44.2,46.6,49.6,53.5,31.5,30.8,72.2,-6.9
212,Columbia,Ivy,26,8–18,101.3,105.6,.3823,51.5,52.1,18,18.9,24.3,27.2,22.4,38.1,50.6,51,35.4,35.8,68.8,-12.3
213,South Alabama,SB,32,15–17,102.1,106.5,.3811,52.9,52.1,19.5,19.7,25.5,31.9,35.1,36.6,51.1,51.3,37,35.6,67.7,-10.7
214,Valparaiso,MVC,31,13–18,97.8,102.1,.3777,48.9,49.9,20.3,18.9,26.7,27.1,32.1,31.7,50.1,49.8,31,33.4,66.3,-11.9
215,Massachusetts,A10,32,11–21,103.3,107.9,.3771,51.1,51.2,20.2,16.8,31.5,27.1,31.3,41.4,50.2,50.6,35,35,68.9,-13.6
216,Weber St.,BSky,31,16–15,100.4,104.9,.3761,53.2,49,16,15.8,19.2,26.9,37.1,30.9,53.4,49.7,35.2,31.7,72.4,-10.4
217,Lamar,Slnd,29,16–13,102.0,106.7,.3742,49.3,52.2,20,19.8,36.2,27.4,42.3,35.7,48.8,52.3,33.6,34.6,69.6,-8.8
218,South Dakota,Sum,28,11–17,99.5,104.1,.3738,50.1,51.7,16.1,17.4,21.5,25.6,35.9,35.2,49.6,50.7,33.9,35.8,68.2,-11.5
219,Iona,MAAC,32,17–15,105.2,110.1,.3724,53,52.3,17.3,18.6,25.7,30.1,37.1,28.8,53.3,50.2,35.1,36.8,72,-10.2
220,High Point,BSth,29,14–15,98.8,103.4,.3716,49.1,50.3,20.4,16.3,34.1,25.5,33.8,29.1,51,51.5,30.3,32.6,64.9,-10
221,California,P12,31,8–23,103.6,108.5,.3698,48.6,56.9,16.5,20.5,23.3,31.4,34.8,36.1,46.5,56.7,35,38.1,67.9,-13.3
222,William & Mary,CAA,30,13–17,102.6,107.4,.3693,54.4,52.7,18.3,15.6,24.5,26,31.3,30,55.8,51.1,35,36.9,69.9,-10.9
223,Cal St. Bakersfield,WAC,28,13–15,101.8,106.8,.3641,47.3,51.8,19.5,20.2,38,29.4,29.3,52.2,47,49.8,31.9,36.5,66.7,-8.6
224,Cornell,Ivy,28,13–15,97.9,102.8,.3631,50.4,50.3,18.7,17.6,18.9,28.3,34.5,26.9,51.5,50.9,32.7,32.9,69.1,-8.3
225,Long Beach St.,BW,32,13–19,100.1,105.2,.3612,47.6,51.1,19,18.9,28.9,33,40.8,30.2,46.3,51.6,33.8,33.5,72.9,-11.6
226,Fairleigh Dickinson,NEC,31,18–13,104.8,110.3,.3577,54.5,51.5,19.4,20.4,29.4,33.1,35.5,30.2,51.2,51.6,40.4,34.3,68.1,-9.2
227,Florida Gulf Coast,ASun,30,12–18,100.0,105.3,.3570,52.6,52.1,21.2,19.2,25.6,30.8,31.9,27.4,50.7,49.9,36.9,36.8,69.7,-11
228,Detroit,Horz,31,11–20,105.4,111.0,.3566,49.7,54.4,16.3,19.8,29.3,36.4,31,32.7,46.7,56.2,35.6,34.5,70,-12
229,Little Rock,SB,29,8–21,99.0,104.2,.3557,54.4,52.3,22.6,19.4,24.3,27.2,42.5,40.3,54.9,51.7,35.6,35.3,71.8,-14.7
230,Boston University,Pat,32,14–18,103.3,108.8,.3541,53.4,54.6,18.8,18.2,28.6,25.1,24.8,32.5,54.5,56.4,34.2,34.7,67.7,-12.8
231,Holy Cross,Pat,33,16–17,100.5,105.9,.3539,52.7,53.8,16.1,22.1,20.6,32.9,23.1,26.8,52.5,52.2,35.4,37.3,64.9,-11
232,Marist,MAAC,31,12–19,101.0,106.7,.3462,52.3,53,18.9,19.3,24.3,26.6,32.2,35.9,50.8,52.6,36.3,35.5,65.8,-14.9
233,Eastern Kentucky,OVC,29,11–18,98.9,104.9,.3365,47.8,53.2,18.2,21.5,27.3,31.1,32.6,39.7,47.7,54.4,32,34,78.5,-11.1
234,Troy,SB,28,10–18,102.3,108.6,.3350,51,52.7,19.9,17.1,27.2,31.1,31.7,32.8,51.7,50.1,33.2,37.8,68.4,-11.6
235,Fordham,A10,31,11–20,96.8,102.8,.3332,46.8,49.5,16.4,19.1,25.1,28,24.5,36.9,44.7,49.6,33,32.9,66.2,-14.7
236,Air Force,MWC,31,13–18,99.7,105.9,.3327,51.3,53.6,19.3,17.8,23.2,24.1,28.3,28.6,53.1,53.6,32.3,35.7,67.7,-10.6
237,Western Michigan,MAC,31,7–24,99.0,105.2,.3325,48,52.1,21.7,15.2,29.7,27.6,36.7,29.9,49.4,50.1,30.5,36.9,70.5,-15
238,East Carolina,Amer,31,10–21,97.9,104.1,.3314,46.1,51,19,19.5,28.2,31,35.6,41.8,47.7,52,28.4,32.9,69.8,-12.1
239,Evansville,MVC,30,9–21,98.2,104.4,.3309,49.4,50,18.5,17.1,18.9,26.2,37.5,37.5,47.9,49,34.2,34.8,70.9,-14.3
240,Arkansas St.,SB,30,11–19,102.1,108.7,.3292,47.2,51.6,19.4,17.1,33.7,29.8,37.9,43.7,46.5,50.2,32.3,36,69.5,-12.4
241,Chattanooga,SC,29,9–20,101.2,107.6,.3292,51.5,52.9,19.1,15.4,24.6,28.4,24.2,31.6,49.3,52,36.3,36.4,67.8,-12.5
242,Quinnipiac,MAAC,30,16–14,103.1,109.7,.3278,52.6,50.4,19.7,15.9,29.8,29.3,37.8,26.5,48.1,50,37.6,34.1,68,-10.6
243,Army,Pat,31,12–19,96.0,102.2,.3269,49.6,53.3,16.5,18.7,21.6,22.9,24.3,28.4,51,53.4,31.8,35.4,71.1,-13.7
244,UMBC,AE,31,18–13,94.8,101.1,.3247,48.4,51.4,18.3,22.9,24.5,24.4,31.1,32.9,49.5,51.8,31.3,34,66.1,-7.9
245,Siena,MAAC,33,17–16,101.1,107.8,.3227,51.5,52.6,15.6,18,23.6,28.5,24.7,27.3,52.1,51.9,33.9,36,61.9,-11.6
246,Texas Southern,SWAC,32,19–13,102.2,109.0,.3205,50.2,51.7,19.8,19.9,32.5,31.3,41.2,33.9,51.6,50.4,31.9,36.1,75.8,-6.4
247,The Citadel,SC,27,9–18,106.2,113.7,.3148,52,56.6,17.3,16.9,25.1,31.8,25.8,31.7,54.2,57.5,33.5,37.1,75.2,-10.7
248,Youngstown St.,Horz,30,10–20,103.6,111.1,.3104,49.6,53.6,18.5,16.2,33.5,28.9,23.1,38.5,48.5,55,34.1,34.2,68.6,-13.8
249,Middle Tennessee,CUSA,30,9–21,96.8,103.9,.3075,46.7,50.8,22.8,17.5,32.3,28.1,29.6,34.2,45.7,50.5,32.3,34.1,69.1,-13.1
250,UMKC,WAC,31,10–21,99.1,106.4,.3066,49.8,53.6,17.2,20.9,23.5,32.3,32.4,36.7,47.8,53,35.2,36.5,67.9,-13.4
251,Rice,CUSA,30,11–19,102.5,110.0,.3064,50.1,51.6,18.9,14.9,26.6,24.4,38.5,30.6,48.1,51.5,35.3,34.5,71.6,-12.8
252,Eastern Washington,BSky,33,15–18,99.5,106.9,.3032,50.3,52.5,17.1,16.6,24.6,23.6,27,34.8,48.9,50.1,34.8,37.4,68.9,-11.7
253,St. Francis PA,NEC,30,16–14,104.1,112.0,.3027,49,53.7,17.4,17.2,33.7,28.4,35.2,31.7,46.8,54.6,35.2,35,69.3,-8.9
254,North Dakota,BSky,26,8–18,97.0,104.4,.2996,51.3,52.5,17.9,17.3,21,25.4,27.2,30,49.6,52.2,36,35.3,71,-12.6
255,Southeastern Louisiana,Slnd,31,15–16,97.2,104.6,.2990,50.4,50.2,24.1,20.9,32.5,28.2,37.2,39.3,50.4,50.6,33.6,32.9,66.7,-10.6
256,UC Davis,BW,29,9–20,95.2,102.6,.2970,49,52.8,19.9,21.1,22.1,27.7,29.7,37.7,49,53.3,32.7,34.6,67.2,-13.8
257,Delaware,CAA,31,15–16,103.9,112.2,.2937,53.3,52.8,17.2,14.9,24.2,28.8,31.2,28.6,50.9,49.9,37.8,38.4,64.7,-10.8
258,Morehead St.,OVC,31,11–20,100.9,109.0,.2919,48.4,52.5,17.2,17.7,27.8,31.6,33.9,28.4,47.1,51.3,33.6,36.4,68.7,-12.4
259,Cal St. Northridge,BW,32,12–20,103.7,112.0,.2906,51.7,51.5,17,16.8,28.2,32.1,32.1,31.3,50.3,48.1,36.6,38.4,72,-14.5
260,LIU Brooklyn,NEC,31,15–16,97.5,105.5,.2873,50.7,48.2,20.1,18.5,28.3,29.5,34.4,35.4,50.3,47.7,34.1,32.8,72.2,-12.8
261,Sacred Heart,NEC,31,14–17,102.3,110.8,.2869,51.7,51.8,19.9,16.5,31.8,27,38.1,31.3,51.1,49.3,35.2,37.3,73.3,-13
262,UNC Wilmington,CAA,32,9–23,104.5,113.2,.2849,50.5,56,18.5,14.5,31.7,26.7,32.8,31.9,49.3,54.4,35,38.8,70.5,-16.5
263,Tulane,Amer,31,4–27,96.6,104.7,.2826,47.1,50.6,21,15.1,27,30.9,32.8,31.6,46.7,50.7,31.8,33.6,71.1,-17.1
264,Milwaukee,Horz,30,8–22,99.0,107.4,.2797,48.1,51.7,18,15.3,26.7,28.3,28.2,36.3,46.5,53,33.8,33.3,67.4,-15.9
265,Oral Roberts,Sum,30,9–21,102.9,111.8,.2769,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39,68.5,-14.1
266,St. Francis NY,NEC,30,15–15,95.4,103.8,.2762,48.4,48.7,17.7,19.2,27.1,28.3,29,38.8,47.3,49.2,33.3,31.7,69.6,-11.5
267,Canisius,MAAC,32,15–17,100.9,109.8,.2756,50.5,53.6,18.6,20.5,27,31.9,31.4,36.9,52,53.3,32.4,36,69.1,-11.5
268,Drexel,CAA,31,12–19,103.8,113.0,.2732,51.3,55.6,16.6,14.6,29.2,26.3,30.6,30.3,50.9,54.7,34.7,38.2,70.7,-13.3
269,Fairfield,MAAC,31,9–22,97.0,105.7,.2698,50.7,52.6,20.7,21.4,26.1,28.9,23.9,40.1,49.5,51.2,35,36.6,69.2,-17.6
270,George Washington,A10,33,9–24,95.4,104.0,.2684,45.8,51.2,18.2,17.1,23.4,28.5,32.6,30.2,45.3,49.8,31.1,35.6,68.8,-15.6
271,Robert Morris,NEC,31,15–16,94.1,102.7,.2684,48.6,51.3,21.6,22.3,29.5,28.1,33.3,39.8,47.2,51.6,33.9,33.9,67.5,-11.3
272,Loyola MD,Pat,32,11–21,100.5,109.7,.2654,51.6,55.6,19.5,20.6,27.9,29.6,33.6,32.3,51.8,53.7,34.2,39.2,70,-14.8
273,Southern Utah,BSky,30,14–16,96.3,105.2,.2650,50.5,51,19,17.1,23.1,24.9,37.7,39.1,50,48.2,34.2,36.8,72.1,-11.8
274,Navy,Pat,31,12–19,96.7,105.7,.2630,46.8,52.1,20.7,16.6,31.8,25.5,30.5,29.7,46.4,53.2,31.7,33.8,68.1,-13.2
275,Cleveland St.,Horz,29,8–21,100.7,110.1,.2627,51.5,51.6,18.5,16.8,26.3,33,31.7,34,48.9,53.2,36.5,32.9,70.6,-15
276,Albany,AE,31,11–20,97.7,106.9,.2623,49.3,52.1,20.9,18.5,27.3,28.3,32.5,30.2,46.9,51,34.8,35.9,67.2,-15.5
277,Norfolk St.,MEAC,31,18–13,96.7,105.8,.2614,50.3,49,20.6,20.8,26.7,28.8,39.5,43.4,46.9,47.7,37.3,33.8,70.2,-8.8
278,Houston Christian,Slnd,28,10–18,102.2,111.8,.2612,49.6,55.7,19.5,20.2,33.8,29.6,42.4,35.7,49.3,54.3,33.4,39,75,-12.9
279,New Orleans,Slnd,28,15–13,95.6,104.7,.2606,48.2,49.7,21.8,22.6,32.5,34.4,36.7,39.2,46.9,50.1,34.2,32.7,69.5,-8.6
280,Jacksonville,ASun,30,10–20,97.0,106.3,.2593,49.6,52.1,19.9,18.2,28.3,27.4,30.5,28.8,51,50.3,31.2,37,72.4,-14.1
281,Montana St.,BSky,31,14–17,105.1,115.2,.2587,53.4,57.1,17.1,17.2,26.3,26.6,34.9,28.3,51.1,57.4,37.6,37.8,71.3,-12
282,Grambling St.,SWAC,30,14–16,93.9,103.0,.2555,49.6,44.9,22.1,18.2,26.1,29.7,44.1,42.9,45.1,44.6,39.7,30.2,70.8,-11.3
283,Sacramento St.,BSky,28,12–16,95.5,104.9,.2549,48.7,52.6,19.1,21.4,28.2,27.1,33.5,36.8,48.3,50.8,33.1,37,68.9,-12.3
284,Western Carolina,SC,31,6–25,99.7,109.4,.2547,53.6,55.3,25.1,14.7,28.4,25.7,34.8,39.7,52.3,57.8,36.8,34.1,71,-16.3
285,Western Illinois,Sum,29,8–21,97.3,106.8,.2547,49.8,52.2,16.3,14.5,22.6,25.5,23.2,28.1,45.9,48.4,38.2,38.9,68.6,-15.8
286,Tennessee Martin,OVC,29,10–19,104.0,114.3,.2522,50.4,57.1,18.8,19.3,31.5,34.7,26.4,27.2,49.9,56.7,34.1,38.5,69.6,-13.1
287,James Madison,CAA,31,12–19,99.8,109.8,.2494,50.2,52.9,18.8,16.4,30.1,29.4,33.4,34,47.5,52.6,36.6,35.7,66.3,-13.9
288,Texas A&M Corpus Chris,Slnd,28,10–18,93.9,103.5,.2470,47.9,48.6,22.3,20.1,31.1,27.5,29.8,41.7,47.6,46.1,32.3,34.9,66.2,-13.5
289,Longwood,BSth,29,12–17,95.9,105.7,.2462,51.5,49.9,20.9,17.7,24.5,25.3,34,33.6,50.8,49.5,34.9,33.6,68.3,-12.8
290,UMass Lowell,AE,30,13–17,102.3,112.8,.2460,53.7,52,19.6,17.9,27,29.8,34.1,32.6,55.1,54.7,34.3,31.6,71.5,-12.7
291,Monmouth,MAAC,35,14–21,92.7,102.2,.2459,45.8,51.1,20.6,21.2,29.3,28.5,40.3,43.2,46.4,48.4,29.7,35.8,68.8,-15.1
292,Towson,CAA,31,9–22,99.6,109.8,.2458,47.9,52.1,18.8,15.2,35.2,27.3,28.1,33,47.6,50.8,32.6,35.7,64.7,-16.7
293,Portland St.,BSky,29,13–16,100.7,111.1,.2431,46.9,53.7,19.4,18.8,38.7,28.5,37.3,43.3,48.3,54.6,29.8,34.8,70.4,-11.8
294,North Carolina Central,MEAC,30,15–15,97.2,107.5,.2405,49.8,49.7,23,17.7,34.6,27,33.4,30.9,51.7,50.9,31.1,31.6,66.4,-10.8
295,UTEP,CUSA,27,6–21,90.0,99.8,.2332,45.7,49.4,22.8,19,26.7,26.7,34.7,32.9,44.3,46.6,32,36.2,69.2,-15.3
296,Eastern Illinois,OVC,31,13–18,99.3,110.4,.2281,49.6,53.6,18.8,18.4,29.2,30.5,28.7,33.1,46.7,50.3,36.2,39,68.2,-11.9
297,VMI,SC,29,8–21,100.6,112.2,.2232,50.1,56.9,16.5,16.9,21.7,27.6,29.2,32,47.6,56.8,35.4,38.1,73,-12.9
298,Central Arkansas,Slnd,30,11–19,98.7,110.1,.2211,49.1,51.9,19.7,18,24.5,30.9,34.2,34.3,46.3,51.2,35.3,35.3,71.9,-13.2
299,North Carolina A&T,MEAC,30,17–13,96.4,107.6,.2202,51.1,48.8,19.4,20.7,27.1,34.7,31.1,32,51,49.5,34.1,31.7,67.3,-8.3
300,Elon,CAA,30,9–21,98.7,110.2,.2193,52,53.6,18.4,15.2,22.4,28.3,24.3,29.4,52.2,51.5,34.6,37.8,69.5,-16
301,Tennessee St.,OVC,28,7–21,97.1,108.7,.2145,49.1,54.3,22.7,20.3,28.7,28.4,36.2,54,49.3,52.6,32.6,38.4,70.9,-14.2
302,Lafayette,Pat,29,9–20,100.7,112.8,.2132,52.6,54.7,18.7,15.3,22.2,26.7,24.5,31.2,49.2,52.9,38.3,38.6,70.1,-15.4
303,Bethune Cookman,MEAC,29,12–17,93.2,104.6,.2110,48.3,47.8,21.5,19.7,33.5,31.5,37.1,36.6,48.3,48.7,32.4,30.9,73.2,-13.1
304,North Alabama,ASun,29,7–22,93.5,105.0,.2093,44.5,52.6,19.3,17.2,27.3,25.1,30.8,38,44.4,52.6,29.7,35.1,69.8,-14.5
305,Northern Arizona,BSky,31,10–21,99.7,111.9,.2090,50.3,55,17,16.6,25.8,26.5,33.8,29.7,49.2,55.9,34.6,35.8,69.8,-16.4
306,Idaho St.,BSky,28,9–19,103.3,116.0,.2084,52,56.1,17.6,15,25.8,29.8,28.8,30.6,50.4,54.2,36.2,39.6,68.2,-14.1
307,Niagara,MAAC,32,13–19,101.3,113.9,.2054,49.2,53.4,17.3,16.2,27.1,26.2,33.3,25.3,46.1,51.3,35.9,38,71,-15.3
308,Howard,MEAC,30,14–16,101.2,113.9,.2043,48.5,52.1,17,20,29.8,33.1,33.9,37.9,45.6,51.4,36.8,35.5,72.4,-12.7
309,Nicholls St.,Slnd,27,10–17,97.9,110.2,.2043,50.1,51,17.2,18.1,23.5,33.6,21.9,36,45.4,53.5,37,30.7,70.1,-12.5
310,Denver,Sum,29,7–22,98.7,111.5,.1981,50.2,56.5,19.7,15.7,26.4,22.9,26.2,28.3,47.8,51.7,36.2,41.8,68.7,-15.8
311,Wagner,NEC,28,11–17,93.5,105.8,.1954,44,51.1,20.8,19.8,33.4,28.9,33.8,46.5,43.1,49.9,30.1,35.2,65,-13.3
312,Charlotte,CUSA,29,8–21,93.9,106.5,.1901,48.1,51.3,22,17.9,22.3,26.4,36.3,32.6,49.2,49.9,31.1,35.5,65.8,-15.2
313,Wyoming,MWC,31,7–24,94.1,106.8,.1888,49.1,51.7,19.9,17.4,15.9,28.8,39.1,34.4,47.1,51.6,34.5,34.6,69.9,-17.4
314,Saint Peter's,MAAC,32,10–22,94.1,106.9,.1873,48.7,51.2,23.3,18.7,29.9,27.8,34.8,38.5,48.8,46.7,32.5,38.6,64.9,-16.9
315,Southeast Missouri St.,OVC,29,8–21,96.3,109.6,.1840,50.4,52.7,20.2,17.4,25.6,28.3,29.1,33.5,47.4,55.7,36.6,32.3,69.1,-15.2
316,Stephen F. Austin,Slnd,26,10–16,94.4,107.6,.1831,48.4,52.6,20.5,21.5,29.1,32.9,36.2,36.1,47.6,49.9,33.3,37.4,69.9,-11.8
317,Florida A&M,MEAC,29,10–19,89.0,102.0,.1720,49.1,48.5,24.6,21.7,27.9,32.4,31.1,40.5,46.9,50.4,36.4,30.2,66.3,-13.9
318,Mount St. Mary's,NEC,29,7–22,94.7,108.7,.1703,47.9,52.1,19,17.8,25.1,31.5,33.9,34.8,48.7,51.1,31.2,35.8,68.6,-16.7
319,UC Riverside,BW,30,7–23,97.3,111.8,.1683,51.2,54.4,20.3,16,25.1,26.5,22.7,33.4,47.2,53.7,38,37.2,64.7,-18
320,Jackson St.,SWAC,30,11–19,89.6,103.0,.1665,44.6,49.2,20.4,20.7,28.7,27,34.3,44,45.9,46.8,27.9,35.5,66.9,-14.3
321,Central Connecticut,NEC,29,9–20,96.5,111.3,.1624,47,53,19.8,18.1,29.6,29.9,34.1,37.2,45.8,51.5,32.8,36.6,70.4,-15.1
322,Portland,WCC,30,5–25,93.9,108.4,.1614,47.3,51.8,19.9,16.3,20.3,30.1,39,34.6,45.8,49.2,32.9,37.1,68.4,-17.7
323,McNeese St.,Slnd,27,6–21,98.0,113.5,.1567,49.8,54.2,21.3,17.7,29.7,31.9,38.8,29.3,51.3,53.8,31,36.5,67.4,-16.2
324,Bryant,NEC,30,10–20,98.2,114.6,.1437,49,54.9,18.4,18.6,26.6,30.2,36.8,35.4,49.2,52.8,32.5,38.8,69.2,-16.1
325,SIU Edwardsville,OVC,29,8–21,96.1,112.3,.1434,46.8,56.6,18.7,18.9,28.5,28.5,34.6,39.3,47.6,56.8,30.3,37.5,70.7,-16.1
326,Manhattan,MAAC,32,11–21,88.5,103.6,.1398,47.4,51,24.1,23.5,30.6,30.3,33.3,45.6,45.6,48.6,33.2,36.1,63.3,-17.1
327,Binghamton,AE,31,8–23,95.0,111.4,.1385,49.5,52.3,18.5,16.7,20.9,31.7,24.3,25.2,48.4,49,33.9,38.4,67.1,-17.2
