,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
165,Princeton,Ivy,29,15–14,104.4,104.6,.4951,54.3,49.6,18.8,18.5,20.7,26.4,46.1,41.8,53,47.2,37.3,36.9,65.2,-8.7
166,Santa Clara,WCC,30,12–18,104.5,104.8,.4914,48.2,51.7,17.1,19.1,28.1,34.1,31.1,43.2,46,49.2,34.6,37.7,61.6,-8.7
167,Chattanooga,SC,30,20–10,103.0,103.3,.4910,50.5,48,19.4,18.7,32.5,32.7,43.8,43.2,49.9,46.3,34.4,35,65.3,-4.6
168,High Point,BSth,28,19–9,105.3,105.7,.4903,52.1,51.1,17.3,19.5,30.4,31.3,33,32.6,49.3,50,39,35.3,62.7,-3.7
169,North Dakota St.,Sum,30,21–9,100.5,100.9,.4898,49.2,47.8,15.9,16.6,26.5,23.4,36.2,30,45.1,44.4,37.8,36.4,61.2,-3.7
170,Florida Gulf Coast,ASun,29,19–10,99.5,100.1,.4818,48,44.8,17.9,17.2,34.6,32.4,33.3,34.8,46.8,45.5,33.9,29.1,64.7,-4.9
171,Louisiana Monroe,SB,29,17–12,96.3,97.0,.4812,45.6,43.6,17.9,16.8,31.4,29.6,25.2,30.3,45.6,43,30.4,29.9,61.3,-6.7
172,Washington St.,P12,31,13–18,106.6,107.3,.4796,49.6,52.4,17.3,14.1,26.4,30.3,39.7,34.1,48.7,50.8,34.2,37.4,67.8,-6.8
173,Indiana St.,MVC,30,14–16,100.3,101.1,.4796,49.4,48.6,20.9,20.8,26.4,31.7,42.3,37.6,46.6,44.7,35.7,38.6,67.3,-8.1
174,Canisius,MAAC,30,16–14,99.1,99.9,.4778,45.8,47,18.7,22,34.1,32.5,31.7,40.7,45,45.5,31.5,33.1,63.3,-8.9
175,Winthrop,BSth,29,16–13,102.8,103.9,.4715,50.8,47,17.7,19,29.4,32.3,35.9,38.4,49.2,45.9,35.5,32.7,66.3,-8.7
176,Tennessee Martin,OVC,28,16–12,106.2,107.5,.4663,53.2,50.6,18.7,15.2,29.8,26.6,33.6,30.5,50.8,48.7,38.2,36,62.1,-6.5
177,Rutgers,B10,32,10–22,96.3,97.6,.4633,43.6,49.8,20.1,18.1,30.5,31.4,32.6,32,43.3,49.3,29.5,33.7,65.5,-8.8
178,UT Arlington,SB,30,15–15,101.8,103.1,.4614,49.4,47.8,20.8,19.6,31.8,32.8,38.1,42.2,50.8,47.8,31.3,31.8,70.1,-8.7
179,Radford,BSth,29,18–11,103.9,105.6,.4541,50.1,48.6,18.2,18.6,35.2,33.8,36.2,35.5,50.1,48,33.3,33.5,64.5,-6.1
180,Colgate,Pat,32,15–17,104.9,106.7,.4528,56,50.7,18.8,16.5,23.7,28.4,27.4,35.1,53.8,47.8,39.5,37.8,61.2,-11.1
181,Lehigh,Pat,29,15–14,98.6,100.3,.4501,49,46.8,19.9,17.4,29.2,30.4,36.2,31.2,47.8,44,34.8,33.9,66.9,-9.1
182,St. Francis NY,NEC,33,22–11,100.0,102.0,.4457,46.2,47.1,19.9,20.5,39.8,29,41.4,39.5,47.4,44.1,29.1,36.8,64.7,-6.9
183,Northern Arizona,BSky,32,18–14,100.3,102.4,.4414,46.4,49.4,18.1,17.3,34.9,26.5,37.2,40.5,42.8,49.3,35.5,33.1,64.9,-8.3
184,Monmouth,MAAC,33,18–15,98.3,100.4,.4399,47.9,47.2,19.9,21.4,30,33.6,41,37.2,46.7,44.3,33.8,34.2,63.9,-8.7
185,Detroit,Horz,31,13–18,100.6,102.9,.4354,49.7,52,19.3,21.2,29.4,29.8,32.4,48.3,46.3,53,37.9,33.7,68,-10.1
186,Missouri,SEC,31,8–23,99.5,101.8,.4324,45.8,49.3,20.2,17.2,29.4,33.3,32.5,43.9,44.2,48,32.5,34.4,62.7,-10
187,East Tennessee St.,SC,28,14–14,102.7,105.2,.4314,49.8,51.3,18.7,21.4,29.6,33,39.8,42.3,45.5,49.5,36.7,35.8,67.9,-8.7
188,NJIT,Ind,25,14–11,101.0,103.5,.4306,52.3,46.2,21.5,19.4,28.6,33.2,38.5,45.1,49.3,44.2,37.7,33.3,66.9,-6.1
189,Houston,Amer,32,13–19,100.4,102.9,.4293,46.5,49.1,20.5,19.9,33.6,33.7,31.5,33.2,45.2,48.4,32,33.7,64.6,-11.4
190,Southern Illinois,MVC,32,11–21,97.9,100.5,.4232,45.7,51.4,20.8,21.3,31.4,26.2,41,40.8,44.3,48.2,33.3,38.1,62.8,-13
191,Dartmouth,Ivy,28,14–14,98.9,101.7,.4209,49.2,49.4,20.4,21.4,31.1,28.6,36.3,42.6,47.6,47.4,35.1,35.1,63.2,-8.8
192,Lafayette,Pat,31,19–12,110.6,113.7,.4201,56.3,52.9,16.9,16.9,27.6,34.4,31,27.6,53,50.8,41.4,37.6,65.2,-6.8
193,Robert Morris,NEC,33,19–14,99.9,102.7,.4195,50.5,48.4,20.5,21.7,31.2,35.8,36,37.6,47.6,47.5,38,33.4,66.1,-8.3
194,Oral Roberts,Sum,30,16–14,103.2,106.2,.4188,47.5,50.6,18.1,18.8,30.1,31,44.8,37.3,45.5,48.6,34.7,36.9,65.3,-8.1
195,George Mason,A10,30,8–22,100.8,103.8,.4161,45.5,50,21.9,18.5,35.9,30.4,41.1,44.7,44.9,48.4,31.6,35.3,65.1,-12.5
196,Saint Peter's,MAAC,34,16–18,97.5,100.4,.4150,46.9,45.2,19.5,20.9,31.4,30.5,44,45.8,44.6,44.3,34.3,31.2,60.8,-12.4
197,IPFW,Sum,27,13–14,104.3,107.6,.4120,53.2,51.1,18.8,16,25.6,26.7,41.5,27.5,52.6,49.9,36.1,35.5,64.8,-9
198,Northern Illinois,MAC,29,13–16,99.5,102.8,.4085,47.6,51.8,21.7,21.4,36.4,31.1,47.1,40.9,47.2,52.5,32.2,33.9,62.8,-8.8
199,New Hampshire,AE,29,17–12,97.6,100.8,.4081,49.5,45.6,18.9,17.2,27.2,23.5,36.3,41.6,46,45.3,37.1,30.8,64.2,-7.8
200,Fordham,A10,30,9–21,99.9,103.2,.4076,46.7,50.2,22.2,18.7,33.4,29.5,33.1,41.7,47.8,49.6,29.8,34.1,65.9,-12.2
201,St. Francis PA,NEC,30,15–15,98.1,101.3,.4074,50.2,49.6,19.7,20.8,25.6,31,35.4,30.6,50.2,50.3,33.4,32.1,63.2,-10
202,Denver,Sum,30,12–18,104.1,107.5,.4072,56.2,52.9,19.1,20.4,19.3,29.6,31.2,51.2,55.5,51.7,38,37.1,57.9,-12.2
203,Tulane,Amer,30,14–16,98.1,101.4,.4072,46.4,49.9,19.9,20.3,32.6,29.3,34.7,36.1,45.5,49.6,32,33.7,63.7,-8.8
204,American,Pat,33,17–16,98.9,102.6,.3967,53.4,51,19.4,21.8,21.3,31.6,34.4,33,51.8,50.9,37.4,34.2,57.2,-9.7
205,Charleston Southern,BSth,27,16–11,103.6,107.5,.3957,48.7,52.8,17.1,19.1,33.7,27.8,35,33.4,47.1,50.7,33.6,37.2,65.8,-5.9
206,Fresno St.,MWC,30,13–17,100.6,104.3,.3956,47.1,49.4,17.2,20.3,25.9,32.7,38.8,44.3,47.2,48,31.3,34.8,65.4,-9.2
207,Western Carolina,SC,30,13–17,101.3,105.2,.3945,48.8,50.1,20.1,20.7,34.7,33.9,34.6,52.5,47.2,48.6,34.8,34.9,66.2,-10.9
208,Gardner Webb,BSth,30,16–14,105.3,109.3,.3940,50.7,53.3,17.5,17.1,30.3,31,38,29.6,50,51.6,34.5,38.2,68,-7.5
209,Milwaukee,Horz,28,12–16,100.5,104.5,.3907,49,51.2,20,16.5,26.9,29.5,36.2,31.6,48.6,48.6,33.2,38.6,65,-8.8
210,Cornell,Ivy,29,12–17,94.2,97.9,.3902,44.6,45.7,19,19.3,23.1,30,39.3,41.5,44.1,43.2,30.3,33.3,65.2,-10.9
211,James Madison,CAA,32,19–13,101.9,106.1,.3876,51.8,50,20.4,17.8,28.8,31.6,43.6,32.4,50,48.1,36.5,35.4,64.8,-6.9
212,Rice,CUSA,29,10–19,99.9,104.0,.3872,51.7,49.9,22.1,19.6,26.5,32.2,33.7,40.1,47.6,49,37.3,34.5,62.4,-12.9
213,UTSA,CUSA,28,12–16,104.4,108.7,.3857,47.9,52.9,18.2,20.3,35.2,31.3,42.1,29.7,47.3,51.5,32.7,36.7,66.3,-11.1
214,Norfolk St.,MEAC,31,18–13,101.4,105.6,.3856,51.5,47.6,20.6,18.3,34.6,30.9,43.4,39.8,51.9,45.9,33.7,33.6,65.1,-7.4
215,Southeast Missouri St.,OVC,28,11–17,100.7,105.0,.3823,48.9,50.2,19.2,19.3,32.2,31.6,36.4,41.8,48.1,46.2,33.7,39.2,66.2,-12
216,Idaho,BSky,28,11–17,106.3,111.0,.3792,53.4,53.6,17.5,15.4,30.7,27,38.6,41.5,49.2,53,41,36.3,68,-12.7
217,Air Force,MWC,29,12–17,105.3,110.0,.3772,53.6,53,19.2,20.2,29.6,32.6,30.8,35.5,53.9,51.5,35.4,36.6,61.6,-10
218,Pacific,WCC,28,9–19,102.3,106.8,.3769,46.8,51.9,19.8,16.2,34.6,31.3,39.4,43.1,44.3,50.7,34.2,36.1,61.9,-10.6
219,Bucknell,Pat,32,18–14,102.4,107.0,.3765,50.1,50.1,17.2,14.7,29.1,26,40.9,38.2,46.6,47.8,38.3,37,64.8,-8.1
220,North Texas,CUSA,29,12–17,97.4,101.7,.3759,46.9,49.3,20.1,20.4,31.1,33.1,40,38.2,47.8,48.1,29.9,34.2,66,-10.6
221,East Carolina,Amer,31,12–19,101.6,106.2,.3744,48.4,50.9,18,19.2,28.2,34.7,29.9,34.1,45.2,53,35.6,31.6,61.9,-10.6
222,Texas St.,SB,28,11–17,92.3,96.5,.3737,44,47.6,19.9,23.1,29,31.8,36.5,36.6,42.8,48.6,31.1,30.5,61.8,-11.5
223,Boston University,Pat,29,12–17,105.5,110.4,.3737,52.7,53,19.4,16.3,28.2,28.4,44.9,33.6,50.8,50.9,36.8,37.4,64.7,-11.6
224,Northwestern St.,Slnd,27,15–12,110.1,115.5,.3670,52.9,53.9,16,20,30.2,39.3,35.8,37.9,51.8,51.7,36.6,39.2,73,-6.2
225,UC Riverside,BW,29,12–17,96.4,101.2,.3644,46.7,49,20.2,18.7,30.7,28.7,33.7,42.5,45.1,44.6,33,39.7,65.7,-9.9
226,Little Rock,SB,30,12–18,102.7,107.8,.3633,47.6,51,15.6,19.9,28.4,31.2,36,40.8,45.8,49.1,34,36.3,64.7,-12.8
227,South Dakota,Sum,31,15–16,101.0,106.2,.3605,47.1,51,16.7,17.5,31,27,33.7,35.6,44.2,51.1,35.8,33.9,65.9,-10.4
228,Texas Southern,SWAC,34,22–12,101.2,106.4,.3595,49.4,48.9,19.9,18.7,34,34.2,46.5,32.6,50,48,32,34.2,63.7,-4.3
229,Duquesne,A10,30,11–19,106.3,111.8,.3578,51.2,51.7,18.3,16,31.7,33.3,32.5,33.8,49.5,47.7,36.2,38.5,67.6,-11.2
230,Sacramento St.,BSky,29,18–11,105.4,111.1,.3544,53.8,53.9,16.8,19.9,27.3,33.3,35.7,31.9,50.7,54.5,40.9,35.2,62.7,-6.6
231,Ohio,MAC,30,10–20,100.3,105.9,.3504,49.8,49.3,18.7,15.4,25.9,30.5,28.9,32.2,49,46.8,34,35.9,66.9,-13.2
232,Maryland Eastern Shore,MEAC,32,18–14,100.8,106.6,.3459,51.8,51.2,23.2,21.4,35.2,32,47.7,40.3,48.8,52.8,38.5,32.5,64.8,-8.5
233,Bryant,NEC,31,16–15,102.0,107.9,.3446,48.8,48.3,18.3,16.6,29.5,32,32.8,35.9,46.9,48.9,34.6,31.5,63.6,-10.1
234,Texas A&M Corpus Chris,Slnd,30,17–13,98.1,103.8,.3430,49,47.8,19.6,20.8,30.4,33.3,51.8,47.3,48.7,47.7,33,32,62.9,-8.5
235,UNC Asheville,BSth,28,12–16,100.4,106.5,.3356,49.9,49.7,20.8,18.3,31.6,32.2,35.4,43.3,48.2,49,35.2,33.9,68.4,-11.3
236,Drexel,CAA,29,11–18,97.4,103.4,.3354,45,50.1,17,18.5,27.5,31.2,33.1,35.7,42.6,49,33,35.1,61.2,-12.2
237,Incarnate Word,Slnd,24,14–10,105.1,111.8,.3313,52.2,51,15.5,17.9,25.3,31.3,46.5,39.6,52.1,50.3,34.9,35.3,67.8,-5.8
238,Northern Kentucky,ASun,28,11–17,101.9,108.3,.3313,51.2,50.6,17.8,16.6,28.5,30,30,45.3,51.9,49.2,33.4,35.5,64.1,-11.9
239,Bradley,MVC,32,8–24,92.5,98.4,.3298,42.3,50.3,20.4,21.9,32,29,37.8,46.2,40.7,47.2,30.1,36.9,62.5,-15
240,Wright St.,Horz,29,9–20,97.2,103.4,.3283,49.8,51.2,19,19.8,23.2,30.8,31.5,41.2,49,50.4,34.1,35.3,63.7,-13.4
241,Holy Cross,Pat,29,13–16,99.0,105.4,.3271,47.2,53.2,17,21.6,29.6,29.7,34.9,41.3,45.4,51.7,33.7,37.5,64,-11
242,Mount St. Mary's,NEC,30,15–15,95.8,102.0,.3262,47.2,49.6,19,21.3,30.6,32.4,30.4,35.6,45.5,48.5,33,34.8,62.9,-9.3
243,Eastern Illinois,OVC,29,15–14,96.9,103.3,.3227,50.4,48.2,19,19.2,23.8,34.7,34.2,31.8,47.9,46.2,36.4,34.6,62.6,-7.9
244,Cal St. Bakersfield,WAC,30,11–19,97.9,104.4,.3224,46,48.3,20.1,19,33.4,26.9,37.7,48.7,45,44.4,32,36.6,61.2,-14.4
245,Brown,Ivy,29,11–18,98.2,104.7,.3219,47,48.5,21.6,16.4,29.8,30.5,45,36.4,47.2,47,31.1,34.7,68.2,-12
246,Weber St.,BSky,28,11–17,98.8,105.5,.3187,48,50.8,20.5,16.6,28.8,30.2,46,31.5,45,49.6,34.9,35.9,63.3,-11.6
247,Siena,MAAC,31,11–20,104.5,111.7,.3175,47.5,51.4,18.7,21.2,36.3,37.1,41.9,51,46.6,49.9,33.2,36.2,66.7,-14.9
248,Ball St.,MAC,29,6–23,98.9,105.8,.3162,48.9,52.4,21.6,18.2,29.9,28.6,35.4,42.1,47.7,51.8,33.6,35.7,64.1,-15.5
249,Miami OH,MAC,31,12–19,98.9,105.8,.3152,49.4,53.1,19.4,20.6,25.9,29.6,38.7,42.5,48.3,53.7,34.4,34.9,65.4,-11.9
250,Loyola Marymount,WCC,30,7–23,101.2,108.4,.3128,46.3,53.7,21.5,18,33.5,34.1,36.2,35.5,43.8,50.5,35.1,39.2,62.9,-12.8
251,Seattle,WAC,29,14–15,97.1,104.0,.3125,50.6,47.6,21.7,17.2,31.5,28.6,37.3,32.7,47.4,46,37.7,33.3,62.1,-11.3
252,Portland St.,BSky,27,13–14,101.2,108.4,.3118,48.7,52.7,16.4,17.5,27.6,32.1,37.2,31.4,45.5,50.2,37.3,38.5,66.3,-9.6
253,Tennessee Tech,OVC,28,10–18,101.3,108.5,.3115,48.8,53.1,20.5,18.7,36.4,29.2,34.8,42.7,49.1,52,32.2,36.8,66.6,-13.1
254,Missouri St.,MVC,29,9–20,97.4,104.6,.3058,45.4,49.6,19.5,16.4,29.7,30,31.7,36.8,44.5,46.6,31.4,36.9,61.9,-12
255,Nebraska Omaha,Sum,28,11–17,100.9,108.5,.3032,49.3,53.3,18.3,20.3,30.5,28.9,42.6,38.9,49.2,51.7,33.1,37.6,74.2,-12.5
256,Army,Pat,29,14–15,98.7,106.1,.3030,50,51,19.1,18.9,29.7,31.5,32,40.7,51.1,49.9,32.2,35.8,69.9,-10.6
257,Navy,Pat,31,12–19,97.9,105.4,.3007,49.1,53.1,19.4,20.1,29.5,30,30.6,36.6,48.8,49.7,33.1,39.1,61.8,-13.6
258,Northern Colorado,BSky,28,13–15,108.3,116.6,.3002,53,55.7,16.2,20,33.6,34.3,35.1,40.4,51.4,52.9,37.5,40.2,63.5,-10.5
259,Drake,MVC,30,8–22,103.2,111.1,.3000,52.1,54.9,22.3,16.9,23.3,32,34,30.5,47.4,53.2,40.6,38.5,59.5,-13.1
260,Marshall,CUSA,30,9–21,94.4,101.8,.2971,46.2,48.6,21.6,18.6,28.2,32.5,34.9,36.6,45.9,49.1,31.1,31.7,70.4,-14.5
261,Youngstown St.,Horz,29,8–21,103.8,112.0,.2958,50.1,53.6,17.2,17.8,27.6,34.2,35.9,36.8,48.5,51.7,35.6,37.9,67.6,-14.5
262,Sacred Heart,NEC,31,14–17,100.1,108.1,.2922,49.6,49.2,19.4,18.4,33.9,32.7,35.9,33.6,50.3,47.7,32,34.7,69.1,-12.8
263,Grand Canyon,WAC,29,15–14,104.1,112.5,.2908,50.7,49.8,17.2,16.4,27,34.2,41.2,36.7,50,49.7,34.6,33.3,64.7,-9.5
264,UCF,Amer,29,11–18,101.4,109.6,.2899,49.1,51.3,19.7,15.8,30.7,36.8,35.1,27.2,47.6,50.3,34.5,35.6,64.7,-11.1
265,South Florida,Amer,31,8–23,97.4,105.3,.2885,47.3,49.1,20.9,18.8,31.3,34.8,31.6,42.5,47.7,45.4,30.9,37.4,64.5,-14.3
266,Towson,CAA,31,11–20,98.8,106.9,.2872,44.6,47.6,21.5,14.9,41.1,29.5,48.3,45,44.4,45.7,30.1,34.2,60.9,-14.2
267,Cal St. Northridge,BW,31,7–24,98.7,106.8,.2871,45.3,51,19.5,16.6,28.4,30.5,41.1,35.9,44.3,48.5,33,36.6,65.8,-15.6
268,SIU Edwardsville,OVC,26,10–16,95.1,103.2,.2817,48.7,49.3,20.3,19.8,28.8,31.9,37.4,37,45.3,46.9,36.9,36.1,66.6,-11.6
269,Saint Louis,A10,31,10–21,94.8,103.0,.2784,46.2,51.6,21.7,20.9,27.2,32.1,41.5,44.5,45.2,50.6,32,35.7,63.5,-12.7
270,UNC Greensboro,SC,30,8–22,98.3,106.9,.2767,49.7,50.8,18.8,18.2,30.6,29.7,31.3,48.5,47.6,49.7,36.1,35.2,66.1,-16.9
271,College of Charleston,CAA,33,9–24,94.0,102.3,.2735,46,48.1,19.3,18.4,27.5,32.2,32.4,47.4,43.2,45.4,34.3,35.8,61.6,-16.8
272,Nevada,MWC,29,7–22,95.8,104.3,.2724,40.8,47.6,21.9,15.7,39.8,31.9,39.9,40.7,41.4,45.7,25.8,34.1,64.1,-14.6
273,FIU,CUSA,31,14–17,94.0,102.5,.2698,48.2,48,22.6,19.2,29,31.9,37.4,36.6,48.6,46.4,31.3,33.7,65.1,-11.2
274,IUPUI,Sum,31,10–21,92.6,101.0,.2684,46.5,51.3,23.6,20.9,31.1,28.3,32.8,41.8,47.3,48.5,29.6,38.3,64.2,-14.2
275,Elon,CAA,31,13–18,95.8,104.6,.2671,47.5,51.3,19,21.2,27.9,31.9,37.6,44.1,45.1,50.6,34.5,35,68.6,-12.3
276,LIU Brooklyn,NEC,30,12–18,95.8,104.5,.2668,44.9,48.4,19.6,18.2,31.3,31,39.8,35.6,42.8,49.8,32.4,30.4,67.5,-13.4
277,Hampton,MEAC,33,16–17,94.1,102.9,.2633,45.8,46.5,20.5,20.1,32.8,30.9,43.4,45.9,45.9,44.3,30.4,34.4,69.3,-12.3
278,Hartford,AE,29,13–16,95.6,104.5,.2628,47.3,50.4,19,20.9,25.3,29.5,29.8,42.1,46,52,32.5,31.6,63.8,-10.9
279,Penn,Ivy,28,9–19,96.6,105.8,.2607,49.1,51.2,23.6,18.1,29.5,29.1,35.8,39.8,47.7,48.1,34.6,37.6,63.8,-12.8
280,Delaware St.,MEAC,33,16–17,99.8,109.3,.2597,48,48.6,19.7,16.2,32.2,31.8,31.6,36.2,45.2,47.5,35,33.7,67.2,-10.4
281,Cal St. Fullerton,BW,29,7–22,97.4,106.7,.2593,45.7,51.3,19.2,16.6,28.5,27.1,36.7,41,44.9,48.1,31.8,38.7,66.4,-15.7
282,Delaware,CAA,30,10–20,98.8,108.5,.2544,47.1,50,18.4,15.6,28.8,31.5,38.1,33.2,44.5,46.7,34.5,37,65.8,-13.7
283,Troy,SB,27,8–19,98.2,107.9,.2530,48.9,50.8,21.2,19.5,31.3,33.7,38,28.3,48.1,51.2,33.5,33.3,65.1,-14.4
284,Florida Atlantic,CUSA,27,7–20,97.2,106.8,.2524,48.2,49.9,19.5,16.7,26,31.5,27.8,37.6,45.6,51.3,34.9,29.9,64.4,-14.7
285,South Alabama,SB,31,10–21,99.8,109.7,.2512,47.8,49,20.9,15.2,30,33.1,41.9,34.1,47,48.1,32.9,34.2,68.8,-15
286,McNeese St.,Slnd,27,11–16,100.0,110.0,.2503,46.4,51.9,16,18.5,33.7,34.4,30.9,34.9,45.9,53.1,31.6,33.1,63.3,-11
287,VMI,SC,28,9–19,97.4,107.2,.2499,46.9,53.2,19.6,20.5,31.9,33.9,29.8,42.3,46.7,53.9,31.4,34.1,77.4,-13.8
288,Samford,SC,31,12–19,99.9,110.0,.2474,49.8,53.3,19.2,21.1,30.1,34.1,37.9,45.4,49.2,51,34,38.9,66.8,-13.9
289,Alabama St.,SWAC,27,17–10,95.6,105.5,.2440,48.2,46.9,19.7,19.2,36,29.2,34.6,35.6,46.4,45.3,35.4,33.6,68,-7
290,Lamar,Slnd,26,11–15,97.3,107.7,.2391,49.7,52.8,23.4,20.4,34.6,32.9,41.9,46,50.7,50.8,31.9,37.6,66.6,-9.7
291,Howard,MEAC,29,13–16,90.8,100.4,.2388,46.2,45.7,25,21.4,33.5,34.6,43.4,40.1,47.4,44.8,28.9,31.4,63.2,-11.4
292,Fairfield,MAAC,31,7–24,94.0,104.1,.2369,45.2,48.3,20.2,18.3,27.3,33.9,37.1,42.7,43.2,47.2,32.2,34.3,62.1,-18.2
293,Campbell,BSth,29,7–22,96.4,106.8,.2341,49.8,52.5,20.1,19,27.5,30.8,35.9,42.4,46.5,52.7,36,34.7,61.8,-17.2
294,Appalachian St.,SB,29,12–17,95.7,106.2,.2330,45.6,50.6,20.6,17.2,31.4,29.8,33.6,37.6,44.5,51.5,31.6,32.3,65.8,-11.4
295,UMKC,WAC,31,12–19,95.9,106.4,.2310,46.1,51.6,20,23.6,31.7,36.5,40.3,39.8,43.7,52.2,33.4,33.6,64.2,-13.9
296,Niagara,MAAC,30,8–22,98.0,109.1,.2245,45.6,53.7,20.6,18.1,32,29.5,41.2,36.3,42.3,52.1,35.1,37.9,65.2,-15.7
297,Illinois Chicago,Horz,32,8–24,98.2,109.3,.2244,43.6,54.4,17.4,18,30.8,28.5,40,39,41.5,51.9,31.8,40.3,65.5,-16.5
298,Prairie View A&M,SWAC,32,14–18,95.6,106.9,.2173,47.5,48.4,20.7,24.3,32.1,40.1,30.9,51.2,46.7,50.1,33.1,29.8,69,-12
299,Southeastern Louisiana,Slnd,31,8–23,95.3,106.7,.2146,50.9,50.4,22.5,19.4,29.1,32.2,32.5,33.9,53,48.6,31.2,35.8,66.8,-17.3
300,Southern,SWAC,32,15–17,91.2,102.1,.2142,45.1,44,20.1,20.6,32.1,34.7,40.5,45.6,44.9,43.7,30.6,29.8,65.2,-11.4
301,Lipscomb,ASun,28,11–17,98.3,110.3,.2111,48.1,54.1,18.7,17.8,29.2,29.4,39.7,47,47.5,51.8,32.6,38.3,68.3,-11.7
302,Furman,SC,31,9–22,97.9,109.9,.2103,49,52.3,21.1,16.5,29.5,32.3,44.1,36.5,48.9,51.3,32.8,36,62.9,-15.9
303,North Dakota,BSky,28,6–22,96.0,108.0,.2064,48.4,53.2,17.9,18.1,24.7,29,38.5,42.3,47.8,51.2,33.1,38.6,68,-16
304,Arkansas St.,SB,28,10–18,93.7,105.5,.2048,45.3,48.3,20,17.6,29.7,32.7,33,34.7,44.1,47.6,32,33.1,66,-12.8
305,Loyola MD,Pat,30,11–19,92.3,103.9,.2038,42.8,49.7,20.3,17.6,31.9,28.6,37.6,44.9,40.4,49.9,32.5,32.9,63.3,-13.5
306,Marist,MAAC,32,7–25,92.7,104.6,.1996,46.8,49.6,20.5,20.8,21.2,35.6,38,36.7,46.4,49.6,31.5,33.1,65.4,-19.6
307,Southern Utah,BSky,28,9–19,97.0,110.4,.1842,52.3,51.5,20.1,15.7,22.6,29.3,38.7,50.6,48.4,49.6,39.7,37.2,68.1,-14.5
308,Montana St.,BSky,29,6–23,94.6,107.7,.1834,46.9,53,20.6,17,29.1,28.2,28.7,44.8,42.4,50.4,35.6,39.4,66.2,-17.6
309,Longwood,BSth,32,9–23,95.7,109.2,.1792,49,52.6,20.7,20.8,26.9,35.2,30,45,44.9,50.5,36.9,37.5,67,-17.7
310,Wagner,NEC,29,9–20,96.7,110.4,.1787,44.6,53.4,20.1,19.8,37.2,30.3,33.9,53.3,44,51.7,30.6,37.7,67.6,-15
311,New Orleans,Slnd,26,8–18,95.7,109.4,.1766,46.5,54.8,22.2,21.2,35.7,32.9,45.9,44,45.2,53.9,33.9,37.8,67.6,-13.1
312,Idaho St.,BSky,28,5–23,95.4,109.2,.1747,48.1,52,18.7,18.7,29.9,32.2,37,34.8,46.6,49.3,34.9,37,63.9,-18.9
313,Jacksonville St.,OVC,29,10–19,92.8,106.3,.1734,43,51.1,18.5,19.2,28.7,34.5,37.6,39,42.3,50,29.5,35.7,63.8,-13.8
314,Austin Peay,OVC,28,6–22,93.1,106.9,.1697,44.5,54.9,20.8,20.3,31.8,29.2,41.6,38.4,44.2,53.2,30.1,38.6,67.2,-16.4
315,Utah Valley,WAC,28,9–19,91.6,105.6,.1633,44.5,49.9,20.3,17.8,28.5,30.4,33.3,37,44.4,49.1,29.8,34.3,62.5,-14.1
316,Jackson St.,SWAC,32,11–21,89.0,102.6,.1618,42.9,48.6,21.9,22.7,37.7,28.1,32.9,54.1,43.7,47.2,27.4,34.1,64.2,-16.6
317,UMass Lowell,AE,28,11–17,91.1,105.4,.1581,47.9,53.9,20.5,23.3,21.6,30.4,34.3,34.1,44.6,54.1,34.9,35.8,64.2,-11.5
318,Southern Miss,CUSA,27,7–20,94.6,109.7,.1533,48.9,53.5,22.2,20.1,26.6,34.2,34.1,31.9,48.8,53.1,32.8,36,62.4,-13.6
319,Houston Christian,Slnd,24,8–16,99.0,115.1,.1494,47.4,52.8,21.4,17.2,37.6,31.5,39.4,43.7,47.5,51,31.5,37.9,66.7,-11.7
320,Fairleigh Dickinson,NEC,28,7–21,95.0,110.7,.1467,46.5,52.3,18.6,23.2,27.6,40.4,34.2,51.8,45.5,52.5,32.1,34.7,67.5,-16.2
321,The Citadel,SC,27,8–19,102.1,119.6,.1398,51.7,55.1,21.7,15.9,31.3,34.6,38,29.6,46.8,56.5,40.2,35.1,59.1,-14.4
322,Presbyterian,BSth,28,6–22,95.2,112.2,.1320,48.4,54,20.9,15.9,27.3,33.6,33.3,28.7,48.8,50.6,31.7,38.9,62.5,-16.8
323,Nicholls St.,Slnd,26,7–19,89.0,105.4,.1245,47.8,50,25,20.3,30.1,34.5,42.4,50.7,48.4,48.3,31.2,35.7,66.9,-13.7
324,Western Illinois,Sum,26,6–20,89.3,105.9,.1245,45.3,50.7,18.3,16.7,20,28.9,30.3,37.1,41.2,49.4,35.2,35.5,67,-15.1
325,Coppin St.,MEAC,30,7–23,96.2,114.3,.1212,47,54.5,18.4,19.3,25.3,38.1,30.5,42.4,42.4,53.2,35.3,38.4,74.4,-16.3
326,Morgan St.,MEAC,31,7–24,92.6,110.0,.1207,40.2,53.3,16.2,21.6,34.8,33.8,33.1,43.2,39.1,52.9,28.4,36.1,65.1,-18.2
327,Arkansas Pine Bluff,SWAC,32,12–20,90.4,108.0,.1147,46.3,51.2,23.5,24.9,30.5,39.5,35.6,48.8,44.2,48.8,33.3,36.9,64.1,-14.9
